% function evaluation | noise-free fitness - Fopt (1.491500000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.656139793e+006 +1.656139793e+006 +1.656288943e+006 +1.656288943e+006
3 +1.324808077e+006 +1.324808077e+006 +1.324957227e+006 +1.324957227e+006
16 +5.952896612e+005 +5.952896612e+005 +5.954388112e+005 +5.954388112e+005
1129 +2.820740171e+005 +2.820740171e+005 +2.822231671e+005 +2.822231671e+005
20365 +2.430617450e+005 +2.430617450e+005 +2.432108950e+005 +2.432108950e+005
246002 +1.451908877e+005 +1.451908877e+005 +1.453400377e+005 +1.453400377e+005
