% function evaluation | noise-free fitness - Fopt (6.870000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.321744110e+000 +9.321744110e+000 +1.619174411e+001 +1.619174411e+001 -2.1359e+000 +2.6608e+000 -1.9286e+000 +2.0655e+000 +4.9822e+000 +2.9716e+000 +9.9445e-001 -3.7514e+000 -1.5821e+000 +3.7441e+000 +4.3942e-001 -1.5853e+000 -4.7371e+000 -4.1254e+000 +3.7354e+000 +1.2252e-001 +4.0168e+000 +1.7844e+000 +2.9921e-001 +1.4301e+000
35 +5.830066926e+000 +5.830066926e+000 +1.270006693e+001 +1.270006693e+001 -9.1729e-001 +1.2223e+000 -1.3143e+000 +1.8422e+000 -2.3831e+000 +1.9580e+000 +4.9696e-001 +4.8253e+000 -3.4624e+000 +1.0622e+000 +6.8370e-001 +4.2415e+000 -2.8169e+000 -3.4217e+000 -7.8919e-001 +3.4974e+000 -5.6870e-001 -1.2257e+000 -4.6207e+000 -4.9118e+000
1163 +3.811072475e+000 +3.811072475e+000 +1.068107248e+001 +1.068107248e+001 -1.3367e+000 -5.2441e+000 +5.9804e-001 +1.2619e+000 -3.9410e+000 +2.4629e+000 -4.1674e+000 +3.6794e+000 -3.6502e+000 +2.3295e+000 +1.1322e+000 -4.4791e-001 +3.1173e+000 +2.4648e+000 +2.2077e+000 -1.5005e+000 -1.9741e+000 -3.7258e+000 +1.1073e+000 -2.1552e+000
14349 +1.855446667e+000 +1.855446667e+000 +8.725446667e+000 +8.725446667e+000 -1.3350e+000 -2.7456e+000 +9.5363e-001 +1.2644e+000 -2.4568e+000 +3.6083e+000 -1.9828e+000 +4.2778e+000 -3.6502e+000 +2.3262e+000 +7.4452e-001 -4.4534e-001 +3.7327e+000 +2.4693e+000 -5.8467e-001 -3.4376e+000 -1.8618e+000 -3.7985e+000 +7.9935e-001 -2.1537e+000
18076 +1.580342672e+000 +1.580342672e+000 +8.450342672e+000 +8.450342672e+000 -1.3350e+000 -2.7480e+000 +9.5328e-001 +1.2644e+000 -2.4583e+000 +3.6072e+000 -1.9850e+000 +4.2772e+000 -3.6502e+000 +2.3262e+000 +7.4491e-001 -4.4534e-001 +3.7321e+000 +2.4693e+000 -5.8190e-001 -3.4357e+000 -1.8619e+000 -3.7985e+000 +7.9966e-001 -2.1537e+000
49025 +9.817953814e-001 +9.817953814e-001 +7.851795381e+000 +7.851795381e+000 -1.3352e+000 -2.7486e+000 +9.5311e-001 +1.2639e+000 -2.4581e+000 +3.6061e+000 -1.9857e+000 +4.2789e+000 -3.6498e+000 +2.3266e+000 +7.4594e-001 -4.4506e-001 +3.7319e+000 +2.4715e+000 -5.8465e-001 -3.4332e+000 -1.8627e+000 -3.7980e+000 +8.0103e-001 -2.1548e+000
% function evaluation | noise-free fitness - Fopt (1.000000000000e-002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.331178217e+001 +1.331178217e+001 +1.332178217e+001 +1.332178217e+001 -3.0943e+000 +3.5476e+000 +1.8503e-003 -4.7590e+000 -6.5815e-001 +3.9453e+000 -3.0164e+000 -2.3343e+000 +2.9204e+000 -4.9618e+000 -4.1424e+000 -3.9596e-001 -2.9280e+000 -3.7753e+000 +1.1278e-001 -3.1846e+000 +3.9274e+000 -2.4052e+000 +7.9321e-002 +4.1735e+000
6 +8.201528554e+000 +8.201528554e+000 +8.211528554e+000 +8.211528554e+000 +3.8235e+000 -3.6987e+000 -1.5327e+000 +1.7086e+000 +1.7580e-001 -1.8731e+000 +4.1766e+000 -4.0844e+000 +3.0596e+000 -4.0635e+000 +1.7667e+000 -3.3691e+000 +4.0418e+000 -5.3627e-001 -3.2955e-001 +1.2081e-001 +4.7584e+000 +2.9154e+000 -4.4903e+000 +3.3118e+000
40 +5.938695595e+000 +5.938695595e+000 +5.948695595e+000 +5.948695595e+000 -3.4980e+000 +4.8831e+000 -1.1927e+000 +1.2927e+000 +3.2385e+000 -1.0615e-002 +2.1373e+000 -2.5552e-001 -3.6604e+000 -2.8205e+000 -4.7446e+000 -2.7283e+000 -1.8133e+000 -8.1663e-001 -4.2862e+000 -4.9337e+000 +1.5061e-001 +3.4146e+000 -7.0161e-001 -4.7643e+000
