% function evaluation | noise-free fitness - Fopt (-2.098800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
3080 +3.921036881e+002 +3.921036881e+002 +7.122936881e+002 +7.122936881e+002 +3.7982e+000 +2.8730e+000 +2.7146e-002 +1.5759e+000 -4.1096e+000 +3.6553e+000 +2.8086e+000 -1.3802e+000 -3.2785e+000 -4.4980e-001 -1.0001e+000 +2.4841e+000 +5.9266e-001 -1.7250e+000 +1.2097e+000 +2.5851e+000 +3.6153e+000 +6.8825e-001 +2.5878e+000 +1.3550e+000
3491 +2.381567253e+002 +2.381567253e+002 +5.583467253e+002 +5.583467253e+002 +4.0054e+000 +7.1589e-001 -1.0218e+000 -9.1130e-001 -3.9842e+000 +3.8450e+000 +2.4263e+000 -1.5619e+000 -3.5479e+000 -3.9637e-001 -1.0237e+000 +2.4948e+000 +6.1073e-001 -1.7013e+000 +1.2301e+000 +2.6005e+000 +3.6130e+000 +6.7734e-001 +2.5900e+000 +1.3515e+000
3649 +1.524011109e+002 +1.524011109e+002 +4.725911109e+002 +4.725911109e+002 +3.5761e+000 +3.3035e-001 +9.4423e-004 -1.5491e+000 -3.5036e+000 +3.9251e+000 +3.1541e+000 -1.8408e+000 -3.4656e+000 -2.0830e-001 -9.9974e-001 +2.4706e+000 +5.0580e-001 -1.7072e+000 +1.2177e+000 +2.5902e+000 +3.6303e+000 +6.8048e-001 +2.5852e+000 +1.3515e+000
3856 +9.234717273e+001 +9.234717273e+001 +4.125371727e+002 +4.125371727e+002 +3.5774e+000 -4.9417e-001 +5.2508e-003 +8.6607e-003 -3.3350e+000 +3.6304e+000 +3.1205e+000 -1.7389e+000 -3.5125e+000 -1.9060e-001 -9.9744e-001 +2.4715e+000 +5.7584e-001 -1.7091e+000 +1.2109e+000 +2.5777e+000 +3.6234e+000 +6.7966e-001 +2.5848e+000 +1.3449e+000
4011 +6.087843093e+001 +6.087843093e+001 +3.810684309e+002 +3.810684309e+002 +3.4247e+000 -3.0091e-002 +6.9345e-001 -2.5103e-002 -3.3781e+000 +3.7054e+000 +2.9757e+000 -1.8159e+000 -3.4662e+000 -1.8976e-001 -1.0094e+000 +2.4475e+000 +5.5813e-001 -1.7322e+000 +1.2180e+000 +2.5784e+000 +3.6299e+000 +6.8089e-001 +2.5859e+000 +1.3469e+000
4427 +3.754670880e+001 +3.754670880e+001 +3.577367088e+002 +3.577367088e+002 +3.4017e+000 -6.5920e-001 +5.7310e-001 -7.6642e-001 -3.4296e+000 +3.6976e+000 +2.9304e+000 -1.7980e+000 -3.4579e+000 -2.2676e-001 -1.0435e+000 +2.4469e+000 +5.6167e-001 -1.7373e+000 +1.2261e+000 +2.5861e+000 +3.6280e+000 +6.8120e-001 +2.5867e+000 +1.3460e+000
4814 +2.491414842e+001 +2.491414842e+001 +3.451041484e+002 +3.451041484e+002 +3.3509e+000 -1.6738e+000 +1.1884e+000 -5.0624e-001 -3.5369e+000 +3.5510e+000 +2.7521e+000 -1.7876e+000 -3.5196e+000 -2.2834e-001 -1.0386e+000 +2.4558e+000 +5.7605e-001 -1.7354e+000 +1.2330e+000 +2.5844e+000 +3.6249e+000 +6.8008e-001 +2.5881e+000 +1.3465e+000
5543 +1.580747996e+001 +1.580747996e+001 +3.359974800e+002 +3.359974800e+002 +3.3202e+000 -2.5264e+000 +1.2713e+000 -8.1815e-001 -3.3997e+000 +3.5202e+000 +2.7682e+000 -1.8082e+000 -3.5839e+000 -1.7899e-001 -1.0702e+000 +2.4546e+000 +5.6742e-001 -1.7461e+000 +1.2315e+000 +2.5849e+000 +3.6270e+000 +6.8171e-001 +2.5876e+000 +1.3461e+000
5972 +9.393336792e+000 +9.393336792e+000 +3.295833368e+002 +3.295833368e+002 +1.8437e+000 -2.5276e+000 +1.2288e+000 -7.9652e-001 -3.4925e+000 +3.4422e+000 +2.7316e+000 -1.8123e+000 -3.5874e+000 -1.7880e-001 -1.0725e+000 +2.4521e+000 +5.7199e-001 -1.7367e+000 +1.2295e+000 +2.5885e+000 +3.6276e+000 +6.8047e-001 +2.5870e+000 +1.3470e+000
6062 +4.668562167e+000 +4.668562167e+000 +3.248585622e+002 +3.248585622e+002 +1.3929e-001 -2.3992e+000 +1.2574e+000 -8.3451e-001 -3.4102e+000 +3.4846e+000 +2.7660e+000 -1.8063e+000 -3.5755e+000 -1.6482e-001 -1.0556e+000 +2.4484e+000 +5.7432e-001 -1.7353e+000 +1.2298e+000 +2.5862e+000 +3.6264e+000 +6.8266e-001 +2.5877e+000 +1.3476e+000
6135 +3.709871196e+000 +3.709871196e+000 +3.238998712e+002 +3.238998712e+002 +6.0767e-001 -2.5059e+000 +1.2461e+000 -7.8721e-001 -3.5024e+000 +3.4868e+000 +2.7043e+000 -1.8241e+000 -3.5752e+000 -1.6972e-001 -1.0632e+000 +2.4439e+000 +5.7056e-001 -1.7404e+000 +1.2295e+000 +2.5841e+000 +3.6282e+000 +6.8124e-001 +2.5873e+000 +1.3470e+000
6213 +2.085529673e+000 +2.085529673e+000 +3.222755297e+002 +3.222755297e+002 -1.4243e-001 -2.5059e+000 +1.2461e+000 -7.8721e-001 -3.5024e+000 +3.3931e+000 +2.7426e+000 -1.7998e+000 -3.5911e+000 -1.6972e-001 -1.0522e+000 +2.4439e+000 +5.7116e-001 -1.7404e+000 +1.2295e+000 +2.5867e+000 +3.6282e+000 +6.8124e-001 +2.5873e+000 +1.3470e+000
% function evaluation | noise-free fitness - Fopt (-1.042400000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.093945391e+007 +4.093945391e+007 +4.093934967e+007 +4.093934967e+007 -4.4299e+000 -4.1059e+000 +8.1578e-001 -2.0097e-001 +1.7876e-001 +1.8223e+000 +8.7052e-001 -3.0047e+000 -4.6539e+000 -1.6690e+000 -4.8549e+000 +2.8184e+000 -2.3459e+000 +3.6430e+000 -2.0394e+000 -1.7057e+000 -1.3534e+000 +4.5754e+000 -3.3345e-001 +9.4017e-001
4 +2.848479218e+007 +2.848479218e+007 +2.848468794e+007 +2.848468794e+007 -1.0324e+000 -1.5085e+000 -1.3288e+000 -1.6908e+000 -4.0560e+000 -4.9265e+000 -4.9765e+000 +4.6274e+000 +3.0952e+000 +3.9554e+000 +2.2447e+000 +7.8795e-001 -3.9861e+000 +4.5946e+000 +4.9094e+000 -1.5458e-001 +9.4939e-001 -1.0543e+000 +4.6590e-001 +1.2118e+000
6 +2.087700820e+007 +2.087700820e+007 +2.087690396e+007 +2.087690396e+007 -3.4023e+000 -2.8870e+000 -1.9442e+000 -1.3117e+000 -4.7979e+000 +3.7969e+000 -6.9809e-001 -2.5932e+000 +1.9157e+000 -3.3503e+000 -2.1825e+000 +3.6159e+000 +2.6602e+000 -8.0584e-001 +1.6387e+000 +1.3459e+000 +1.8291e+000 +2.5219e+000 -4.5324e+000 -4.9307e+000
19 +1.112073425e+007 +1.112073425e+007 +1.112063001e+007 +1.112063001e+007 +2.8093e+000 -1.7609e-001 +2.2296e+000 -3.8679e+000 -7.3041e-001 +4.7420e+000 -1.5668e+000 -4.2211e+000 +4.1248e+000 +3.0124e-002 +1.0969e+000 -4.6998e-001 -3.4453e+000 -3.5510e+000 -1.3113e+000 -2.0169e+000 +1.9184e+000 -3.6223e+000 +2.5233e+000 -1.2305e+000
22 +7.845856641e+006 +7.845856641e+006 +7.845752401e+006 +7.845752401e+006 +6.9817e-001 +2.2894e-001 +3.1255e+000 -1.6131e+000 -4.2102e-001 +2.5110e+000 -4.9238e+000 +1.1530e+000 +3.6079e+000 +1.4254e+000 -1.6990e+000 -2.3203e+000 -4.9113e-001 -2.2188e+000 +2.4630e+000 -3.1341e+000 +5.5672e-001 +6.0413e-001 +1.0467e+000 -1.9187e+000
63 +5.754437083e+006 +5.754437083e+006 +5.754332843e+006 +5.754332843e+006 -3.2012e+000 +1.5768e+000 +2.0086e+000 +1.0941e+000 -2.4173e+000 -7.0721e-002 -6.9056e+000 +2.1325e+000 +1.8702e+000 +2.9936e+000 +2.5855e-001 +2.3166e+000 +4.4118e+000 +1.1471e+000 +3.5693e+000 -1.7367e-001 +3.6498e+000 -1.5466e+000 +1.8032e+000 -2.0007e+000
85 +3.873715301e+006 +3.873715301e+006 +3.873611061e+006 +3.873611061e+006 -3.4827e+000 +2.1344e+000 +2.8912e-001 -1.4034e+000 -2.6309e-001 -5.7968e-001 -9.3384e+000 -5.4801e-001 +4.7354e+000 +4.1325e+000 +5.1943e-001 +1.8043e+000 +5.3043e+000 +1.1617e+000 +6.5209e+000 -2.3556e+000 +2.9826e+000 -1.3234e+000 -8.3884e-001 -2.8391e+000
189 +1.516170152e+006 +1.516170152e+006 +1.516065912e+006 +1.516065912e+006 -2.1904e+000 +4.2249e+000 -5.5770e-001 +3.9847e+000 +9.7683e-001 +1.5350e+000 -5.6915e+000 +4.5314e+000 +2.3897e+000 -2.4055e+000 -3.5174e+000 +4.9068e+000 -7.3891e-001 -2.4104e-001 +2.8842e+000 -3.4791e+000 +1.8962e+000 -4.3147e+000 +4.7090e-001 -3.5215e+000
324 +4.938200267e+005 +4.938200267e+005 +4.937157867e+005 +4.937157867e+005 -1.8882e+000 +3.7284e+000 -5.5926e-001 +3.8519e+000 +1.0409e+000 +9.6900e-001 -6.8245e+000 +4.3995e+000 +2.7492e+000 -2.2400e+000 -2.0536e+000 +6.5899e+000 -1.9033e+000 -7.0905e-001 +2.8349e+000 -3.0113e+000 +4.7729e+000 -3.1514e+000 -2.1489e-001 -3.7483e+000
430 +3.479168490e+005 +3.479168490e+005 +3.478126090e+005 +3.478126090e+005 -1.4942e+000 +3.1935e+000 -4.9934e-001 +1.3395e+000 +9.8498e-001 +8.4807e-001 -6.7078e+000 +4.2556e+000 +2.5050e+000 -2.0651e+000 -9.6071e-001 +6.6356e+000 -1.8665e+000 -7.8882e-001 +1.9108e+000 -3.1767e+000 +4.7743e+000 -2.4128e+000 +2.3621e-002 -3.8486e+000
703 +2.352760146e+005 +2.352760146e+005 +2.351717746e+005 +2.351717746e+005 +1.9273e+000 +2.2508e+000 +9.6602e-001 -2.8103e+000 +9.1525e-001 +1.1863e+000 -4.2838e+000 +3.7322e+000 +2.8661e+000 -2.4449e+000 -5.4840e-001 +6.5811e+000 -5.6721e+000 -8.5406e-001 +2.8797e+000 -4.3832e+000 +4.6124e+000 -2.4295e+000 +3.8501e-001 -3.8146e+000
849 +1.226975374e+005 +1.226975374e+005 +1.225932974e+005 +1.225932974e+005 +2.0576e+000 +1.8172e+000 +2.0314e+000 -1.6774e+000 +4.7857e-001 +1.3858e+000 -4.4912e+000 +2.5128e+000 +1.9837e+000 -1.2912e+000 -8.8735e-001 +5.9906e+000 -3.9197e+000 -1.4886e+000 +3.3068e+000 -3.9314e+000 +4.1512e+000 -2.7529e+000 +6.7593e-001 -4.1167e+000
1042 +8.678970068e+004 +8.678970068e+004 +8.668546068e+004 +8.668546068e+004 +3.1097e+000 +2.6112e+000 +1.3553e+000 +1.1912e+000 +5.7713e-001 -1.8854e+000 -3.1668e+000 +2.5521e+000 +1.0718e+000 -1.1242e+000 -3.6544e+000 +4.5765e+000 -4.4075e+000 -2.4296e+000 +3.0139e+000 -3.8460e+000 +4.0019e+000 -2.7678e+000 +5.8501e-001 -3.8968e+000
1433 +5.348567410e+004 +5.348567410e+004 +5.338143410e+004 +5.338143410e+004 +1.2345e+000 +2.1325e+000 +1.5882e+000 +3.7206e-001 +3.7814e-001 -1.2275e+000 -2.7788e+000 +1.5504e+000 +6.4799e-001 -1.1105e+000 -3.0902e+000 +4.0285e+000 -3.8126e+000 -2.5091e+000 +3.5847e+000 -3.6853e+000 +4.1048e+000 -2.5590e+000 +5.6312e-001 -3.9777e+000
1506 +3.797858104e+004 +3.797858104e+004 +3.787434104e+004 +3.787434104e+004 +2.0961e+000 +2.2729e+000 +1.9178e+000 +2.4176e+000 +7.5889e-001 -2.9211e-001 -3.0600e+000 +1.2613e+000 +5.5209e-001 -9.7783e-001 -2.3544e+000 +4.0579e+000 -3.3123e+000 -2.2194e+000 +3.3538e+000 -3.9722e+000 +4.0682e+000 -2.4792e+000 +5.3522e-001 -3.9537e+000
1582 +2.455593384e+004 +2.455593384e+004 +2.445169384e+004 +2.445169384e+004 +3.4955e+000 +2.7787e+000 +3.2821e+000 +3.0923e+000 +1.3934e+000 +5.1797e-001 -6.2122e-001 +1.7321e+000 +2.1620e+000 -9.8211e-001 -1.3137e+000 +3.5897e+000 -3.1137e+000 -2.1664e+000 +3.3517e+000 -3.9235e+000 +4.0123e+000 -2.5636e+000 +5.9318e-001 -3.9308e+000
1823 +1.463625940e+004 +1.463625940e+004 +1.453201940e+004 +1.453201940e+004 +2.7379e+000 +3.0236e+000 +7.1863e+000 -2.0468e+000 +2.3538e+000 +2.3681e+000 -7.1137e-001 +3.5166e+000 +3.9341e+000 -1.1329e+000 -3.6760e-001 +2.1724e+000 -2.9538e+000 -1.3553e+000 +3.1864e+000 -3.6493e+000 +3.9391e+000 -2.6681e+000 +5.9580e-001 -3.8947e+000
1964 +7.743429291e+003 +7.743429291e+003 +7.639189291e+003 +7.639189291e+003 -2.2093e+000 +2.9800e+000 +1.2521e+001 -3.5148e+000 +1.1418e+000 -4.8535e-001 -8.2858e-001 +4.3779e+000 +3.2524e+000 -1.8660e+000 -2.0332e+000 +2.4494e+000 -2.5646e+000 -1.3840e+000 +3.4470e+000 -3.8285e+000 +4.0257e+000 -2.5750e+000 +5.1894e-001 -3.8957e+000
2222 +5.872266860e+003 +5.872266860e+003 +5.768026860e+003 +5.768026860e+003 -1.4609e+000 +2.7436e+000 +1.3477e+001 -5.0278e+000 +1.5760e+000 -5.1240e-001 -2.2763e+000 +4.7975e+000 +3.7624e+000 -2.3953e+000 -1.3025e+000 +2.3210e+000 -2.4716e+000 -1.3495e+000 +3.3675e+000 -3.6389e+000 +3.9748e+000 -2.5326e+000 +5.2689e-001 -3.8912e+000
2432 +2.270727552e+003 +2.270727552e+003 +2.166487552e+003 +2.166487552e+003 -1.6979e+000 +2.5525e+000 +1.1174e+001 -5.1074e+000 +1.7869e+000 -1.5994e+000 +4.0083e-001 +4.0460e+000 +3.6147e+000 -2.5210e+000 -1.3234e+000 +2.4129e+000 -2.4523e+000 -1.4340e+000 +3.4100e+000 -3.6456e+000 +3.9374e+000 -2.5615e+000 +5.3474e-001 -3.9202e+000
2852 +1.456573421e+003 +1.456573421e+003 +1.352333421e+003 +1.352333421e+003 -1.1475e+000 +2.6206e+000 +9.8917e+000 -3.4555e+000 +2.0339e+000 -2.8928e+000 +3.9051e-001 +3.9538e+000 +3.3136e+000 -2.5451e+000 -1.2820e+000 +2.4088e+000 -2.4661e+000 -1.4493e+000 +3.4270e+000 -3.6556e+000 +3.9656e+000 -2.5723e+000 +5.3926e-001 -3.9275e+000
3124 +8.589539773e+002 +8.589539773e+002 +7.547139773e+002 +7.547139773e+002 +4.3557e-001 +2.2668e+000 +9.0470e+000 -4.9704e+000 +3.4831e-001 -3.4912e+000 +2.0206e+000 +3.7344e+000 +2.7777e+000 -2.9201e+000 -1.1948e+000 +2.5378e+000 -2.4659e+000 -1.4677e+000 +3.4828e+000 -3.6698e+000 +3.9871e+000 -2.5873e+000 +5.3750e-001 -3.9249e+000
3331 +6.257345754e+002 +6.257345754e+002 +5.214945754e+002 +5.214945754e+002 +1.2217e+000 +2.5388e+000 +7.8816e+000 -4.4742e+000 -3.8248e-001 -3.2329e+000 +3.1355e+000 +3.8476e+000 +2.8373e+000 -3.0284e+000 -1.1911e+000 +2.4900e+000 -2.4914e+000 -1.4187e+000 +3.4783e+000 -3.6614e+000 +3.9958e+000 -2.5794e+000 +5.3904e-001 -3.9241e+000
3449 +3.870774407e+002 +3.870774407e+002 +2.828374407e+002 +2.828374407e+002 +1.1166e-001 +2.3204e+000 +4.4854e+000 -1.5694e+000 +9.1810e-001 -3.4954e+000 +2.4670e+000 +3.6556e+000 +2.8047e+000 -3.0388e+000 -1.2643e+000 +2.3172e+000 -2.5254e+000 -1.4471e+000 +3.5059e+000 -3.6701e+000 +3.9881e+000 -2.5621e+000 +5.2995e-001 -3.9275e+000
3653 +2.373269317e+002 +2.373269317e+002 +1.330869317e+002 +1.330869317e+002 -3.1261e-002 +1.7259e+000 +3.8110e+000 -1.5252e+000 +9.0191e-001 -4.2508e+000 +2.3998e+000 +3.5768e+000 +2.9545e+000 -3.0400e+000 -1.2535e+000 +2.3886e+000 -2.5227e+000 -1.4372e+000 +3.4634e+000 -3.6662e+000 +3.9926e+000 -2.5642e+000 +5.3178e-001 -3.9266e+000
3928 +1.510881011e+002 +1.510881011e+002 +4.684810105e+001 +4.684810105e+001 -1.4065e-002 +5.8068e-001 +2.0887e+000 -1.1452e+000 +6.8699e-001 -4.0215e+000 +2.6403e+000 +3.6021e+000 +3.0346e+000 -3.0536e+000 -1.2562e+000 +2.3700e+000 -2.5037e+000 -1.4285e+000 +3.4555e+000 -3.6622e+000 +3.9836e+000 -2.5715e+000 +5.3137e-001 -3.9272e+000
4034 +9.670759233e+001 +9.670759233e+001 -7.532407674e+000 -7.532407674e+000 +3.9844e-001 -5.7269e-001 +1.1416e+000 -1.3319e+000 +4.2468e-001 -4.6482e+000 +2.7185e+000 +3.5132e+000 +2.9873e+000 -2.8942e+000 -1.1335e+000 +2.3755e+000 -2.5073e+000 -1.4355e+000 +3.4609e+000 -3.6503e+000 +3.9934e+000 -2.5758e+000 +5.3270e-001 -3.9283e+000
4200 +5.475826767e+001 +5.475826767e+001 -4.948173233e+001 -4.948173233e+001 +7.7021e-001 -1.2214e+000 +6.3619e-001 -4.9595e-002 +7.8975e-001 -4.0730e+000 +2.9291e+000 +3.3979e+000 +2.9843e+000 -2.9537e+000 -1.0626e+000 +2.3758e+000 -2.5216e+000 -1.4298e+000 +3.4496e+000 -3.6450e+000 +3.9960e+000 -2.5711e+000 +5.2737e-001 -3.9272e+000
4514 +2.597248073e+001 +2.597248073e+001 -7.826751927e+001 -7.826751927e+001 +1.5725e+000 -3.7343e+000 +1.1815e+000 -3.7997e-001 +9.4854e-002 -3.4241e+000 +2.9496e+000 +3.4073e+000 +3.1168e+000 -2.9567e+000 -1.0441e+000 +2.3834e+000 -2.4780e+000 -1.4369e+000 +3.4573e+000 -3.6544e+000 +4.0008e+000 -2.5704e+000 +5.3003e-001 -3.9268e+000
4567 +2.432873105e+001 +2.432873105e+001 -7.991126895e+001 -7.991126895e+001 +1.7102e+000 -3.7310e+000 +8.9901e-001 -3.9506e-001 +3.5910e-002 -3.4475e+000 +2.8429e+000 +3.4126e+000 +3.0675e+000 -2.9540e+000 -1.0495e+000 +2.3907e+000 -2.4815e+000 -1.4376e+000 +3.4632e+000 -3.6543e+000 +4.0018e+000 -2.5706e+000 +5.3182e-001 -3.9275e+000
4843 +1.570087326e+001 +1.570087326e+001 -8.853912674e+001 -8.853912674e+001 +1.3563e+000 -3.2866e+000 +1.1791e+000 -2.0122e-001 -1.6054e-001 -3.3949e+000 +3.0036e+000 +3.4536e+000 +3.0546e+000 -2.9687e+000 -1.0388e+000 +2.3874e+000 -2.4983e+000 -1.4295e+000 +3.4594e+000 -3.6506e+000 +3.9916e+000 -2.5713e+000 +5.2987e-001 -3.9272e+000
5249 +9.737290179e+000 +9.737290179e+000 -9.450270982e+001 -9.450270982e+001 +1.3238e+000 -3.0414e+000 +1.2512e+000 -2.8456e-001 +1.4297e-003 -3.4900e+000 +2.9081e+000 +3.4153e+000 +3.0464e+000 -2.9751e+000 -1.0491e+000 +2.3956e+000 -2.4854e+000 -1.4362e+000 +3.4554e+000 -3.6501e+000 +3.9958e+000 -2.5712e+000 +5.3052e-001 -3.9265e+000
5462 +5.916059594e+000 +5.916059594e+000 -9.832394041e+001 -9.832394041e+001 +1.4433e+000 -3.6657e+000 +1.3859e+000 -5.5431e-001 -1.5522e-001 -3.5517e+000 +2.9050e+000 +3.4510e+000 +2.9947e+000 -2.9739e+000 -1.0444e+000 +2.4069e+000 -2.4976e+000 -1.4367e+000 +3.4546e+000 -3.6538e+000 +3.9941e+000 -2.5707e+000 +5.2991e-001 -3.9272e+000
5470 +3.872165149e+000 +3.872165149e+000 -1.003678349e+002 -1.003678349e+002 +1.4311e+000 -3.6749e+000 +1.3875e+000 -5.4234e-001 -6.1584e-002 -3.7284e+000 +2.9080e+000 +3.4546e+000 +2.9483e+000 -2.9745e+000 -1.0438e+000 +2.4094e+000 -2.4881e+000 -1.4369e+000 +3.4545e+000 -3.6504e+000 +3.9926e+000 -2.5706e+000 +5.2983e-001 -3.9272e+000
5654 +2.485610765e+000 +2.485610765e+000 -1.017543892e+002 -1.017543892e+002 +1.2764e+000 -3.7981e+000 +1.3903e+000 -5.8944e-001 -4.0417e-002 -3.7717e+000 +2.7931e+000 +3.4083e+000 +2.9519e+000 -2.9718e+000 -1.0494e+000 +2.4060e+000 -2.4911e+000 -1.4381e+000 +3.4573e+000 -3.6516e+000 +3.9930e+000 -2.5691e+000 +5.2943e-001 -3.9270e+000
5917 +1.545515351e+000 +1.545515351e+000 -1.026944846e+002 -1.026944846e+002 +9.1401e-001 -3.8301e+000 +1.2296e+000 -5.5276e-001 -1.3203e-001 -3.7310e+000 +2.7858e+000 +3.4538e+000 +2.9755e+000 -2.9767e+000 -1.0620e+000 +2.4045e+000 -2.4904e+000 -1.4349e+000 +3.4577e+000 -3.6519e+000 +3.9935e+000 -2.5701e+000 +5.3019e-001 -3.9278e+000
6109 +9.121774442e-001 +9.121774442e-001 -1.033278226e+002 -1.033278226e+002 +9.5576e-001 -3.9115e+000 +1.4009e+000 -5.0533e-001 -7.2696e-002 -3.7368e+000 +2.8134e+000 +3.4435e+000 +2.9653e+000 -2.9877e+000 -1.0550e+000 +2.4033e+000 -2.4901e+000 -1.4354e+000 +3.4561e+000 -3.6508e+000 +3.9938e+000 -2.5700e+000 +5.3075e-001 -3.9275e+000
% function evaluation | noise-free fitness - Fopt (-1.000000000000e+003) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.580740582e+007 +2.580740582e+007 +2.580640582e+007 +2.580640582e+007 -3.9639e+000 -5.2529e-001 -4.4135e+000 -6.2456e-001 +1.5155e+000 -4.4615e+000 +3.3305e+000 +3.0262e+000 -1.3360e+000 -3.9341e-001 +4.2904e+000 -3.6168e+000 -2.0062e+000 -4.7910e+000 -3.5082e+000 -2.4706e+000 -1.1232e+000 +4.9225e+000 +1.5240e+000 -1.8174e+000
3 +1.784493274e+007 +1.784493274e+007 +1.784393274e+007 +1.784393274e+007 -3.0124e+000 -3.4116e+000 +2.8637e+000 -3.8997e+000 +2.0232e+000 +3.5411e+000 +7.3855e-001 -2.2301e+000 -4.1800e+000 +3.2650e+000 -1.1399e-001 -1.8050e+000 -3.6022e+000 -2.5699e+000 -2.9561e-001 -3.6047e+000 +4.2265e+000 -1.6995e-001 -3.4934e+000 -1.3244e+000
4 +1.196551306e+007 +1.196551306e+007 +1.196451306e+007 +1.196451306e+007 -2.1799e+000 -1.3449e+000 -2.2641e+000 +1.8527e+000 -3.1256e+000 +4.3687e+000 -2.4121e+000 -1.7359e+000 +1.8810e+000 -2.2333e+000 -4.8684e+000 +2.9571e+000 -4.3865e+000 -2.8072e+000 +7.7877e-001 -3.8170e+000 +3.0515e+000 -3.1459e+000 +1.3751e+000 -2.0760e+000
5 +2.387978193e+006 +2.387978193e+006 +2.386978193e+006 +2.386978193e+006 +4.8631e+000 +4.9502e+000 +4.2018e+000 -3.0900e+000 -1.4993e+000 -1.2991e+000 -1.3169e+000 -1.0395e+000 -8.5924e-001 +3.8415e-001 -2.3000e+000 +1.0473e+000 +1.4633e+000 +4.8865e+000 +1.4942e+000 -2.3674e+000 +2.3020e+000 -3.6726e+000 +2.4383e-001 +9.6980e-001
29 +1.236883004e+006 +1.236883004e+006 +1.235883004e+006 +1.235883004e+006 +4.0476e+000 -4.0738e+000 +2.0105e+000 -3.5121e+000 -1.5180e+000 +2.4824e+000 +3.9593e+000 -2.7456e+000 +2.0446e+000 +6.8239e-002 -3.8510e+000 +3.8689e+000 -3.7290e+000 +2.1040e+000 +1.7207e+000 +1.9997e-001 +1.6784e+000 -3.0059e+000 +1.0159e-001 +6.5115e-001
266 +7.875950668e+005 +7.875950668e+005 +7.865950668e+005 +7.865950668e+005 +3.0032e+000 -4.9009e+000 +2.4812e+000 -2.9903e+000 -1.6206e+000 +2.3525e+000 +4.8143e+000 -2.6387e+000 +2.2873e+000 +1.5365e-001 -2.6246e+000 +4.7160e+000 -3.3369e+000 +2.5464e+000 +5.4094e-001 +9.4680e-001 +8.8166e-001 -3.4645e+000 +7.6049e-002 +8.7656e-001
499 +5.192409966e+005 +5.192409966e+005 +5.182409966e+005 +5.182409966e+005 +9.0090e-001 -5.2539e+000 +2.0927e+000 -5.9757e+000 -1.6206e+000 +6.7721e-001 +4.8143e+000 -5.5242e+000 +2.2873e+000 -3.1445e-001 -6.0360e+000 +3.7528e+000 -1.5703e+000 +3.2915e+000 -1.5501e-001 +3.9748e+000 +8.8166e-001 -4.1015e+000 +4.2557e-001 +8.7656e-001
619 +3.477513706e+005 +3.477513706e+005 +3.467513706e+005 +3.467513706e+005 +6.0418e-001 -2.6693e+000 +2.1258e+000 -4.9838e+000 -4.9740e+000 -1.7440e+000 +5.3239e+000 -2.4369e+000 +5.5123e+000 -4.2402e+000 -3.3734e+000 +7.2429e-001 -1.7619e+000 +2.1689e+000 -7.1741e-001 +3.4939e+000 +1.4653e-001 -3.0455e+000 +1.3358e-001 +9.5199e-001
660 +2.302271651e+005 +2.302271651e+005 +2.292271651e+005 +2.292271651e+005 +1.2517e+000 +1.5070e+000 +3.8632e+000 -5.4729e+000 -5.0258e+000 -2.0855e-001 +6.3125e+000 -2.8787e+000 +5.2078e+000 -4.0826e+000 -2.2249e-001 -3.1809e-001 -1.4633e+000 +2.4054e+000 -9.9030e-001 +3.9679e+000 +9.9729e-001 -3.3312e+000 +1.3851e-001 +9.4690e-001
958 +1.584873967e+005 +1.584873967e+005 +1.574873967e+005 +1.574873967e+005 +1.0647e+000 +2.7144e+000 +4.9204e+000 -5.5075e+000 -4.8701e+000 +4.0138e-001 +6.0250e+000 -1.4456e+000 +4.7626e+000 -4.6881e+000 +6.1373e-001 -4.3927e+000 +1.7272e+000 +2.4481e+000 -1.0027e+000 +3.4472e+000 +4.7916e-001 -3.3022e+000 +3.3312e-001 +9.6519e-001
1134 +9.151421192e+004 +9.151421192e+004 +9.051421192e+004 +9.051421192e+004 -6.3488e-001 +3.8481e+000 +3.0417e+000 -3.3014e+000 -3.7393e+000 +1.7428e+000 +6.4903e+000 -1.7274e+000 +4.9584e+000 -1.4575e+000 -4.9740e-001 -2.1129e+000 -3.2196e-001 +1.4045e+000 -1.2038e+000 +2.9894e+000 +7.3625e-001 -3.2491e+000 +3.7668e-001 +8.5602e-001
1228 +5.663353232e+004 +5.663353232e+004 +5.563353232e+004 +5.563353232e+004 -5.3405e-001 -4.3063e-001 +4.4463e+000 -7.6463e+000 -1.6594e+000 +2.5531e+000 +6.0334e+000 -2.7377e+000 +3.6140e+000 -8.7086e-001 -1.4661e+000 -3.0312e+000 +2.0100e+000 +8.6356e-002 -9.2260e-001 +3.3170e+000 +8.6459e-001 -3.3443e+000 +4.1972e-001 +8.8175e-001
