% function evaluation | noise-free fitness - Fopt (6.870000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.261164107e+001 +1.261164107e+001 +1.948164107e+001 +1.948164107e+001 +1.1419e+000 +2.3056e+000 -7.7630e-001 +3.6808e+000 +4.4242e+000 -1.9268e-001 -4.3954e+000 -4.0340e-001 +2.0013e-001 +1.6623e-001 +4.5563e+000 -4.4786e-001 -4.1466e+000 +1.5941e+000 +4.4562e+000 -1.1553e+000 +1.8683e+000 -3.8027e+000 +4.1889e+000 +1.6227e-001
5 +7.448564130e+000 +7.448564130e+000 +1.431856413e+001 +1.431856413e+001 +1.8339e+000 -2.5407e+000 -3.3618e+000 +3.2565e+000 +1.2725e+000 +8.2333e-001 -2.3059e+000 +1.4181e+000 +3.3745e+000 +2.5207e+000 -1.9435e+000 -2.5416e+000 -3.7988e+000 -1.9538e+000 +3.7101e+000 -1.2136e+000 +1.9994e-001 -1.9885e+000 -3.6875e+000 +4.1743e+000
16 +6.309327917e+000 +6.309327917e+000 +1.317932792e+001 +1.317932792e+001 +1.0581e-001 -5.1447e-001 +7.9963e-001 -4.2202e-002 -4.7082e+000 -3.8543e+000 +2.4857e+000 +2.3300e+000 +6.8403e-001 +2.6843e+000 +2.5018e-001 +3.8176e+000 -2.1152e+000 -8.1910e-001 +2.7330e+000 -2.8924e-001 +2.1095e+000 -1.8782e+000 -3.5710e+000 -2.0916e+000
2286 +3.478351070e+000 +3.478351070e+000 +1.034835107e+001 +1.034835107e+001 +1.3570e+000 -4.7140e+000 -1.7949e+000 -2.0508e+000 -4.4736e+000 +9.4579e-001 -3.2520e+000 +1.7431e-001 +1.9872e+000 +1.8641e+000 -3.0967e+000 +3.0701e+000 +1.2167e+000 +4.7187e+000 -3.9178e+000 -7.6829e-001 -2.7567e+000 -2.0531e+000 +3.5739e+000 +7.0890e-001
15375 +2.390331418e+000 +2.390331418e+000 +9.260331418e+000 +9.260331418e+000 +3.2323e+000 +4.2699e+000 -7.4303e-002 -1.1604e+000 -5.6884e-001 +2.0109e-001 -2.4091e+000 -3.6420e+000 +4.0419e+000 +3.8113e+000 +2.7366e-001 +2.3465e+000 -9.6407e-001 +3.9203e+000 -2.7469e+000 +2.8253e+000 +3.6753e+000 -3.6948e+000 +3.1622e+000 +3.5677e+000
% function evaluation | noise-free fitness - Fopt (1.000000000000e-002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.490953727e+001 +1.490953727e+001 +1.491953727e+001 +1.491953727e+001 -3.5160e-001 +2.2294e+000 +1.3014e+000 -4.3568e+000 +2.4447e+000 -2.7732e+000 +4.1355e+000 +1.5990e-001 -8.8565e-001 -8.1851e-001 +5.2581e-001 +2.5857e+000 -3.0511e+000 +8.2600e-001 -1.2796e+000 +4.7938e+000 -3.6965e+000 +3.4685e+000 +2.1475e+000 +2.2018e+000
8 +6.639515597e+000 +6.639515597e+000 +6.649515597e+000 +6.649515597e+000 +1.8825e+000 -1.1071e+000 -2.4872e+000 -2.9014e+000 +2.6286e+000 -8.7359e-001 -2.7237e+000 -4.5775e+000 -7.8041e-001 -3.0213e+000 -3.0032e-001 +6.8715e-001 +4.4975e+000 -4.8505e+000 +1.0926e+000 -2.4498e+000 -3.7696e+000 -1.2027e-002 -3.1100e+000 +9.8076e-001
223 +6.300907124e+000 +6.300907124e+000 +6.310907124e+000 +6.310907124e+000 +4.9699e+000 -1.1604e-002 -4.1750e+000 -2.0780e+000 -3.2241e+000 -5.8314e-001 -4.4285e+000 -5.1583e+000 +2.8952e+000 -2.3100e+000 -5.0433e-001 -1.3417e+000 +3.3223e+000 -1.2731e+000 +3.3020e-001 +3.9882e+000 -2.3813e+000 -2.5513e+000 -4.2941e+000 -9.7860e-001
5934 +3.326569430e+000 +3.326569430e+000 +3.336569430e+000 +3.336569430e+000 -1.0043e-001 +2.1421e+000 -1.1016e+000 +9.1875e-002 -1.8104e+000 -2.6324e+000 -6.6354e-001 +9.1284e-001 +1.6516e+000 -1.7644e+000 -1.3751e+000 +1.4092e+000 -4.1595e-001 -1.7423e+000 -1.4765e+000 -2.4258e+000 -2.9858e+000 +4.8179e-001 -1.0255e+000 -8.9361e-001
