% function evaluation | noise-free fitness - Fopt (2.997000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.288569424e+003 +4.288569424e+003 +4.318539424e+003 +4.318539424e+003 -4.5245e+000 +4.7189e+000 +4.3544e+000 -4.9818e+000 -1.9575e+000 -2.1744e+000 -4.1509e+000 +1.5357e+000 -2.5959e-001 -2.9579e+000 +5.9301e-001 +3.2067e+000 -3.8355e-001 -3.1347e+000 -4.3967e+000 -1.4948e+000 -4.4208e-001 +1.7014e+000 +4.7747e+000 +1.0952e-001
4 +3.290414613e+003 +3.290414613e+003 +3.320384613e+003 +3.320384613e+003 -2.2486e-001 -3.5538e+000 +4.7515e+000 -3.4664e-001 -2.7157e+000 -2.9092e+000 -1.8307e+000 -4.0965e+000 -1.3739e+000 -3.1650e+000 +1.9799e+000 -4.9185e+000 +4.3145e-001 -3.0449e+000 -4.7624e+000 +4.2406e+000 -2.8950e+000 +3.7906e+000 -2.2231e+000 +2.5380e+000
15 +2.032042271e+003 +2.032042271e+003 +2.062012271e+003 +2.062012271e+003 +8.7659e-001 +9.3923e-001 -1.7285e+000 -1.0157e+000 +5.2108e-001 -2.1576e-001 -4.4003e-001 -2.4808e-001 -2.1036e+000 -2.5937e+000 -8.0139e-001 -4.9927e+000 -9.8891e-001 +4.7359e+000 -4.9894e+000 +4.5904e+000 -4.6202e+000 -3.8630e+000 +2.9264e+000 -9.5909e-001
242 +1.304299652e+003 +1.304299652e+003 +1.334269652e+003 +1.334269652e+003 +4.2275e+000 -2.9825e+000 -4.8651e+000 -1.0224e+000 +5.2247e-001 +2.1816e+000 -4.5517e+000 -2.0763e+000 -3.8947e+000 -2.6211e+000 -6.8441e-001 -1.4380e+000 +2.2616e+000 +2.4842e+000 -3.3672e+000 +1.8652e+000 -2.9523e+000 +2.6009e+000 +1.7184e+000 -4.9167e+000
814 +9.827333484e+002 +9.827333484e+002 +1.012703348e+003 +1.012703348e+003 +1.7286e+000 +5.3901e-001 -3.2375e+000 -2.0914e+000 +1.9820e+000 +2.9549e+000 -5.5569e+000 -2.6624e+000 -1.1238e+000 -1.9292e+000 +9.1834e-001 -4.7122e+000 +1.8609e-001 +2.1947e+000 -2.7613e+000 +1.4232e+000 -1.6043e+000 -9.4583e-001 +2.6666e+000 -2.6362e+000
1420 +5.926081121e+002 +5.926081121e+002 +6.225781121e+002 +6.225781121e+002 +1.7046e+000 -7.6406e-001 -3.8983e+000 -2.3369e+000 +3.0201e+000 +1.3220e+000 -3.7133e+000 -3.2818e+000 +5.1456e-001 -2.4311e+000 +1.4690e+000 -1.7996e+000 +3.4427e+000 +1.0534e+000 -2.0483e+000 +2.9692e+000 -2.5348e+000 +2.9083e-001 +3.0088e+000 -3.4908e+000
1994 +3.746951017e+002 +3.746951017e+002 +4.046651017e+002 +4.046651017e+002 +1.9271e+000 -1.1790e+000 -2.9403e+000 -2.2360e+000 +3.1455e+000 +2.9829e+000 -4.5309e+000 -3.4426e+000 +9.6018e-001 -1.2810e+000 +5.7896e-001 -6.6891e-001 +4.0815e+000 +1.8098e+000 -1.8086e+000 +3.0997e+000 -2.7225e+000 -4.1017e-001 +1.3231e+000 -3.7669e+000
2670 +2.383036581e+002 +2.383036581e+002 +2.682736581e+002 +2.682736581e+002 +1.1407e+000 -1.1222e+000 -3.5854e+000 -2.4764e+000 +2.8977e+000 +3.6885e+000 -4.2625e+000 -3.3660e+000 +8.8416e-001 -2.0250e+000 +1.3766e+000 -1.9890e+000 +4.0815e+000 +2.1972e+000 -1.7958e+000 +3.4633e+000 -2.3371e+000 -1.2374e+000 +1.6228e+000 -3.2594e+000
3474 +1.567025097e+002 +1.567025097e+002 +1.866725097e+002 +1.866725097e+002 +1.2534e+000 -1.7320e+000 -3.8018e+000 -2.2342e+000 +3.0618e+000 +3.1778e+000 -4.1969e+000 -3.2498e+000 +6.3624e-001 -2.5324e+000 +1.2949e+000 -1.6409e+000 +4.0241e+000 +2.2910e+000 -1.6844e+000 +2.9557e+000 -2.5767e+000 -5.2591e-001 +1.4518e+000 -3.4325e+000
4124 +9.044046374e+001 +9.044046374e+001 +1.204104637e+002 +1.204104637e+002 +1.1261e+000 -1.8235e+000 -3.2565e+000 -2.1151e+000 +3.0978e+000 +3.1602e+000 -4.2415e+000 -3.2646e+000 +6.2198e-001 -1.6998e+000 +1.0577e+000 -1.3673e+000 +4.0262e+000 +2.1619e+000 -1.5199e+000 +2.9850e+000 -2.9776e+000 -4.6895e-001 +1.5822e+000 -3.6298e+000
