% function evaluation | noise-free fitness - Fopt (7.948000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.114031743e+003 +2.114031743e+003 +2.193511743e+003 +2.193511743e+003 +7.4232e+000 +1.4390e+001 +1.1050e+001 +7.2300e+000 +1.4206e+001 +6.6474e+000 +5.4989e+000 +7.8661e+000 +1.1857e+001 +1.0555e+001 +1.3853e+001 +1.1355e+001 +5.7779e+000 +9.2697e+000 +7.2710e+000 +5.9014e+000 +1.1551e+001 +5.8553e+000 +1.0460e+001 +7.8134e+000
195 +1.475891157e+003 +1.475891157e+003 +1.555371157e+003 +1.555371157e+003 +7.6477e+000 +4.1797e+000 +8.3290e+000 +8.6288e+000 +6.1224e+000 +1.0833e+001 +3.2182e+000 +1.4888e+001 +9.7789e+000 +1.5776e+000 +1.0684e+001 +8.0758e+000 +5.3963e+000 +9.0635e+000 +9.6347e+000 +5.0843e+000 +4.0739e+000 +5.6946e+000 +1.0942e+001 +1.2518e+001
416 +9.688200337e+002 +9.688200337e+002 +1.048300034e+003 +1.048300034e+003 +8.1567e+000 -1.6792e+000 +9.6148e+000 +7.3319e+000 +5.5151e+000 +8.5056e+000 +6.1510e+000 +5.8956e+000 +8.3025e-001 +1.0387e+000 +6.8831e-001 +1.0034e+001 +9.7624e-001 +7.5834e+000 +1.0930e+000 +1.0116e+001 +4.8856e+000 +8.2627e+000 +5.7141e+000 +1.3812e+001
760 +5.971149841e+002 +5.971149841e+002 +6.765949841e+002 +6.765949841e+002 +8.0718e+000 +3.1614e+000 +4.1607e+000 +6.8244e+000 +1.0149e+001 +2.9288e+000 +5.1828e+000 +6.5764e+000 +5.3652e+000 -2.8674e-002 -4.7956e+000 +8.1561e+000 +7.6038e-001 +8.0377e+000 -1.9287e+000 +4.1973e+000 +1.5131e+000 -4.9671e+000 -1.3868e+000 +5.2920e+000
975 +3.459103382e+002 +3.459103382e+002 +4.253903382e+002 +4.253903382e+002 +4.4782e+000 +3.7417e+000 +2.0115e+000 +4.3336e+000 -4.8266e+000 +8.6732e-001 +8.7990e+000 -1.4812e+000 +4.3953e+000 +1.6288e+000 +3.0572e-001 +1.1412e+001 -4.2725e-001 -3.1301e+000 +3.8588e+000 +3.0175e+000 +7.1930e-003 -7.4092e+000 +5.3949e+000 +4.0266e+000
1311 +2.199538892e+002 +2.199538892e+002 +2.994338892e+002 +2.994338892e+002 -6.2816e-001 -6.9967e-001 +7.7285e-001 +3.3929e+000 +3.9004e+000 -3.6717e+000 +5.1970e+000 -3.3153e-002 -2.8205e+000 -1.8638e+000 -4.5891e+000 +9.2401e+000 +4.0132e+000 +4.0052e+000 +5.1859e+000 +7.8816e+000 -6.3981e-001 -7.5543e+000 +4.5369e+000 +1.5015e+000
1879 +1.145987260e+002 +1.145987260e+002 +1.940787260e+002 +1.940787260e+002 +1.2620e+000 +8.5913e-002 +2.3981e+000 -3.5198e+000 -3.3136e+000 +3.8091e+000 +9.4365e-001 +2.9977e+000 -1.8610e+000 -4.2633e+000 -2.3594e+000 +3.5438e+000 -1.0538e+000 +2.0647e+000 -2.8155e-001 +1.2963e+000 +1.7137e+000 -1.4995e+000 -5.1419e-001 +5.9421e-001
2131 +9.968788745e+001 +9.968788745e+001 +1.791678874e+002 +1.791678874e+002 -1.4900e+000 -2.4710e+000 +2.5532e+000 +1.0711e+000 -1.4774e+000 +8.3643e-001 +4.4239e+000 -3.2553e+000 -2.1251e+000 -1.4864e+000 -3.3430e+000 +1.2347e+000 +2.1772e+000 +2.8830e+000 +4.9632e+000 +5.9460e+000 +2.2477e+000 -7.9523e+000 +2.4527e+000 -5.0788e-001
2348 +5.641660749e+001 +5.641660749e+001 +1.358966075e+002 +1.358966075e+002 +1.2325e+000 +2.0334e+000 -6.8966e-001 +2.8302e+000 -2.3519e+000 +2.6846e-001 +2.1170e+000 +5.7703e-001 -3.6672e-001 -2.6317e+000 -6.0117e+000 -1.6041e-001 +3.4324e+000 -1.0680e+000 +5.8020e+000 +2.0562e+000 +1.4297e+000 -6.9838e+000 +1.8854e+000 -6.7153e-001
2763 +3.919850421e+001 +3.919850421e+001 +1.186785042e+002 +1.186785042e+002 +3.9701e-001 -5.0000e-001 -9.4720e-001 +3.6199e-001 -2.6623e+000 +8.7874e-001 -1.7624e+000 -2.5883e+000 +1.6844e+000 -3.9034e+000 -3.4869e+000 +1.0712e+000 +9.7748e-001 +4.2062e-001 +3.6028e+000 +2.3814e+000 +4.9162e-002 -3.1709e+000 +5.3595e+000 +3.1159e+000
