% function evaluation | noise-free fitness - Fopt (2.997000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.128055589e+003 +3.128055589e+003 +3.158025589e+003 +3.158025589e+003 -2.2182e+000 +1.6015e+000 -1.9991e+000 -4.4700e+000 +2.0405e+000 +4.8083e+000 -4.9939e-001 -3.3577e+000 -3.5615e+000 -8.6395e-001 -3.2166e+000 -1.0502e+000 -4.4836e+000 -7.2598e-001 -2.5577e+000 -3.3329e+000 +4.2385e+000 +3.8535e+000 -9.7935e-001 +4.2460e+000
11 +2.422754753e+003 +2.422754753e+003 +2.452724753e+003 +2.452724753e+003 -1.4114e+000 +2.5423e+000 -4.8569e+000 -2.9805e+000 -9.4872e-001 -2.6544e+000 +3.1567e-001 -2.6248e+000 +3.5752e-001 +8.5459e-001 -3.5547e+000 -2.0034e+000 +1.8845e+000 +7.3475e-001 -2.7281e+000 +3.3732e+000 -8.0335e-001 +4.9167e+000 -7.8294e-001 -4.9946e+000
267 +1.520359738e+003 +1.520359738e+003 +1.550329738e+003 +1.550329738e+003 +1.6536e+000 -2.3229e+000 -5.3143e+000 -4.3067e+000 +4.1221e+000 +1.7232e+000 -2.5588e+000 -1.4763e+000 +7.4111e-001 +9.4691e-001 +4.0278e+000 -3.0707e-001 +2.1976e+000 +1.1488e+000 -1.4926e+000 +3.6576e+000 -2.0886e+000 -4.9365e+000 +4.3006e+000 -4.3172e+000
1549 +9.784402089e+002 +9.784402089e+002 +1.008410209e+003 +1.008410209e+003 +3.2122e+000 +2.1866e-001 -1.9257e+000 -6.2825e-001 +4.2637e+000 +2.4491e+000 -4.4659e+000 -4.8211e+000 +1.0428e+000 -7.4476e-001 +2.0101e-001 -1.4274e+000 +3.9043e+000 +1.0206e+000 -5.3704e-001 +3.4865e+000 -2.3906e+000 +1.1568e+000 +1.2185e-001 -2.9140e+000
2934 +6.236090928e+002 +6.236090928e+002 +6.535790928e+002 +6.535790928e+002 +9.0937e-002 +5.0366e-001 -3.9134e+000 -2.8142e-001 +2.6055e+000 +2.3162e+000 -3.9182e+000 -2.4685e+000 +1.9517e-001 -4.6500e-001 +1.4627e+000 -2.3531e+000 +1.9063e+000 +1.2189e+000 -1.2393e+000 +1.4005e+000 -2.0740e+000 -1.4897e+000 +3.7314e-001 -2.7734e+000
% function evaluation | noise-free fitness - Fopt (-5.171000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.838049992e+003 +2.838049992e+003 +2.786339992e+003 +2.786339992e+003 -2.4324e+000 -5.7269e-001 -3.7096e+000 -3.3867e+000 -8.3524e-002 +4.3102e+000 +1.2772e-002 +3.8730e+000 -4.2714e+000 -2.3575e+000 +4.4135e+000 +4.6537e-001 +2.6520e+000 -2.6011e+000 +2.2471e+000 -4.8125e+000 +8.7017e-001 -3.1223e+000 +8.8408e-002 +3.6263e+000
177 +2.481580790e+003 +2.481580790e+003 +2.429870790e+003 +2.429870790e+003 +2.8098e+000 -5.7741e+000 -1.4371e+000 -6.5077e+000 +3.3598e+000 -2.7846e+000 -1.9312e+000 +2.4502e-002 +4.0241e+000 +1.3336e+000 +3.5740e+000 +1.9212e-001 -4.2981e-001 -3.9940e+000 -2.3070e+000 -3.0463e+000 -2.0953e+000 +2.3327e+000 +1.5352e-001 -1.1485e+000
859 +1.290944644e+003 +1.290944644e+003 +1.239234644e+003 +1.239234644e+003 +2.1499e+000 +5.3082e+000 -6.0631e+000 -4.9619e+000 +1.6290e+000 +6.5395e-001 -5.0300e+000 +1.7265e+000 -1.9127e+000 +4.4888e-001 +1.9725e+000 +3.6664e+000 +1.7071e+000 +5.9423e-001 -3.8591e+000 +5.0988e+000 -4.7443e+000 +1.7797e+000 +3.9572e+000 +2.9246e+000
1931 +9.168443688e+002 +9.168443688e+002 +8.651343688e+002 +8.651343688e+002 +1.9653e+000 +4.1267e+000 -3.1101e+000 -6.6021e+000 +2.7099e+000 +2.2511e+000 -5.3519e+000 +3.6298e+000 -2.2015e+000 +1.0490e+000 +3.3070e+000 +2.5569e+000 +5.9724e+000 -1.2158e-001 -4.2974e+000 +2.0013e+000 -2.3263e+000 +2.5117e+000 +2.6922e+000 +3.5653e+000
