% function evaluation | noise-free fitness - Fopt (9.294000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.336216720e+004 +3.336216720e+004 +3.345510720e+004 +3.345510720e+004 +1.4403e+001 +9.0636e+000 +7.3724e+000 +1.0692e+001 +1.0014e+001 +1.2300e+001 +1.1235e+001 +1.4534e+001 +7.1685e+000 +6.9036e+000 +8.1700e+000 +7.8654e+000 +1.2962e+001 +8.4291e+000 +7.9597e+000 +1.4995e+001 +1.2941e+001 +1.3759e+001 +1.0197e+001 +1.2098e+001
3 +2.402335198e+004 +2.402335198e+004 +2.411629198e+004 +2.411629198e+004 +8.0698e+000 +1.3508e+001 +1.2329e+001 +6.4960e+000 +5.7671e+000 +1.3404e+001 +8.9438e+000 +7.6975e+000 +1.2187e+001 +8.3708e+000 +5.9226e+000 +8.6221e+000 +7.3724e+000 +6.0781e+000 +5.8938e+000 +8.0010e+000 +5.1111e+000 +1.3093e+001 +6.5067e+000 +1.0574e+001
267 +1.534575603e+004 +1.534575603e+004 +1.543869603e+004 +1.543869603e+004 +9.9153e+000 +1.7584e+000 +8.5161e+000 +1.1731e+001 +1.0924e+001 +1.0557e+001 +6.6868e+000 +1.2102e+001 +9.7108e+000 +4.4520e+000 +1.0133e+000 +6.2564e+000 +9.3869e+000 +9.2659e+000 +9.9716e+000 +8.9397e+000 +9.5983e+000 +2.9181e+000 +1.3775e+001 +1.3377e+001
542 +9.443764607e+003 +9.443764607e+003 +9.536704607e+003 +9.536704607e+003 +1.4766e+001 +5.7043e+000 +7.3047e+000 +8.0262e+000 +9.0243e+000 +4.7074e+000 +1.1371e+001 +7.5470e+000 +4.1717e+000 +3.0739e+000 -2.5041e+000 +3.5811e+000 +6.6168e+000 +4.5137e+000 +5.5708e+000 +8.5933e-001 +4.6587e+000 +7.8852e+000 +1.4935e+001 +3.6547e+000
821 +5.704880276e+003 +5.704880276e+003 +5.797820276e+003 +5.797820276e+003 -2.8090e+000 +4.1769e+000 +7.3469e+000 +1.2543e+001 +1.0457e+001 +1.1779e+001 +1.6190e+001 +6.5663e+000 +1.0588e+001 +8.4677e+000 +5.2487e+000 -5.9545e-001 +1.5474e+001 +4.9300e+000 -7.8814e+000 -2.5153e+000 -1.6628e+000 +3.7812e+000 +2.0775e+001 +7.9061e+000
859 +2.842808115e+003 +2.842808115e+003 +2.935748115e+003 +2.935748115e+003 +2.7090e+000 +1.1687e+000 +9.6047e-001 +9.8307e+000 +1.2486e+001 +9.1968e+000 +6.6536e+000 -6.6052e-001 +5.0552e+000 +6.9638e+000 +1.0042e+001 -5.8685e+000 +6.2215e+000 +1.0255e+001 -3.2197e+000 -1.3449e+000 -4.6978e+000 +4.8611e+000 +1.1863e+001 +1.6839e+001
1054 +2.070837534e+003 +2.070837534e+003 +2.163777534e+003 +2.163777534e+003 +3.9612e+000 +2.4041e+000 +2.3684e+000 +7.6029e+000 +1.2068e+001 +7.4199e+000 +6.0588e+000 -6.8539e-001 +5.3850e+000 +7.3409e+000 +8.7455e+000 -5.7707e+000 +6.9411e+000 +7.7541e+000 -2.0262e+000 -3.9703e+000 -4.3910e+000 +3.2311e+000 +1.3756e+001 +1.0406e+001
1349 +1.475336563e+003 +1.475336563e+003 +1.568276563e+003 +1.568276563e+003 +2.6459e+000 -1.5432e-001 +4.8965e+000 +4.4241e+000 +1.2377e+001 +6.9523e+000 +1.4340e+000 +3.2281e+000 +5.2597e+000 +6.9582e+000 +9.7372e+000 -1.0790e+001 +1.6938e+000 +6.9632e+000 -5.9849e+000 +1.9136e-001 -4.0842e+000 +4.0589e+000 +1.1081e+001 +9.8530e+000
1613 +9.323960688e+002 +9.323960688e+002 +1.025336069e+003 +1.025336069e+003 +7.0898e-002 -3.1531e+000 +4.4874e+000 +5.6987e+000 +1.2677e+001 +7.7297e+000 +3.5682e-001 -1.0433e+000 +6.0625e+000 +7.3613e+000 +8.8803e+000 -1.0679e+001 +1.0895e+000 +7.0748e+000 -4.0627e+000 -1.2741e+000 -8.4720e+000 +1.9499e+000 +1.0311e+001 +1.0911e+001
1888 +6.057939278e+002 +6.057939278e+002 +6.987339278e+002 +6.987339278e+002 -2.4906e-001 -4.7030e+000 +6.0689e+000 +5.0621e+000 +1.2382e+001 +8.0231e+000 -3.2368e-001 +1.6276e-001 +6.5822e+000 +7.8233e+000 +7.8395e+000 -8.6484e+000 +1.4658e+000 +6.1315e+000 -2.9528e+000 +4.1962e-001 -6.3934e+000 -3.6932e-001 +7.6208e+000 +7.2767e+000
