% function evaluation | noise-free fitness - Fopt (7.135000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +7.303014480e+001 +7.303014480e+001 +1.443801448e+002 +1.443801448e+002 +1.8979e+000 -2.8022e+000 +1.4647e+000 -2.6417e+000 -2.8580e+000 +2.5310e-001 -1.7020e+000 +4.7546e+000 +2.7385e+000 -1.6167e+000 +3.4002e+000 -1.1791e+000 -1.9191e+000 -2.6002e+000 +1.3731e+000 +6.0354e-001 +1.9204e+000 -5.0526e-001 +4.3661e+000 -1.5421e+000
4 +6.106365798e+001 +6.106365798e+001 +1.324136580e+002 +1.324136580e+002 +4.2183e+000 -3.0755e+000 +4.9020e+000 +2.4734e+000 -4.6093e-001 -3.5725e+000 +2.7967e+000 -3.8205e+000 +2.4489e+000 +4.0226e+000 -5.8795e-001 +9.1502e-002 -1.4396e+000 -2.2995e+000 -3.2150e+000 -4.3572e+000 -4.3536e+000 -3.0671e+000 +3.9285e+000 -3.6226e+000
6 +3.511124958e+001 +3.511124958e+001 +1.064612496e+002 +1.064612496e+002 +3.6953e+000 -1.8427e+000 +2.8202e+000 +1.9783e+000 +4.3816e+000 -4.2947e+000 +3.7699e+000 -4.4136e+000 -4.5750e+000 -1.2794e-001 -2.0461e+000 -4.1313e+000 +3.4225e+000 -1.0055e+000 -6.9878e-001 +3.2157e+000 -4.9971e+000 -1.1718e+000 +2.2960e-001 -1.4953e+000
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +6.089008244e+001 +6.089008244e+001 -2.943299176e+002 -2.943299176e+002 +2.5728e+000 -1.4686e+000 -1.6762e+000 -5.2578e-001 -2.1651e+000 -2.1795e+000 -4.6900e+000 -4.7107e+000 +2.8733e+000 -1.9504e-001 +9.1865e-001 +2.1384e-001 -2.2131e+000 -3.5227e+000 -3.9096e+000 -4.9745e-001 +4.3466e+000 +3.2008e+000 -2.5516e-001 +2.0681e+000
706 +3.860391269e+001 +3.860391269e+001 -3.166160873e+002 -3.166160873e+002 +4.7111e+000 +2.0746e+000 +4.8455e+000 -2.7624e+000 +5.4752e-002 -3.4927e+000 +1.9172e-001 +3.8384e+000 -8.4763e-001 -1.9645e+000 +6.0404e+000 +1.3756e+000 -2.0140e+000 +7.7559e-001 -4.0018e+000 +5.7275e-001 -2.0658e+000 -5.1263e-002 +1.9822e+000 +5.4645e+000
3118 +2.467146481e+001 +2.467146481e+001 -3.305485352e+002 -3.305485352e+002 +6.0654e+000 +5.9388e+000 +1.8689e+000 -2.5838e+000 -3.9167e+000 -3.1226e+000 -2.0042e+000 +4.7585e+000 -6.1858e-001 -2.1353e+000 +5.9192e+000 +1.2208e+000 +2.7651e+000 +4.7576e+000 -4.3895e+000 +2.0776e+000 -2.8050e+000 +4.6629e-002 +2.1719e+000 +5.7282e+000
10420 +1.583295208e+001 +1.583295208e+001 -3.393870479e+002 -3.393870479e+002 +6.1845e+000 +6.0454e+000 +1.8924e+000 -2.6827e+000 -3.9217e+000 -3.1696e+000 -2.0584e+000 +4.8381e+000 -6.2503e-001 -2.2737e+000 +5.9993e+000 +1.1831e+000 +2.7079e+000 +4.7136e+000 -4.6082e+000 +2.0961e+000 -2.8472e+000 +1.0104e-001 +2.2170e+000 +6.0411e+000
% function evaluation | noise-free fitness - Fopt (9.917000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.998550809e+001 +9.998550809e+001 +1.991555081e+002 +1.991555081e+002 -2.8860e+000 +4.1595e+000 +3.8428e+000 -3.7871e+000 +4.1343e+000 -4.0653e+000 -8.4156e-001 +3.1409e+000 -2.4213e+000 +3.5477e+000 +3.5749e+000 +6.8263e-001 +1.2859e-001 -4.5742e+000 +3.1335e+000 +1.4500e+000 +3.0387e+000 -2.3694e+000 -8.5850e-001 -6.9679e-001
7 +5.850510276e+001 +5.850510276e+001 +1.576751028e+002 +1.576751028e+002 +3.9975e-001 +9.2053e-001 +2.7361e-001 +2.3937e+000 +4.3435e+000 +2.6153e+000 +1.7267e-001 -9.8471e-001 -2.6351e+000 +1.5104e-001 -1.5278e+000 -4.7079e+000 -2.0019e+000 +9.5350e-001 +7.4181e-001 -1.7937e+000 -3.3280e+000 +2.3660e+000 +1.3567e+000 -1.1135e+000
74 +3.966309270e+001 +3.966309270e+001 +1.388330927e+002 +1.388330927e+002 -3.0708e+000 +1.9954e+000 +1.8082e+000 +5.5783e+000 +5.2243e+000 +2.8514e+000 +4.0116e+000 +1.6041e+000 -3.8819e+000 +1.0491e+000 -1.3000e+000 -4.6908e+000 +1.7368e+000 -4.7767e+000 -1.1259e-001 -4.5519e+000 +3.4864e+000 +3.3238e+000 -7.3594e-001 -4.6902e+000
3360 +1.954158007e+001 +1.954158007e+001 +1.187115801e+002 +1.187115801e+002 -2.9878e+000 +2.4581e+000 +2.2797e+000 +6.3564e+000 +5.4414e+000 +3.5467e+000 +4.1856e+000 +1.1808e+000 +6.1487e+000 +2.2499e+000 -5.2302e+000 -1.8861e+000 -2.5071e+000 -5.1669e+000 -3.3032e-001 -5.5920e+000 +3.7707e+000 -5.7013e+000 +8.0431e-001 +4.7247e+000
6403 +1.570644672e+001 +1.570644672e+001 +1.148764467e+002 +1.148764467e+002 -2.8795e+000 +2.3860e+000 +2.1761e+000 +6.2532e+000 +5.4319e+000 +3.5926e+000 +4.0565e+000 +1.0289e+000 +6.2863e+000 +2.1745e+000 -5.2540e+000 -1.9067e+000 -2.6054e+000 -5.1007e+000 -2.5346e-001 -5.5707e+000 +3.7239e+000 -5.7031e+000 +7.7622e-001 +4.7089e+000
8487 +9.781043553e+000 +9.781043553e+000 +1.089510436e+002 +1.089510436e+002 -2.7866e+000 +2.1829e+000 +2.2654e+000 +6.1388e+000 +5.3882e+000 +3.5794e+000 +3.7969e+000 +9.5397e-001 +6.3476e+000 +1.9997e+000 -5.2258e+000 -1.8275e+000 -2.8440e+000 -5.0919e+000 -2.4983e-001 -5.4932e+000 +3.6800e+000 -5.3151e+000 +8.9058e-001 +4.4477e+000
12107 +6.277540783e+000 +6.277540783e+000 +1.054475408e+002 +1.054475408e+002 -2.7939e+000 +2.0967e+000 +2.2938e+000 +6.1573e+000 +5.3940e+000 +3.5518e+000 +3.8624e+000 +9.9495e-001 +6.4209e+000 +2.0151e+000 -5.2100e+000 -1.9334e+000 -2.7200e+000 -5.0940e+000 -2.1823e-001 -5.4735e+000 +3.6595e+000 -5.3614e+000 +8.3375e-001 +4.3583e+000
