% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.653236103e+005 +1.653236103e+005 +1.653273803e+005 +1.653273803e+005 +8.3637e+000 +1.4109e+001 +8.7678e+000 +9.0839e+000 +1.3409e+001 +7.0888e+000 +6.2325e+000 +1.2419e+001 +6.1381e+000 +6.6951e+000 +8.0779e+000 +7.9662e+000 +1.3984e+001 +9.7530e+000 +5.7129e+000 +1.0565e+001 +1.0897e+001 +1.0711e+001 +8.4417e+000 +1.4151e+001
3 +1.578762449e+005 +1.578762449e+005 +1.578800149e+005 +1.578800149e+005 +1.1331e+001 +1.2231e+001 +1.4316e+001 +8.4313e+000 +1.4159e+001 +1.3074e+001 +1.3026e+001 +6.1826e+000 +5.7437e+000 +1.2618e+001 +6.7180e+000 +1.2220e+001 +1.2708e+001 +1.1476e+001 +9.5772e+000 +1.1098e+001 +8.5631e+000 +1.1336e+001 +1.0957e+001 +1.1763e+001
5 +8.076486382e+004 +8.076486382e+004 +8.076863382e+004 +8.076863382e+004 +9.0566e+000 +1.0391e+001 +1.4992e+001 +1.3422e+001 +1.1186e+001 +9.8967e+000 +7.2020e+000 +1.2044e+001 +8.9632e+000 +5.3417e+000 +1.0089e+001 +5.9018e+000 +1.1718e+001 +9.4546e+000 +6.4994e+000 +6.7994e+000 +1.0891e+001 +7.6873e+000 +9.3385e+000 +1.2890e+001
7 +4.468170206e+004 +4.468170206e+004 +4.468547206e+004 +4.468547206e+004 +1.3103e+001 +1.3989e+001 +5.2022e+000 +1.3012e+001 +6.7126e+000 +6.7997e+000 +7.7159e+000 +1.3819e+001 +8.4477e+000 +1.1937e+001 +6.1410e+000 +7.1560e+000 +1.1100e+001 +7.6176e+000 +7.0100e+000 +1.2816e+001 +8.1055e+000 +7.8131e+000 +9.4441e+000 +6.0359e+000
256 +2.956303046e+004 +2.956303046e+004 +2.956680046e+004 +2.956680046e+004 +8.8780e+000 +1.6849e+001 +1.2345e+001 +1.4654e+001 +7.0666e+000 +1.0350e+001 +1.2080e+001 +2.0919e+001 +7.6739e+000 +6.3796e+000 +1.0488e+001 +9.4043e+000 -6.3029e-001 +6.4703e+000 +3.4139e+000 +4.8848e+000 +8.8929e+000 +2.9591e+000 +8.6864e+000 +9.8839e+000
551 +2.300601259e+004 +2.300601259e+004 +2.300978259e+004 +2.300978259e+004 +1.1880e+001 +1.9407e+001 +1.1559e+001 +8.0111e+000 +4.4923e+000 +7.5903e+000 +1.2476e+001 +1.1268e+001 +9.3147e+000 +9.5378e+000 +9.0286e+000 +9.8358e+000 +1.1886e+000 +4.9817e+000 +6.3729e+000 +5.2431e+000 +8.7560e+000 +4.5485e+000 +8.4317e+000 +7.3459e+000
789 +1.496428979e+004 +1.496428979e+004 +1.496805979e+004 +1.496805979e+004 +1.3181e+001 +2.0186e+001 +7.4090e+000 +1.1001e+001 +1.1731e+001 +8.5528e+000 +1.2572e+001 +1.3465e+001 +5.9371e+000 +7.4477e+000 +8.3501e+000 +9.2017e+000 +7.5374e+000 +3.2298e+000 +5.6917e+000 +9.2310e+000 +3.8726e+000 +3.8444e+000 +6.1589e+000 -1.0973e-002
951 +9.626410560e+003 +9.626410560e+003 +9.630180560e+003 +9.630180560e+003 +1.1687e+001 +1.8532e+001 +8.3189e+000 +1.0425e+001 +8.4005e+000 +5.6006e+000 +1.1968e+001 +9.7009e+000 +4.6048e+000 +8.2853e+000 +9.9739e+000 +4.9307e+000 +1.6005e+000 +1.6450e+000 +5.8540e+000 +8.5688e+000 +5.2269e+000 +4.1703e-001 +6.0611e+000 +3.3896e+000
1194 +5.869771535e+003 +5.869771535e+003 +5.873541535e+003 +5.873541535e+003 +1.2860e+001 +1.7797e+001 +4.8908e+000 +5.4111e+000 +6.9683e+000 +8.3687e+000 +1.2180e+001 +1.0861e+001 +2.3248e+000 +8.7698e+000 +9.1830e+000 +5.2030e+000 -2.7508e+000 +9.3992e-001 +3.1386e+000 +5.8255e+000 +4.8023e+000 -9.0243e-003 +5.5266e+000 +3.2931e+000
1451 +3.842103994e+003 +3.842103994e+003 +3.845873994e+003 +3.845873994e+003 +1.0958e+001 +1.7253e+001 +2.7338e+000 +6.0218e+000 +8.2969e+000 +6.1979e+000 +1.1004e+001 +8.3545e+000 +1.0245e+000 +8.6795e+000 +9.1606e+000 +4.3160e+000 -4.9018e+000 +2.9907e-001 +1.0357e+000 +4.1242e+000 +2.9725e+000 -1.3544e+000 +3.7819e+000 +1.3776e+000
1870 +2.470297890e+003 +2.470297890e+003 +2.474067890e+003 +2.474067890e+003 +7.7370e+000 +1.5283e+001 +2.0839e+000 +5.8465e+000 +6.9451e+000 +5.3763e+000 +1.1374e+001 +6.8217e+000 +5.9688e-001 +8.0452e+000 +3.8853e+000 +4.0113e+000 -4.7486e+000 -9.4803e-001 -1.0842e+000 +3.9189e+000 +1.6878e+000 -1.3806e+000 +3.0504e+000 +1.0878e+000
2695 +1.570851080e+003 +1.570851080e+003 +1.574621080e+003 +1.574621080e+003 +8.1223e+000 +1.4862e+001 +9.6465e-001 +4.2812e+000 +5.1112e+000 +4.5370e+000 +1.1425e+001 +5.9090e+000 -1.8028e+000 +5.2958e+000 +3.2815e+000 +3.2672e+000 -5.0013e+000 -3.2617e+000 -3.1781e+000 +3.0897e+000 +1.8589e-001 -4.6343e-001 +2.4047e+000 +1.9240e+000
4426 +9.703267135e+002 +9.703267135e+002 +9.740967135e+002 +9.740967135e+002 +6.1336e+000 +1.4765e+001 +2.2296e-001 +4.4713e+000 -1.6747e+000 +5.1307e+000 +1.1351e+001 +4.8222e+000 -3.0908e+000 +2.2077e+000 +3.1728e+000 +3.5518e+000 -2.8403e+000 -3.5106e+000 -3.9564e+000 +2.6123e+000 -2.9672e-001 -1.2171e+000 +2.7464e+000 +2.0081e+000
% function evaluation | noise-free fitness - Fopt (3.770000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.429472315e+005 +1.429472315e+005 +1.429849315e+005 +1.429849315e+005 +1.1622e+001 +1.2909e+001 +5.5754e+000 +8.9032e+000 +8.6170e+000 +1.3218e+001 +9.0815e+000 +7.8082e+000 +1.3354e+001 +8.5412e+000 +6.3489e+000 +1.4027e+001 +1.3539e+001 +7.2562e+000 +1.3410e+001 +1.3459e+001 +1.4203e+001 +5.2167e+000 +8.2783e+000 +5.7788e+000
4 +8.104297982e+004 +8.104297982e+004 +8.108067982e+004 +8.108067982e+004 +1.1715e+001 +1.2040e+001 +8.5521e+000 +6.1626e+000 +5.0420e+000 +9.5795e+000 +9.5804e+000 +1.2390e+001 +9.4887e+000 +8.9903e+000 +5.9881e+000 +9.3538e+000 +9.6351e+000 +1.0485e+001 +5.4436e+000 +6.4256e+000 +6.9962e+000 +1.1049e+001 +8.8200e+000 +1.2121e+001
17 +4.165011021e+004 +4.165011021e+004 +4.168781021e+004 +4.168781021e+004 +1.2951e+001 +5.7161e+000 +9.1314e+000 +1.2943e+001 +1.1194e+001 +1.4132e+001 +1.2758e+001 +1.3507e+001 +5.8556e+000 +1.1148e+001 +5.5130e+000 +5.8726e+000 +1.3621e+001 +8.9356e+000 +1.3722e+001 +9.5636e+000 +5.5765e+000 +6.3243e+000 +9.2663e+000 +7.4772e+000
105 +3.681925915e+004 +3.681925915e+004 +3.685695915e+004 +3.685695915e+004 +1.1660e+001 +6.9326e+000 +1.0200e+001 +7.4033e+000 +1.3130e+001 +8.5598e+000 +1.4262e+001 +7.9732e+000 +1.2263e+001 +5.2370e+000 +8.2134e+000 +9.9837e+000 +1.0226e+001 +4.6693e+000 +1.2116e+001 +1.1535e+001 +8.0181e+000 +8.0111e+000 +1.1127e+001 +1.5779e+000
307 +1.648794259e+004 +1.648794259e+004 +1.652564259e+004 +1.652564259e+004 +5.4554e+000 +1.0566e+001 +1.3694e+001 +7.0145e+000 +9.6845e+000 +1.6349e+001 +1.0673e+001 +1.3393e+001 +1.4108e+001 +8.5824e+000 +7.6746e+000 +5.9862e+000 +9.4703e+000 +7.5651e+000 +2.2923e+000 +7.2924e+000 +5.3675e+000 +2.3918e+000 +4.7515e+000 +4.0001e+000
668 +1.379555017e+004 +1.379555017e+004 +1.383325017e+004 +1.383325017e+004 +4.4960e+000 +1.1928e+001 +1.1492e+001 +2.5653e+000 +1.2241e+001 +1.8876e+001 +9.0763e+000 +1.3477e+001 +1.1282e+001 +7.0331e+000 +6.3052e+000 +8.0086e+000 +7.6679e+000 +5.8527e+000 +5.9559e+000 +7.7825e+000 +3.2314e+000 +1.3448e+000 +3.9241e+000 +5.3884e+000
884 +9.859219851e+003 +9.859219851e+003 +9.896919851e+003 +9.896919851e+003 +6.4209e+000 +1.2156e+001 +1.5153e+001 +6.4029e+000 +8.9961e+000 +1.8164e+001 +6.5626e+000 +1.3106e+001 +1.1783e+001 +5.3281e+000 +7.4241e+000 +4.2811e+000 +6.0147e+000 +4.2838e+000 -2.4029e+000 +4.3244e+000 +3.0293e+000 -1.1979e+000 +3.1779e-002 +1.3676e+000
1142 +5.928430034e+003 +5.928430034e+003 +5.966130034e+003 +5.966130034e+003 +6.2867e-001 +9.6392e+000 +1.2072e+001 +6.4061e+000 +1.0573e+001 +1.8324e+001 +6.9520e+000 +7.5254e+000 +1.0937e+001 +6.4129e+000 +6.0287e+000 +2.6272e+000 +6.9586e+000 +1.2010e+000 +1.5678e+000 +3.3269e+000 +1.9839e+000 -5.9945e-001 +1.8040e+000 +1.5890e+000
1368 +3.730258828e+003 +3.730258828e+003 +3.767958828e+003 +3.767958828e+003 +2.6556e+000 +7.8989e+000 +1.1870e+001 +6.5564e+000 +1.0708e+001 +1.4267e+001 +6.2180e+000 +4.0124e+000 +5.8881e+000 +1.6061e+000 +5.3950e+000 +2.3742e+000 +7.7870e+000 +2.7182e-001 +8.9971e-001 +1.0478e+000 +1.7186e+000 -9.7282e-001 +4.7391e-001 +2.4854e+000
1576 +2.463786171e+003 +2.463786171e+003 +2.501486171e+003 +2.501486171e+003 -4.9791e+000 +1.2661e+001 +7.4407e+000 +3.5448e+000 +9.0080e+000 +1.1448e+001 +9.2831e+000 +2.8704e+000 +5.8594e+000 +1.1252e+000 +4.7594e+000 +1.1967e+000 +6.3420e+000 -1.2058e+000 +4.3231e-001 +2.5243e+000 +4.8544e-001 +3.4816e-001 -1.2197e+000 +1.1486e+000
1944 +1.516464602e+003 +1.516464602e+003 +1.554164602e+003 +1.554164602e+003 -3.7162e+000 +8.7805e+000 +9.4740e+000 +4.3644e+000 +5.4401e+000 +8.6611e+000 +6.1551e+000 -4.3656e-001 +5.5265e+000 -8.4244e-001 +3.5257e+000 -1.3474e+000 +5.6523e+000 -8.8566e-001 +1.8485e+000 +1.1017e+000 -7.8108e-001 +1.0481e+000 -6.8478e-001 +8.9975e-001
2269 +9.786979122e+002 +9.786979122e+002 +1.016397912e+003 +1.016397912e+003 -2.1176e+000 +7.3158e+000 +3.0514e+000 +4.2083e+000 +3.8953e+000 +8.0972e+000 +4.9809e+000 -5.2738e-001 +3.9122e+000 +1.0721e+000 +3.2649e+000 -1.0423e+000 +5.1675e+000 -4.9711e-001 +3.6907e+000 +7.6028e-001 -1.0651e+000 +4.8512e-001 -5.0154e-001 +1.1615e+000
2947 +6.176775834e+002 +6.176775834e+002 +6.553775834e+002 +6.553775834e+002 -1.6879e+000 +6.6890e+000 -2.5259e+000 +2.2780e+000 +4.1362e+000 +5.2542e+000 +1.5909e+000 -1.3603e+000 +4.7947e+000 +1.1862e+000 +2.9252e+000 -1.6997e+000 +5.0994e+000 +3.2241e-001 +2.6307e+000 +5.5964e-001 -2.0579e+000 +8.5927e-001 +1.6754e+000 +1.4263e+000
4977 +3.950640366e+002 +3.950640366e+002 +4.327640366e+002 +4.327640366e+002 -2.0225e+000 +7.0794e+000 -8.4648e-001 +1.7073e+000 +2.4269e+000 +3.9576e+000 +1.2702e+000 -1.5251e+000 +5.0373e+000 +1.0945e+000 +2.5685e+000 -1.3086e+000 +4.4455e+000 +2.2867e-001 +2.7682e+000 +1.0553e+000 -1.5406e+000 -8.6445e-001 +4.0157e+000 +1.5896e+000
% function evaluation | noise-free fitness - Fopt (6.956900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.728162317e+005 +3.728162317e+005 +3.735119217e+005 +3.735119217e+005 +5.1625e+000 +1.2018e+001 +5.8374e+000 +1.1666e+001 +6.2990e+000 +8.4775e+000 +1.2712e+001 +1.1537e+001 +1.4730e+001 +1.1433e+001 +5.0101e+000 +1.4816e+001 +5.9090e+000 +1.0909e+001 +1.3923e+001 +5.2682e+000 +8.2937e+000 +5.0244e+000 +7.3876e+000 +1.4974e+001
3 +8.077214447e+004 +8.077214447e+004 +8.146783447e+004 +8.146783447e+004 +1.4916e+001 +7.8120e+000 +6.2448e+000 +1.1981e+001 +5.8551e+000 +9.2118e+000 +1.2379e+001 +9.6037e+000 +1.0157e+001 +1.1209e+001 +8.6480e+000 +1.1710e+001 +8.4409e+000 +1.4497e+001 +9.9641e+000 +9.3503e+000 +5.9409e+000 +1.1003e+001 +6.9526e+000 +5.4554e+000
221 +4.505986867e+004 +4.505986867e+004 +4.575555867e+004 +4.575555867e+004 +4.4090e+000 +4.0246e+000 +8.1918e+000 +9.4637e+000 +1.0983e+001 +1.0059e+001 +1.3846e+001 +4.3663e+000 +1.1563e+001 +1.4194e+000 +9.1555e+000 +5.7381e+000 +8.7770e+000 +1.0905e+001 +9.6359e+000 +3.3690e+000 +1.2775e+001 +7.5072e+000 +5.2209e+000 +7.2243e+000
265 +3.580095935e+004 +3.580095935e+004 +3.649664935e+004 +3.649664935e+004 +1.3019e+001 +1.3527e+001 +1.2246e+001 +1.0840e+001 +5.4188e+000 +2.4413e+000 +6.8385e+000 +1.2418e+001 +9.0814e+000 +6.8133e+000 +1.1347e+001 +1.1055e+001 +1.3088e+001 +7.0871e+000 +8.7943e+000 +3.0814e+000 +8.8486e+000 +1.0538e+001 +2.6671e+000 +6.2369e+000
664 +2.289475392e+004 +2.289475392e+004 +2.359044392e+004 +2.359044392e+004 +1.2242e+001 +7.4152e+000 +1.1824e+001 +4.5703e+000 +6.8003e+000 +3.3659e+000 +8.1899e+000 +1.0527e+001 +3.9544e+000 +9.2732e+000 +9.0550e+000 +6.2721e+000 +1.3009e+001 +2.4628e+000 +7.7786e+000 +2.8012e+000 +4.4275e+000 +8.0490e+000 +9.8706e-001 +6.8239e+000
846 +1.572142088e+004 +1.572142088e+004 +1.641711088e+004 +1.641711088e+004 +1.3917e+001 +5.1290e+000 +1.3690e+001 +6.3124e+000 +8.1010e+000 +1.5913e+000 +8.5788e+000 +1.2169e+001 +3.3810e+000 +7.4196e+000 +6.5713e+000 +4.5545e+000 +1.1925e+001 +3.0990e+000 +8.4664e+000 +2.2105e+000 +2.8602e+000 +7.0770e+000 +1.1443e+000 +4.5963e+000
1069 +8.458674828e+003 +8.458674828e+003 +9.154364828e+003 +9.154364828e+003 +1.8079e+001 +6.9205e+000 +1.2789e+001 +6.3609e+000 +8.8044e+000 -3.0754e+000 +1.1085e+001 +1.0612e+001 +2.4606e+000 +5.2115e+000 +7.5995e+000 +5.8247e-001 +8.4764e+000 +4.4661e+000 +6.7739e+000 +2.2057e+000 +4.7259e+000 +6.0678e+000 -7.3347e-001 +3.2408e+000
1283 +6.307392188e+003 +6.307392188e+003 +7.003082188e+003 +7.003082188e+003 +1.8942e+001 +4.2325e+000 +1.2399e+001 +6.9330e+000 +8.3516e+000 -1.3105e+000 +8.5312e+000 +1.1423e+001 -1.3929e+000 +5.4176e+000 +7.7780e+000 +4.6558e-001 +8.4142e+000 +2.9717e+000 +6.3119e+000 +1.3290e+000 +2.9485e+000 +5.2425e+000 -1.0367e+000 +1.7005e+000
1622 +3.789963551e+003 +3.789963551e+003 +4.485653551e+003 +4.485653551e+003 +1.6470e+001 -1.4895e-001 +1.4585e+001 +5.5437e+000 +5.5939e+000 -3.6320e-001 +7.9970e+000 +1.0382e+001 -4.6769e+000 +4.4992e+000 +6.0281e+000 -3.6184e-001 +7.6823e+000 +1.6460e+000 +4.8456e+000 +2.7814e-001 +3.6834e+000 +4.4870e+000 -1.0956e+000 +7.2098e-001
2203 +2.501100851e+003 +2.501100851e+003 +3.196790851e+003 +3.196790851e+003 +1.4032e+001 -1.8557e+000 +1.4542e+001 +5.2152e+000 +4.4669e+000 -1.4869e+000 +6.4403e+000 +9.6722e+000 -6.4725e+000 +4.3643e+000 +3.4483e+000 -3.2561e-001 +6.3370e+000 +1.2931e+000 +2.1459e+000 -6.4579e-001 +4.1797e+000 +3.6249e+000 -8.3444e-001 +4.1648e-001
3204 +1.580219085e+003 +1.580219085e+003 +2.275909085e+003 +2.275909085e+003 +1.4655e+001 -3.1641e+000 +1.4359e+001 +3.9017e+000 +4.1412e+000 -1.7547e+000 +4.6991e+000 +1.6520e+000 -6.5079e+000 +3.4928e+000 +2.8100e+000 -3.1041e+000 +4.6438e+000 -1.2199e-001 +1.0809e+000 -1.1157e+000 +2.8554e+000 +3.3485e+000 -2.7785e+000 +3.8311e-002
% function evaluation | noise-free fitness - Fopt (-1.180300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.421678808e+005 +1.421678808e+005 +1.420498508e+005 +1.420498508e+005 +1.3386e+001 +1.4273e+001 +8.5119e+000 +9.7812e+000 +1.2258e+001 +8.2757e+000 +1.4057e+001 +1.1524e+001 +9.9901e+000 +7.5547e+000 +8.3902e+000 +9.5132e+000 +1.0071e+001 +5.2308e+000 +1.2002e+001 +1.4898e+001 +1.4178e+001 +1.1381e+001 +9.0880e+000 +8.6591e+000
7 +9.354476017e+004 +9.354476017e+004 +9.342673017e+004 +9.342673017e+004 +1.0678e+001 +1.2850e+001 +1.2117e+001 +9.4766e+000 +1.3216e+001 +1.1502e+001 +7.7956e+000 +1.3863e+001 +6.8300e+000 +6.9325e+000 +1.1913e+001 +1.2171e+001 +9.7786e+000 +1.0357e+001 +1.3339e+001 +7.3840e+000 +1.4343e+001 +1.0833e+001 +1.1548e+001 +5.7551e+000
9 +6.144904188e+004 +6.144904188e+004 +6.133101188e+004 +6.133101188e+004 +1.2673e+001 +1.2676e+001 +6.3083e+000 +1.4209e+001 +8.8796e+000 +1.1351e+001 +1.0307e+001 +1.3579e+001 +5.2509e+000 +7.8806e+000 +8.8935e+000 +1.2148e+001 +1.0912e+001 +5.8418e+000 +1.3327e+001 +8.8082e+000 +1.0487e+001 +7.9934e+000 +6.8940e+000 +6.4875e+000
253 +2.330509044e+004 +2.330509044e+004 +2.318706044e+004 +2.318706044e+004 +6.3333e+000 +1.0337e+001 +2.4586e+000 +1.1066e+001 +9.2318e+000 +9.5388e+000 +4.4086e+000 +6.5335e+000 -2.1108e-002 +1.6837e+000 +9.4376e+000 +8.7481e+000 +6.3090e+000 +6.4843e+000 +1.1180e+001 +3.0693e+000 +1.0245e+001 -1.6104e+000 +8.8842e+000 +2.8926e+000
715 +1.561262767e+004 +1.561262767e+004 +1.549459767e+004 +1.549459767e+004 +4.3724e+000 +1.2200e+001 +6.0959e+000 +6.8741e+000 +1.0057e+001 +1.0720e+001 -5.0406e+000 +5.1280e+000 -1.6308e+000 -3.3893e+000 +3.3149e+000 +8.6146e+000 +7.0776e+000 +7.7054e+000 +8.6979e+000 +4.4302e+000 +1.0154e+001 -9.0480e-001 +9.4310e+000 +1.1592e+000
851 +9.277985680e+003 +9.277985680e+003 +9.159955680e+003 +9.159955680e+003 +4.3606e+000 +1.0386e+001 +3.4915e+000 +7.1225e+000 +8.7798e+000 +8.1626e+000 +9.6093e-001 +5.7045e+000 -5.0144e+000 -4.0696e+000 +5.8287e+000 +7.1158e+000 +6.6434e+000 +3.8956e+000 +8.7100e+000 +1.1321e+000 +9.7312e+000 -8.3694e+000 +7.3063e+000 +4.0937e-001
1076 +6.223652178e+003 +6.223652178e+003 +6.105622178e+003 +6.105622178e+003 +4.5787e+000 +9.9008e+000 +3.4572e+000 +5.3393e+000 +1.0065e+001 +7.8657e+000 +1.7246e+000 +6.4468e+000 -6.1300e+000 -3.5229e+000 +3.1638e+000 +6.0438e+000 +5.7826e+000 +2.2822e+000 +6.5542e+000 -1.7365e+000 +8.2904e+000 -8.8417e+000 +7.2080e+000 -4.8585e-001
1263 +3.858430083e+003 +3.858430083e+003 +3.740400083e+003 +3.740400083e+003 +1.1254e+001 +1.0472e+001 +3.7976e+000 +6.2291e+000 +6.7956e+000 +7.2374e+000 +1.3739e-001 +5.4623e+000 -6.4577e+000 +1.6019e+000 +1.4590e+000 +2.8774e+000 +4.7947e+000 +7.4932e-001 +6.2445e+000 -3.2261e+000 +5.8427e+000 -7.5688e+000 +6.9636e+000 -1.4937e+000
1470 +2.088906233e+003 +2.088906233e+003 +1.970876233e+003 +1.970876233e+003 +3.0341e+000 +9.5232e+000 +2.9500e+000 -5.0207e-001 +4.1148e+000 +7.5675e+000 -7.1164e-002 +4.0317e+000 -4.0809e+000 +1.1738e-001 -2.5458e+000 +4.1330e+000 +5.5580e+000 -8.0669e-001 +3.6015e+000 -7.2984e+000 +6.6809e+000 -2.1681e-002 +6.5915e+000 -2.7524e+000
1712 +1.550352213e+003 +1.550352213e+003 +1.432322213e+003 +1.432322213e+003 +7.2429e+000 +9.8863e+000 +5.7942e+000 -3.5441e-001 -3.1019e-001 +7.1046e+000 -2.3647e-001 +3.7112e+000 -6.8463e+000 -1.7422e-001 -5.4884e-001 +1.9591e+000 +6.4930e+000 +1.1352e+000 +2.4812e+000 -3.2320e+000 +6.4129e+000 +1.7635e+000 +5.8121e+000 -3.0286e+000
2098 +9.933038068e+002 +9.933038068e+002 +8.752738068e+002 +8.752738068e+002 +4.0708e+000 +1.1075e+001 +3.0791e+000 -4.4797e+000 -1.5202e+000 +6.7154e+000 -8.3352e-001 +4.5485e+000 -2.1528e+000 -1.5693e-001 -2.0774e+000 +9.0767e-001 +5.8809e+000 -1.8534e+000 +9.6103e-001 -3.6892e+000 +5.1225e+000 +1.2611e+000 +5.7155e+000 -3.4720e+000
2877 +6.275963681e+002 +6.275963681e+002 +5.095663681e+002 +5.095663681e+002 +9.4796e-001 +1.0431e+001 +1.7992e-001 -3.3753e+000 -2.4005e+000 +5.0677e+000 -3.4505e-001 +3.4462e+000 -2.8731e+000 +1.2524e+000 -1.8726e+000 -4.8907e-001 +4.6747e+000 -1.8536e+000 +8.8133e-001 -6.6469e-001 +5.0487e+000 +1.1167e+000 +4.6126e+000 -4.0063e+000
3408 +3.948140322e+002 +3.948140322e+002 +2.767840322e+002 +2.767840322e+002 -1.8810e-001 +1.0349e+001 +5.5273e-001 -1.7496e+000 -2.3993e+000 +3.0937e+000 -6.3323e-001 +2.4922e+000 -2.9983e+000 +4.6310e-001 -1.5787e+000 -3.1085e-001 +4.4241e+000 -2.3285e+000 +4.1720e-001 +7.2213e-002 +5.1258e+000 +1.2072e+000 +4.0561e+000 -3.6941e+000
4998 +2.403127808e+002 +2.403127808e+002 +1.222827808e+002 +1.222827808e+002 -9.0984e-002 +1.0360e+001 +5.1260e-001 -2.3018e+000 -2.1126e+000 +6.7298e-001 -6.2835e-001 +1.2391e+000 -2.7921e+000 +3.6724e-001 -2.2572e+000 -5.2478e-001 +3.7655e+000 -2.3355e+000 +6.0566e-001 -4.3053e-003 +5.0523e+000 +1.1909e+000 +3.9786e+000 -3.6455e+000
% function evaluation | noise-free fitness - Fopt (4.816000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.773763694e+005 +3.773763694e+005 +3.774245294e+005 +3.774245294e+005 +1.2895e+001 +5.7715e+000 +1.3560e+001 +1.3493e+001 +1.3255e+001 +1.4416e+001 +7.0232e+000 +8.4425e+000 +5.5809e+000 +7.9827e+000 +1.4314e+001 +6.4028e+000 +1.0355e+001 +5.1071e+000 +6.8125e+000 +5.9253e+000 +1.4801e+001 +1.2804e+001 +1.3052e+001 +1.4009e+001
3 +1.020664836e+005 +1.020664836e+005 +1.021146436e+005 +1.021146436e+005 +7.6758e+000 +1.3189e+001 +1.0883e+001 +1.3137e+001 +7.8789e+000 +1.2752e+001 +1.1312e+001 +1.0442e+001 +9.2562e+000 +1.1310e+001 +6.1575e+000 +1.2937e+001 +5.1027e+000 +1.3431e+001 +1.4996e+001 +5.0536e+000 +5.7775e+000 +7.3430e+000 +8.8709e+000 +1.0010e+001
8 +9.976987422e+004 +9.976987422e+004 +9.981803422e+004 +9.981803422e+004 +9.6132e+000 +1.3199e+001 +7.8384e+000 +1.4612e+001 +1.0363e+001 +6.5908e+000 +9.2907e+000 +9.2020e+000 +1.0120e+001 +9.5715e+000 +1.1166e+001 +5.6665e+000 +1.2455e+001 +1.4478e+001 +6.7366e+000 +1.2006e+001 +1.0137e+001 +1.3375e+001 +1.1397e+001 +5.5121e+000
18 +5.241769521e+004 +5.241769521e+004 +5.246585521e+004 +5.246585521e+004 +1.4830e+001 +5.1008e+000 +1.1598e+001 +1.4753e+001 +1.1283e+001 +7.5768e+000 +8.4818e+000 +1.4754e+001 +1.4231e+001 +1.1589e+001 +1.0866e+001 +1.2763e+001 +1.3262e+001 +1.2196e+001 +9.3813e+000 +6.7291e+000 +5.9377e+000 +5.5555e+000 +6.0447e+000 +5.4840e+000
90 +3.240873637e+004 +3.240873637e+004 +3.245689637e+004 +3.245689637e+004 +7.2718e+000 +2.6096e+000 +3.7902e+000 +5.9355e+000 +1.1400e+001 +6.7855e+000 +9.5445e+000 +1.3016e+001 +1.2608e+001 +5.5184e+000 +9.5919e+000 +6.7598e+000 +1.1250e+001 +1.3562e+001 +7.1062e+000 +6.8828e+000 +1.0350e+001 +5.6531e+000 +5.1226e+000 +6.9373e+000
320 +2.109897714e+004 +2.109897714e+004 +2.114713714e+004 +2.114713714e+004 +6.6623e+000 +7.8843e+000 +1.5587e+001 +1.3321e+001 +2.9334e+000 +1.3869e+001 +9.4015e+000 +9.5703e+000 +1.0146e+001 +7.1223e+000 +9.0219e+000 +8.0181e+000 +7.8456e+000 +1.2252e+001 +2.8866e+000 +5.5609e+000 +6.1614e+000 +3.7251e+000 +6.7929e-001 +8.0501e+000
664 +1.546816870e+004 +1.546816870e+004 +1.551632870e+004 +1.551632870e+004 +1.1109e+001 +1.0933e+001 +1.8163e+001 +8.8888e+000 +6.0117e+000 +1.4921e+001 +1.2154e+001 +7.7340e+000 +7.6303e+000 +7.8717e+000 +1.0236e+001 +5.1385e+000 +1.0419e+001 +1.0888e+000 +5.1484e+000 +5.3970e+000 +8.7014e+000 +5.5321e+000 -7.7861e-001 +4.5093e+000
953 +9.752669874e+003 +9.752669874e+003 +9.800829874e+003 +9.800829874e+003 +1.0569e+001 +4.8642e+000 +1.8589e+001 +1.3282e+001 +3.5399e+000 +1.2852e+001 +7.9437e+000 +9.3818e-001 +1.0159e+001 +7.5687e+000 +9.7327e+000 +6.7635e+000 +1.0940e+001 +8.3414e+000 +2.8822e+000 +2.7542e+000 +6.3490e+000 +2.8634e+000 +2.1452e+000 +1.8803e+000
1189 +6.166058153e+003 +6.166058153e+003 +6.214218153e+003 +6.214218153e+003 +1.4984e+001 +9.4744e+000 +1.8069e+001 +1.8098e+001 +4.2650e+000 +1.2630e+001 +4.3588e+000 +1.0118e+000 +9.0548e+000 +7.4858e+000 +6.0635e+000 +2.7333e+000 +7.0117e+000 +7.5053e+000 +1.2225e+000 +1.6667e+000 +6.6560e+000 +6.4722e+000 +2.4774e-001 -7.0830e-001
