% function evaluation | noise-free fitness - Fopt (-4.620900000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1282 +3.843514736e+003 +3.843514736e+003 +3.839804736e+003 +3.839804736e+003 +7.3542e+000 +8.0141e+000 +1.1888e+001 +9.2569e+000 +1.6777e+000 +1.4233e+001 +7.6697e+000 +8.5435e+000 +7.2337e+000 +6.0725e+000 +9.4364e+000 +2.8785e+000 +7.2453e+000 -5.1850e+000 +2.3389e+000 -9.6870e-001 +3.7139e-001 +6.5037e+000 +2.9748e+000 -1.4194e+000
1782 +2.493924598e+003 +2.493924598e+003 +2.490214598e+003 +2.490214598e+003 +7.7478e+000 +4.1663e+000 +1.1384e+001 +9.6240e+000 +7.0978e-001 +1.2583e+001 +7.6924e+000 +6.8825e+000 +6.4930e+000 +5.9341e+000 +8.9707e+000 +1.0037e+000 +6.1036e+000 -5.3739e+000 +5.5536e-001 -2.9080e+000 -5.4972e-001 +3.3681e+000 +3.2396e+000 -1.7352e+000
2665 +1.564842591e+003 +1.564842591e+003 +1.561132591e+003 +1.561132591e+003 +7.3035e+000 +3.3446e+000 +1.0970e+001 +6.2093e+000 -1.3687e-004 +1.1728e+001 +6.4868e+000 +3.9601e+000 +5.3684e+000 +4.1716e+000 +7.8328e+000 +9.8919e-001 +4.8339e+000 -1.2430e+000 +1.4987e+000 -2.6681e+000 -5.3635e-002 +1.7348e+000 +2.7986e+000 -2.0656e+000
3585 +9.973313829e+002 +9.973313829e+002 +9.936213829e+002 +9.936213829e+002 +7.4331e+000 +1.3751e+000 +1.1190e+001 +4.4993e+000 +5.6053e-001 +1.1882e+001 +6.0203e+000 +1.4525e+000 +2.7227e+000 +4.0517e+000 +7.2533e+000 +6.3036e-001 +4.5158e+000 -1.5284e+000 +2.4449e+000 -1.9801e+000 +9.1246e-001 +1.1701e+000 +3.5054e+000 -2.2334e+000
6865 +6.296004049e+002 +6.296004049e+002 +6.258904049e+002 +6.258904049e+002 +7.1229e+000 +2.8895e-001 +1.0978e+001 +4.7920e+000 +7.6449e-001 +1.1577e+001 +5.6133e+000 -1.3057e+000 -4.7151e-001 +3.6110e+000 +7.2650e+000 +9.9807e-001 +4.1142e+000 -1.2617e+000 +1.4298e+000 -2.3946e+000 +1.5466e+000 +1.5669e+000 +4.2692e+000 -2.5888e+000
% function evaluation | noise-free fitness - Fopt (1.321800000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.329823553e+004 +4.329823553e+004 +4.343041553e+004 +4.343041553e+004 +7.7364e+000 +1.4780e+001 +1.4119e+001 +9.2032e+000 +1.2258e+001 +5.2513e+000 +1.2691e+001 +1.0663e+001 +1.3272e+001 +1.4433e+001 +6.1144e+000 +1.3709e+001 +1.0424e+001 +1.1651e+001 +8.6042e+000 +1.2572e+001 +6.0142e+000 +9.7986e+000 +5.2912e+000 +5.8346e+000
11 +3.249734614e+004 +3.249734614e+004 +3.262952614e+004 +3.262952614e+004 +6.6960e+000 +6.8889e+000 +1.3007e+001 +6.4943e+000 +8.6641e+000 +6.2474e+000 +9.4712e+000 +6.1832e+000 +7.8065e+000 +8.1943e+000 +1.3142e+001 +1.0998e+001 +6.1419e+000 +1.0520e+001 +5.3144e+000 +7.7604e+000 +8.3337e+000 +6.0571e+000 +9.0401e+000 +8.1695e+000
249 +2.234204009e+004 +2.234204009e+004 +2.247422009e+004 +2.247422009e+004 +5.6876e+000 +1.2138e+000 +4.6159e+000 +1.3210e+001 +8.1104e+000 +1.2494e+001 +1.2649e+001 +3.0970e+000 +1.5235e+001 +1.0069e+001 +1.0235e+001 +1.2597e+001 +4.4603e-001 +7.1492e+000 +3.6293e+000 +5.7694e+000 +5.7122e+000 +1.9798e+000 +6.3282e+000 +7.4970e+000
623 +1.185355101e+004 +1.185355101e+004 +1.198573101e+004 +1.198573101e+004 +9.3642e+000 +7.7577e+000 +1.0625e+001 +1.0313e+001 +8.7638e+000 +1.0958e+001 +7.2625e+000 +1.3609e+000 +1.0322e+001 +5.5461e+000 +1.0505e+001 +1.0072e+001 +3.1273e+000 +3.2430e+000 +4.2484e+000 +8.5478e+000 +5.7404e+000 +5.5067e+000 +3.2796e+000 +7.4116e+000
695 +8.932479479e+003 +8.932479479e+003 +9.064659479e+003 +9.064659479e+003 +8.3557e+000 +6.5372e+000 +8.6117e+000 +1.2649e+001 +7.8682e+000 +1.0942e+001 +7.0534e+000 +2.7443e+000 +1.2057e+001 +5.2709e+000 +6.8852e+000 +9.9057e+000 +3.4250e+000 +5.5335e+000 +3.4278e+000 +6.9133e+000 +6.0752e+000 +4.2567e+000 +3.1087e+000 +6.3091e+000
832 +5.980322197e+003 +5.980322197e+003 +6.112502197e+003 +6.112502197e+003 +9.6224e+000 +8.4700e+000 +4.4038e+000 +1.1717e+001 +9.9439e+000 +8.0358e+000 +5.7669e+000 +2.6918e+000 +1.0015e+001 +4.5337e+000 +6.1835e+000 +8.8262e+000 +1.9728e+000 +5.6205e+000 +2.2799e+000 +6.0108e+000 +6.4099e+000 +3.6990e+000 +9.2566e-001 +6.0670e+000
990 +3.552380364e+003 +3.552380364e+003 +3.684560364e+003 +3.684560364e+003 +7.8167e+000 +1.0453e+001 +6.6740e+000 +9.4136e+000 +3.9933e+000 +9.4048e+000 +5.1303e+000 -6.3062e-001 +9.6502e+000 +3.3117e+000 +4.2463e+000 +5.2778e+000 +1.8878e+000 +6.2597e+000 +1.3733e+000 +4.0099e+000 +6.0142e+000 +5.8209e+000 -2.1994e+000 +4.9754e+000
1107 +2.312101273e+003 +2.312101273e+003 +2.444281273e+003 +2.444281273e+003 +1.0743e+001 +8.0501e+000 +3.0663e+000 +7.7050e+000 +4.6465e+000 +5.5808e+000 +1.7700e+000 -3.7634e+000 +6.9121e+000 +3.8006e+000 +2.5053e+000 +3.0792e+000 -4.4086e-001 +4.6719e+000 +9.5911e-001 +3.8310e+000 +5.4613e+000 +4.3105e+000 -5.1437e-001 +5.1525e+000
1342 +1.575589358e+003 +1.575589358e+003 +1.707769358e+003 +1.707769358e+003 +1.1419e+001 +8.5577e+000 -1.0707e+000 +9.2966e+000 +2.8782e+000 +2.9435e+000 -5.4593e-001 -6.3586e+000 +5.3591e+000 +2.7809e+000 -1.5728e-001 +1.6463e+000 -1.4550e+000 +4.4617e+000 -1.3485e-001 +2.3154e+000 +4.4994e+000 +4.3801e+000 -2.5093e+000 +4.2196e+000
1592 +9.732088183e+002 +9.732088183e+002 +1.105388818e+003 +1.105388818e+003 +6.7123e+000 +9.2911e+000 -3.8694e-001 +3.8628e+000 +2.2985e-001 +2.1336e+000 +1.2959e+000 -5.9109e+000 +2.9208e+000 +1.4304e+000 -1.1967e+000 +6.8853e-001 -2.2290e+000 +4.1969e+000 -4.0160e-001 +1.7958e+000 +4.9383e+000 +3.8714e+000 -3.3942e+000 +3.0924e+000
1977 +5.382752812e+002 +5.382752812e+002 +6.704552812e+002 +6.704552812e+002 +5.9810e+000 +9.2151e+000 +4.1344e-001 -1.9345e+000 -2.7133e+000 +1.1293e+000 -3.2599e-001 -2.6098e+000 +2.3116e+000 +1.0959e+000 -2.0877e+000 +2.4626e-001 -4.2802e-002 +4.1484e+000 -1.0194e+000 +1.5334e+000 +3.2513e+000 +3.5497e+000 -2.5782e+000 +2.0865e+000
2392 +3.966885218e+002 +3.966885218e+002 +5.288685218e+002 +5.288685218e+002 +3.6323e+000 +9.3030e+000 +6.0368e-001 -2.9465e+000 -2.4790e+000 +9.2288e-001 -2.6700e-001 -2.6987e+000 +2.7229e+000 +1.0027e+000 -2.1453e+000 +2.0496e+000 -1.0221e+000 +4.3267e+000 -1.8895e+000 +1.1598e+000 +3.0739e+000 +3.5076e+000 -2.0913e+000 +2.4780e+000
3858 +2.442751283e+002 +2.442751283e+002 +3.764551283e+002 +3.764551283e+002 +5.1374e-002 +8.1717e+000 +1.6670e+000 -2.1171e+000 -3.2773e+000 +4.9979e-001 -7.1455e-001 +1.9300e-002 +2.0367e+000 +9.2728e-001 -2.0523e+000 +2.5846e+000 -8.9614e-001 +3.7901e+000 -2.3473e+000 +1.9069e+000 +2.7216e+000 +2.4642e+000 -1.7736e+000 +2.0634e+000
5367 +1.535542512e+002 +1.535542512e+002 +2.857342512e+002 +2.857342512e+002 -6.4195e-001 +6.8849e+000 +1.8297e+000 -1.9173e+000 -3.1673e+000 +4.6453e-001 -1.0490e+000 +1.9168e-001 +1.5926e+000 +9.5026e-001 -2.0466e+000 +2.5070e+000 -8.6242e-001 +3.7787e+000 -2.6196e+000 +1.8949e+000 +2.5421e+000 +2.6507e+000 -1.7312e+000 +2.0116e+000
7231 +9.882053313e+001 +9.882053313e+001 +2.310005331e+002 +2.310005331e+002 -7.0966e-001 +6.0322e+000 +2.5536e+000 -1.9639e+000 -3.3025e+000 +5.0571e-001 -1.0314e+000 +1.3345e-001 +1.5040e+000 +9.6327e-001 -2.0140e+000 +2.5803e+000 -9.7656e-001 +3.7636e+000 -2.6546e+000 +1.9350e+000 +2.5083e+000 +3.1287e+000 -1.7102e+000 +1.6887e+000
% function evaluation | noise-free fitness - Fopt (-4.174000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.490291283e+005 +1.490291283e+005 +1.489873883e+005 +1.489873883e+005 +9.2267e+000 +1.3915e+001 +7.8024e+000 +5.0585e+000 +7.8517e+000 +7.1745e+000 +1.4267e+001 +1.1150e+001 +9.1450e+000 +1.3107e+001 +1.2261e+001 +1.0179e+001 +1.0492e+001 +1.2376e+001 +7.5010e+000 +1.2513e+001 +9.9668e+000 +6.1292e+000 +1.0374e+001 +1.4135e+001
4 +4.536768808e+004 +4.536768808e+004 +4.532594808e+004 +4.532594808e+004 +8.6141e+000 +7.3299e+000 +1.1641e+001 +8.4735e+000 +7.9633e+000 +5.2241e+000 +9.9168e+000 +5.3205e+000 +1.1151e+001 +8.3306e+000 +6.0241e+000 +1.3477e+001 +8.6463e+000 +9.3050e+000 +5.3343e+000 +7.3310e+000 +9.5180e+000 +7.5947e+000 +6.0291e+000 +1.2643e+001
142 +3.015854712e+004 +3.015854712e+004 +3.011680712e+004 +3.011680712e+004 +1.0748e+001 +9.0161e+000 +1.2506e+001 +1.4984e+001 +8.8999e+000 +1.7322e+001 +1.1124e+001 +8.9216e+000 +8.1882e+000 +1.0037e+001 +1.1364e+001 +9.9314e+000 +6.0479e+000 +4.9821e+000 +6.0914e+000 +5.2235e+000 +2.4454e+000 +8.6338e+000 +6.7148e+000 +2.0096e+000
244 +1.627104742e+004 +1.627104742e+004 +1.622930742e+004 +1.622930742e+004 +8.4614e+000 +6.1636e+000 +1.1449e+001 +1.4249e+001 +8.1964e+000 +1.5436e+001 +1.0491e+001 +8.2714e+000 +3.8742e+000 +9.9878e+000 +8.0559e+000 +1.4023e+001 +7.7532e+000 +1.5511e+000 +1.6298e+000 +4.1374e+000 +3.5025e+000 +9.0808e+000 +3.8658e+000 -1.3603e+000
484 +1.462963820e+004 +1.462963820e+004 +1.458789820e+004 +1.458789820e+004 +6.2903e+000 +8.2768e+000 +1.6118e+001 +1.2028e+001 +4.6040e+000 +1.3848e+001 +1.3517e+001 +7.7084e+000 +1.0821e+001 +1.4096e+001 +4.7102e+000 +1.2471e+001 +4.4566e+000 +1.8311e+000 +5.2880e+000 +2.0741e+000 +4.3000e+000 +3.7662e+000 +4.1131e+000 +7.3062e+000
721 +9.587016484e+003 +9.587016484e+003 +9.545276484e+003 +9.545276484e+003 +1.0856e+001 +7.3582e+000 +1.6351e+001 +1.5139e+001 +6.2138e+000 +1.7441e+001 +1.1341e+001 +6.0778e+000 +8.1288e+000 +1.3202e+001 +3.8490e+000 +1.2795e+001 +6.5794e+000 -1.5840e-001 +1.1983e+000 +1.5278e+000 +3.8755e+000 +6.0883e+000 +2.3246e+000 +1.8128e+000
1146 +5.915165605e+003 +5.915165605e+003 +5.873425605e+003 +5.873425605e+003 +1.0588e+001 +6.1706e+000 +1.3860e+001 +1.3617e+001 +7.8013e+000 +1.7543e+001 +1.0344e+001 +4.1302e+000 +7.0662e+000 +1.1966e+001 -4.8125e-001 +1.1885e+001 +3.9536e+000 -1.4320e+000 -1.6404e+000 +9.8893e-001 +2.3416e+000 +4.2415e+000 -1.4609e+000 +2.0746e+000
1567 +3.961511547e+003 +3.961511547e+003 +3.919771547e+003 +3.919771547e+003 +1.0355e+001 +4.0858e+000 +1.2363e+001 +1.0960e+001 +4.6268e+000 +1.4732e+001 +1.0136e+001 +3.1871e+000 +6.8236e+000 +9.2758e+000 -5.3620e+000 +9.6328e+000 +3.2461e+000 +1.1773e-001 -2.3139e+000 -2.4877e-001 +1.8829e+000 +4.9552e+000 -2.2264e+000 +3.8296e+000
1804 +2.470339333e+003 +2.470339333e+003 +2.428599333e+003 +2.428599333e+003 +1.0528e+001 +5.0695e+000 +9.5467e+000 +1.3697e+001 +4.4413e+000 +1.1105e+001 +1.0528e+001 +2.4583e+000 +6.9589e+000 +8.0450e+000 -4.6355e+000 +8.9866e+000 +3.7611e+000 -1.0254e+000 -3.3495e+000 +2.6514e-004 +1.5115e+000 +3.7989e+000 -2.8157e+000 +4.7208e+000
2236 +1.583653761e+003 +1.583653761e+003 +1.541913761e+003 +1.541913761e+003 +1.1553e+001 +4.9506e+000 +8.4853e+000 +1.4098e+001 +3.2024e+000 +7.2902e+000 +1.0004e+001 +1.6078e+000 +2.1374e+000 +7.9170e+000 -2.0765e+000 +7.6256e+000 +3.3952e+000 -1.1076e+000 -3.1252e+000 -1.4899e-001 +1.1601e+000 +3.7261e+000 -2.5004e+000 +5.2296e+000
2796 +9.828868865e+002 +9.828868865e+002 +9.411468865e+002 +9.411468865e+002 +1.1345e+001 +5.6478e+000 +8.7088e+000 +1.4217e+001 +2.9709e+000 +2.5061e+000 +9.0781e+000 +6.5830e-001 +7.8469e-001 +5.6079e+000 -4.9141e+000 +6.4924e+000 +2.9319e+000 -1.3156e+000 -3.3808e+000 +1.0274e+000 +6.0883e-001 +2.7023e+000 -2.1919e+000 +4.8530e+000
4163 +6.087556845e+002 +6.087556845e+002 +5.670156845e+002 +5.670156845e+002 +1.1103e+001 +5.7781e+000 +4.1963e+000 +1.2835e+001 +2.1574e+000 +1.7767e+000 +8.4379e+000 +1.1784e-001 -1.8265e+000 +6.3890e+000 -4.0238e+000 +5.2361e+000 +9.2246e-001 -1.8192e+000 -2.7460e+000 +7.5106e-001 +4.1137e-001 +2.5469e+000 -1.5588e+000 +4.5267e+000
% function evaluation | noise-free fitness - Fopt (-4.948600000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.362909529e+005 +1.362909529e+005 +1.357960929e+005 +1.357960929e+005 +1.1773e+001 +1.0137e+001 +1.2730e+001 +6.4598e+000 +1.2495e+001 +7.7019e+000 +6.7798e+000 +7.4221e+000 +7.3912e+000 +7.8591e+000 +7.5388e+000 +1.2821e+001 +9.1118e+000 +9.6177e+000 +1.1410e+001 +8.0309e+000 +8.4758e+000 +6.3042e+000 +1.4696e+001 +1.1862e+001
3 +9.353117333e+004 +9.353117333e+004 +9.303631333e+004 +9.303631333e+004 +1.0438e+001 +1.4838e+001 +1.4521e+001 +5.7563e+000 +1.4338e+001 +9.5725e+000 +1.3578e+001 +1.1919e+001 +7.2557e+000 +1.4102e+001 +1.0130e+001 +9.1734e+000 +6.7230e+000 +6.4427e+000 +5.3453e+000 +1.1167e+001 +9.4158e+000 +1.3033e+001 +1.1090e+001 +7.1991e+000
12 +5.965807514e+004 +5.965807514e+004 +5.916321514e+004 +5.916321514e+004 +7.8185e+000 +8.7598e+000 +5.4827e+000 +1.4925e+001 +9.2283e+000 +6.6467e+000 +1.1419e+001 +1.4085e+001 +1.2469e+001 +7.4759e+000 +9.2029e+000 +1.0995e+001 +6.0184e+000 +1.1007e+001 +7.2401e+000 +7.3785e+000 +1.1591e+001 +6.2406e+000 +9.4208e+000 +6.0045e+000
150 +3.431117255e+004 +3.431117255e+004 +3.381631255e+004 +3.381631255e+004 +1.0264e+001 +8.3261e+000 +7.7844e+000 +5.5520e+000 +7.7124e+000 +1.1778e+001 +1.5453e+001 +6.2433e+000 +9.8880e+000 +1.4136e+001 +1.3135e+001 +5.3033e+000 +7.2405e+000 +9.4475e+000 +7.0489e+000 +5.8123e+000 +8.4179e+000 +3.5690e+000 +4.5195e+000 +6.6800e+000
281 +2.395847486e+004 +2.395847486e+004 +2.346361486e+004 +2.346361486e+004 +9.5128e+000 +4.5896e+000 +9.5944e+000 +3.6527e+000 +1.0729e+001 +1.4870e+001 +7.0703e+000 +8.1489e+000 +8.9698e+000 +4.3475e+000 +6.8048e+000 +5.2906e+000 +1.0745e+001 +5.6122e+000 +6.7322e+000 +2.2654e+000 +8.1466e+000 +1.0975e+001 +8.5199e+000 +7.6461e+000
643 +1.540112374e+004 +1.540112374e+004 +1.490626374e+004 +1.490626374e+004 +7.2031e+000 +1.1643e+001 +9.7091e+000 +1.2297e+001 +1.4806e+001 +1.0901e+001 +2.7550e+000 -2.0540e+000 +8.4429e+000 +7.1040e+000 +8.2206e+000 +4.0113e+000 +7.6087e+000 +6.1868e+000 +8.1109e+000 +3.3685e+000 +6.9476e+000 +8.1431e+000 +4.3519e+000 +6.0596e+000
868 +9.542793653e+003 +9.542793653e+003 +9.047933653e+003 +9.047933653e+003 +9.4500e+000 +9.6449e+000 +1.0377e+001 +1.1502e+001 +1.4195e+001 +9.4371e+000 +2.0306e+000 +4.7364e-001 +8.3021e+000 +4.4155e+000 +8.3086e+000 +3.0018e+000 +7.9030e+000 +2.6054e+000 +8.4003e+000 +1.8164e+000 +3.9994e+000 +7.0996e+000 +5.0892e+000 +3.3556e+000
1046 +6.298442366e+003 +6.298442366e+003 +5.803582366e+003 +5.803582366e+003 +1.5421e+001 +5.4073e+000 +9.9616e+000 +1.0302e+001 +1.5783e+001 +1.2214e+001 +1.2952e+000 +4.0418e-001 +7.8848e+000 +5.2608e+000 +8.0712e+000 +5.8497e+000 +7.4378e+000 +9.9230e-001 +3.9523e+000 +5.6177e-001 +4.8463e+000 +5.0283e+000 +3.5253e+000 +2.6331e+000
1248 +3.928185009e+003 +3.928185009e+003 +3.433325009e+003 +3.433325009e+003 +1.0017e+001 +7.7624e+000 +8.5936e+000 +1.1301e+001 +1.1593e+001 +5.3052e+000 +3.1242e+000 -3.7826e+000 +6.4803e+000 +2.0253e+000 +6.9418e+000 +2.5024e+000 +6.0065e+000 -1.2682e+000 +4.3309e+000 +5.8702e-001 +2.5292e+000 +6.1838e+000 +1.6324e+000 +1.7598e+000
1478 +2.462995776e+003 +2.462995776e+003 +1.968135776e+003 +1.968135776e+003 +5.8861e+000 +4.9392e+000 +9.1363e+000 +1.1877e+001 +9.0835e+000 +5.4123e+000 +2.7694e+000 -6.0432e+000 +6.7263e+000 +3.4689e+000 +5.1332e+000 +6.5345e-001 +5.5763e+000 -9.2956e-001 +2.4493e+000 +1.1369e+000 +1.6967e+000 +3.9628e+000 +1.9785e+000 +2.4687e+000
1691 +1.521497376e+003 +1.521497376e+003 +1.026637376e+003 +1.026637376e+003 +4.6957e+000 +5.8532e+000 +8.3556e+000 +1.1593e+001 +7.1007e+000 +3.1155e+000 +2.3860e+000 -5.2533e+000 +6.1469e+000 +2.0598e+000 +4.1097e+000 +1.7092e-001 +6.1648e+000 -1.3431e+000 +8.6732e-001 -4.8625e-001 +2.2356e+000 +3.5336e+000 +1.4495e+000 +1.7540e+000
1939 +9.694708716e+002 +9.694708716e+002 +4.746108716e+002 +4.746108716e+002 +2.5265e+000 +3.4040e+000 +7.3944e+000 +9.8479e+000 +5.5850e+000 +3.6613e-001 +1.9800e+000 -5.0525e+000 +4.7341e+000 +5.3997e-001 +3.1476e+000 +9.5178e-001 +5.0570e+000 -3.7024e-001 -3.5867e-001 -1.5276e+000 +2.7428e+000 +3.7088e+000 +1.6443e+000 +1.9262e+000
2230 +6.023336015e+002 +6.023336015e+002 +1.074736015e+002 +1.074736015e+002 +1.1606e+000 +3.2143e+000 +7.7073e+000 +8.8215e+000 +9.6175e-001 +5.8056e-001 +1.1836e+000 -3.6144e+000 +3.4734e+000 +4.5209e-001 +3.0164e+000 +1.2346e+000 +4.4165e+000 -1.6543e+000 -8.6113e-001 -1.8862e+000 +2.2667e+000 +2.6231e+000 +2.0003e+000 +1.1507e+000
2855 +3.602950608e+002 +3.602950608e+002 -1.345649392e+002 -1.345649392e+002 -1.5849e+000 +1.3921e+000 +7.4088e+000 +6.2481e+000 -6.9245e-001 -1.7051e+000 +6.6754e-001 -2.0193e+000 +3.1101e+000 +2.8571e+000 +3.1298e+000 +1.3244e+000 +4.5945e+000 -3.4111e+000 -8.7232e-001 -2.1117e+000 +1.8974e+000 +2.3075e+000 +2.4474e+000 +1.1072e+000
3344 +2.390908751e+002 +2.390908751e+002 -2.557691249e+002 -2.557691249e+002 -1.6977e+000 +1.7917e+000 +7.1143e+000 +4.6095e+000 -1.3710e+000 -1.0473e+000 +2.8526e-001 -1.3958e+000 +2.9240e+000 +2.9469e+000 +3.9987e+000 +7.3888e-001 +4.3921e+000 -3.1798e+000 -9.5701e-001 -2.5392e+000 +1.6810e+000 +2.4773e+000 +2.7823e+000 +7.4947e-001
4840 +1.407033881e+002 +1.407033881e+002 -3.541566119e+002 -3.541566119e+002 -1.8084e+000 +1.4708e+000 +7.1242e+000 +2.0258e+000 -1.3094e+000 -2.5718e+000 +2.5029e-001 -7.9197e-001 +2.8406e+000 +2.8360e+000 +4.1978e+000 +6.0909e-001 +4.6633e+000 -3.2893e+000 -8.9888e-001 -2.4878e+000 +1.3822e+000 +2.1236e+000 +2.5083e+000 +1.3306e+000
% function evaluation | noise-free fitness - Fopt (3.484000000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.027427700e+005 +1.027427700e+005 +1.030911700e+005 +1.030911700e+005 +1.4141e+001 +9.3379e+000 +1.3959e+001 +9.6750e+000 +9.6510e+000 +6.5577e+000 +1.2294e+001 +1.2628e+001 +1.1427e+001 +1.2176e+001 +5.2413e+000 +1.0318e+001 +1.2428e+001 +1.0397e+001 +7.2534e+000 +9.2772e+000 +1.0806e+001 +7.3625e+000 +6.1087e+000 +9.7259e+000
27 +7.325908295e+004 +7.325908295e+004 +7.360748295e+004 +7.360748295e+004 +6.2484e+000 +1.2080e+001 +1.4246e+001 +9.1556e+000 +1.2676e+001 +7.6658e+000 +8.4020e+000 +5.7024e+000 +7.8710e+000 +6.7452e+000 +6.5373e+000 +9.0629e+000 +1.2156e+001 +6.8327e+000 +7.3427e+000 +1.0129e+001 +8.5613e+000 +1.1623e+001 +7.1985e+000 +9.6171e+000
77 +4.596723519e+004 +4.596723519e+004 +4.631563519e+004 +4.631563519e+004 +6.8182e+000 +7.5451e+000 +1.0587e+001 +5.2121e+000 +8.4054e+000 +1.4566e+001 +8.2574e+000 +1.3139e+001 +1.4280e+001 +1.4647e+001 +5.9082e+000 +4.9814e+000 +9.9081e+000 +1.2554e+001 +8.8856e+000 +7.8187e+000 +6.4566e+000 +1.1845e+001 +5.2035e+000 +4.5244e+000
577 +3.170375568e+004 +3.170375568e+004 +3.205215568e+004 +3.205215568e+004 +1.2569e+001 +8.1314e+000 +4.2458e+000 +1.2784e+000 +9.1540e+000 +1.5381e+001 +5.5052e+000 +1.1777e+001 +1.0805e+001 +8.3580e+000 +8.5884e+000 +4.3392e+000 +9.6955e+000 +9.5375e+000 +4.8591e+000 +9.1460e+000 +6.8555e+000 +8.4297e+000 +5.0132e+000 +5.2547e+000
825 +2.389877156e+004 +2.389877156e+004 +2.424717156e+004 +2.424717156e+004 +7.6906e+000 +8.5999e+000 +1.3381e+001 +6.1652e+000 +8.3842e+000 +1.7248e+001 +3.3336e-001 +9.9944e+000 +6.9584e+000 -1.8240e+000 +5.3810e+000 +4.8665e+000 +9.4932e+000 +1.1149e+001 +7.0413e+000 +6.1849e+000 +4.4666e+000 +5.4035e+000 +5.1583e+000 -4.5750e-001
1005 +1.517573395e+004 +1.517573395e+004 +1.552413395e+004 +1.552413395e+004 +1.2761e+001 +9.7811e+000 +1.3835e+001 +2.0335e+000 +1.3686e+001 +1.0379e+001 +3.3834e+000 +5.8488e+000 +4.9237e+000 +2.7591e+000 +4.3887e+000 +2.1778e+000 +8.5039e+000 +1.0282e+001 +2.7272e+000 +6.0016e+000 +6.0244e+000 +6.2250e+000 +2.3470e+000 +3.4501e-001
1276 +9.534807664e+003 +9.534807664e+003 +9.883207664e+003 +9.883207664e+003 +1.0841e+001 +8.9673e+000 +7.3428e+000 -4.9359e+000 +2.0016e+000 +1.1383e+001 +9.6414e-001 +5.5120e+000 +7.8152e+000 +2.6072e+000 +2.0571e+000 +3.6274e+000 +7.0652e+000 +7.5578e+000 +1.1298e+000 +5.7665e+000 +5.0677e+000 +4.2738e+000 +2.3320e+000 +6.4221e-001
1623 +6.174071118e+003 +6.174071118e+003 +6.522471118e+003 +6.522471118e+003 +1.1746e+001 +7.8137e+000 +6.4592e+000 -5.3340e+000 +5.7715e+000 +6.0291e+000 -8.2295e-001 -3.1395e+000 +1.1857e+000 +5.4581e+000 +1.0087e+000 +2.2834e+000 +6.0892e+000 +6.1079e+000 +6.7616e-001 +5.5291e+000 +4.4796e+000 +5.3573e+000 -9.3173e-001 -9.5297e-001
1927 +3.965574032e+003 +3.965574032e+003 +4.313974032e+003 +4.313974032e+003 +1.2417e+001 +7.0602e+000 +4.5852e-001 -5.0136e+000 +1.6142e+000 +5.4844e+000 -2.4178e+000 -5.0080e+000 +1.1156e+000 +6.6674e+000 -8.4070e-001 +2.1616e+000 +4.9630e+000 +4.3877e+000 +3.8091e-001 +5.3997e+000 +3.6185e+000 +4.1100e+000 -1.8059e+000 -1.3748e+000
2241 +2.435484909e+003 +2.435484909e+003 +2.783884909e+003 +2.783884909e+003 +1.1770e+001 +6.1241e+000 -3.9016e+000 -5.4289e+000 +1.8442e+000 +5.5688e+000 -1.3449e+000 -3.9000e+000 +1.3064e+000 +4.8077e+000 -9.5310e-001 +2.7289e+000 +4.0112e+000 +4.2349e+000 +4.9409e-001 +4.8773e+000 +2.6843e+000 +3.7938e+000 -2.2292e+000 -7.7306e-001
2657 +1.577147931e+003 +1.577147931e+003 +1.925547931e+003 +1.925547931e+003 +1.1978e+001 +6.5807e+000 -5.9538e+000 -3.0779e+000 +2.4344e+000 +4.6607e+000 -4.0555e+000 -6.5593e+000 +3.4038e+000 +5.6199e+000 -1.6926e+000 +3.1473e+000 +1.7775e+000 +1.6592e+000 +7.7928e-001 +4.0939e+000 +1.2765e+000 +2.7015e+000 -2.7740e+000 -7.8536e-001
3316 +9.885181546e+002 +9.885181546e+002 +1.336918155e+003 +1.336918155e+003 +1.1161e+001 +5.5533e+000 -6.5262e+000 -3.4090e+000 +1.0353e+000 +4.2910e+000 -7.6987e-001 -5.1334e+000 +4.7699e+000 +6.0539e+000 -7.7156e-001 +3.2055e+000 -1.0272e-001 +2.6205e+000 +8.6081e-001 +2.6850e+000 -1.8391e-001 +1.8498e+000 -3.5681e+000 -5.0129e-001
5159 +6.278081541e+002 +6.278081541e+002 +9.762081541e+002 +9.762081541e+002 +1.0407e+001 +5.6066e+000 -4.9404e+000 -4.5534e+000 -8.7044e-001 +3.5632e+000 -7.1000e-001 -4.2444e+000 +4.8006e+000 +5.5003e+000 -1.4941e+000 +3.1384e+000 -3.3101e-001 +1.6002e+000 +8.6850e-001 +8.7049e-001 -2.1679e+000 +1.3219e+000 -3.0969e+000 -4.2619e-001
% function evaluation | noise-free fitness - Fopt (3.770000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
