% function evaluation | noise-free fitness - Fopt (3.590000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.664714997e+006 +1.664714997e+006 +1.664750897e+006 +1.664750897e+006 +2.6691e+000 +4.2439e+000 +2.8926e+000 -1.3215e+000 +7.6111e-001 +4.5351e+000 -2.6877e+000 +2.6621e+000 -3.1113e+000 +2.5904e+000 -3.2884e+000 -4.9329e+000 +4.3695e-001 +4.8539e+000 -3.8423e+000 -1.5148e+000 +4.2188e+000 +2.0554e+000 -1.3708e+000 +1.7513e+000
3 +1.019589837e+006 +1.019589837e+006 +1.019625737e+006 +1.019625737e+006 +2.6593e+000 +2.1688e+000 -4.8584e-001 -3.2250e+000 -3.3058e+000 -1.6983e+000 +4.2108e+000 -3.8357e+000 -5.7545e-002 +2.4328e+000 -2.2055e+000 -3.8877e+000 +1.7334e+000 -2.9531e+000 +2.9214e+000 +4.1179e+000 +3.9123e+000 +2.0624e+000 +2.9178e+000 +1.0172e+000
9 +8.525914948e+005 +8.525914948e+005 +8.526273948e+005 +8.526273948e+005 +3.5677e+000 +4.9579e+000 +4.5698e+000 +4.4641e+000 -1.8472e+000 +5.7290e-001 -1.4563e+000 -1.0127e+000 -4.1382e+000 +2.9142e+000 +4.1549e+000 +3.3166e+000 +3.8682e+000 +1.2515e+000 -3.6301e+000 -3.5573e+000 +1.0838e+000 +2.9834e+000 -3.7536e+000 -4.6904e-001
64 +6.104451129e+005 +6.104451129e+005 +6.104810129e+005 +6.104810129e+005 +1.9178e+000 +3.1584e+000 +4.3205e+000 +6.5553e+000 +1.8824e-001 -1.5694e+000 -2.3409e-001 -2.6234e+000 -3.8123e+000 +3.2402e+000 +8.1666e-001 -5.8329e-002 +1.9481e+000 -1.1894e-001 -2.7662e+000 -2.5069e+000 +3.5448e-001 +1.8146e+000 -2.3220e+000 +1.0993e+000
82 +3.277209802e+005 +3.277209802e+005 +3.277568802e+005 +3.277568802e+005 -6.2620e-001 +4.2805e+000 +3.4908e+000 +4.5986e+000 +9.1051e-001 -1.6317e+000 -2.0176e+000 -9.1925e-001 -1.8523e+000 +2.8311e-001 +5.6918e-001 -1.2011e+000 +2.5285e+000 +6.5782e-001 -1.8570e-001 -4.4138e+000 +2.9572e+000 +2.7233e+000 -4.1505e+000 -1.2528e+000
403 +2.417648581e+005 +2.417648581e+005 +2.418007581e+005 +2.418007581e+005 +1.2340e+000 +6.3676e+000 +1.0815e+000 +3.1345e+000 -3.4132e-001 -3.2321e+000 +8.0866e-001 -5.1153e+000 -1.6700e+000 -5.0155e+000 -3.1832e-001 -5.2538e-001 +2.5942e+000 -1.4661e+000 -2.3216e+000 -2.4255e+000 -1.1641e+000 +7.7545e+000 -3.8607e+000 -1.3720e+000
487 +1.397528237e+005 +1.397528237e+005 +1.397887237e+005 +1.397887237e+005 +1.2340e+000 +3.6490e+000 +2.8835e+000 +3.1345e+000 -3.4132e-001 -2.4569e+000 +8.0866e-001 -3.0628e+000 +1.4393e+000 -5.0155e+000 -3.1832e-001 -5.2538e-001 +2.5942e+000 -1.1410e-001 -2.3216e+000 -2.4255e+000 +1.6923e+000 +6.8837e+000 -6.9942e+000 -1.4886e-001
510 +9.008112877e+004 +9.008112877e+004 +9.011702877e+004 +9.011702877e+004 +3.2048e+000 +3.9782e+000 +5.1781e+000 +3.0736e+000 -6.7449e-001 -9.6439e-001 +2.3910e-001 -4.7897e+000 -2.9326e+000 -6.3547e+000 +2.2046e-001 +1.3196e+000 -8.3805e-001 -1.5163e+000 -4.0548e+000 -8.0070e+000 -1.6012e+000 +7.0488e+000 -5.2990e+000 -6.1153e+000
569 +5.532633694e+004 +5.532633694e+004 +5.536223694e+004 +5.536223694e+004 +3.2071e+000 +5.6361e+000 +8.1766e+000 +6.9100e+000 -1.5235e+000 -3.6198e+000 -1.9407e+000 -6.0608e+000 -2.0790e+000 -1.0086e+001 -2.5579e+000 -1.6662e+000 +1.5325e+000 -3.5630e+000 -2.3057e+000 -5.6303e+000 -2.4686e-001 +9.0337e+000 -7.6047e+000 -4.8129e+000
576 +3.437295643e+004 +3.437295643e+004 +3.440885643e+004 +3.440885643e+004 +1.8413e+000 +4.5362e+000 +1.0624e+001 +7.6295e+000 -2.6721e+000 -3.6221e+000 -4.6564e+000 -7.4509e+000 -3.5359e+000 -1.2521e+001 -2.4030e+000 -1.6762e+000 +2.0288e+000 -4.6027e+000 -2.3471e+000 -6.6675e+000 -1.1902e-001 +1.1369e+001 -8.5247e+000 -5.3710e+000
