% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.290647973e+006 +1.290647973e+006 +1.290724243e+006 +1.290724243e+006 +1.8471e+000 +9.2824e-002 +8.3998e-001 +3.9345e+000 +2.4162e+000 -2.7472e+000 +4.3951e-001 -4.1368e+000 -3.9265e+000 +4.8736e+000 +1.1986e+000 +1.9813e+000 +1.3064e+000 +1.0014e+000 +3.7827e+000 -4.4761e-001 -1.0567e+000 -4.0362e+000 +4.0626e+000 -3.0861e+000
7 +5.493710675e+005 +5.493710675e+005 +5.494473375e+005 +5.494473375e+005 -3.8131e+000 -4.6652e+000 +5.3604e-001 +2.8926e+000 +1.0199e+000 +4.0557e-001 -4.3957e+000 -1.0337e+000 +4.0501e+000 -3.9188e+000 -2.5567e+000 -4.9038e+000 -1.3413e+000 +3.4765e+000 -4.3930e+000 +4.2156e+000 -1.3023e+000 -4.5802e+000 +4.3680e+000 -2.3316e+000
9 +1.729974074e+005 +1.729974074e+005 +1.730736774e+005 +1.730736774e+005 +4.6746e+000 +2.8293e+000 -1.2496e+000 +2.4617e+000 +1.2954e+000 +1.6986e+000 +3.6109e+000 +3.5957e+000 +4.1581e+000 +1.9708e+000 +2.3052e-001 -3.8853e+000 +2.0744e+000 +2.2067e+000 -1.2326e+000 -3.3340e+000 +1.8445e+000 +4.8931e+000 -2.5673e+000 +3.7404e+000
10 +1.337725258e+005 +1.337725258e+005 +1.338487958e+005 +1.338487958e+005 -4.5702e+000 +2.9128e+000 -4.3198e-001 +2.0711e+000 -1.8232e+000 -8.8219e-001 +1.7117e+000 -4.5404e+000 +3.1026e+000 -3.9460e+000 -4.9749e+000 +4.9718e+000 -1.2841e+000 -1.7968e+000 -1.3230e+000 +3.8137e+000 +4.9455e+000 -2.0255e+000 +2.4239e+000 +6.9064e-001
19 +1.487566832e+004 +1.487566832e+004 +1.495193832e+004 +1.495193832e+004 -3.5420e+000 +2.1696e+000 +3.0204e+000 +2.5217e+000 -3.6720e+000 +4.9427e+000 -3.6497e+000 -3.3985e+000 +3.1069e+000 -2.5115e+000 +2.8505e+000 +4.7845e+000 -2.0366e+000 +4.2724e+000 +1.8253e+000 -3.0960e+000 -3.5617e+000 +3.4578e+000 +1.5454e+000 -3.8251e+000
63 +2.518094795e+002 +2.518094795e+002 +3.280794795e+002 +3.280794795e+002 -1.5680e+000 +2.5173e+000 +9.3551e-001 +6.4728e+000 -5.4979e+000 -1.3447e-001 -5.8587e+000 -4.3893e+000 -2.3498e+000 +1.6061e+000 -5.1054e-001 +2.1126e+000 +3.4378e+000 +2.8820e+000 -2.4044e+000 -4.7322e+000 -3.5644e-001 +9.2528e-001 +1.4498e+000 +8.8068e-001
1570 +2.390447237e+002 +2.390447237e+002 +3.153147237e+002 +3.153147237e+002 +1.9274e+000 +3.8259e-001 -4.2366e+000 -2.8057e-001 +2.4247e+000 -1.5485e+000 +1.4791e+000 -3.3794e-001 +9.4541e-001 +1.0222e-001 -1.2327e+000 -4.1816e+000 +1.7885e-001 +1.4980e+000 +1.3940e+000 -4.0855e+000 +1.3329e-001 +7.8669e-001 -1.4455e+000 +1.2970e+000
5527 +1.490320206e+002 +1.490320206e+002 +2.253020206e+002 +2.253020206e+002 -1.7179e+000 +1.1048e+000 -5.4180e+000 +2.3676e+000 -3.0389e+000 -3.9570e-001 -2.9897e+000 +1.1356e+000 +8.5644e-001 -4.1250e-001 +3.3463e+000 -3.4514e-001 -7.1633e+000 +1.2571e-001 -1.2647e+000 +1.8626e+000 +4.6853e+000 +1.6903e+000 -1.1635e+000 +2.4262e-002
6002 +9.512341307e+001 +9.512341307e+001 +1.713934131e+002 +1.713934131e+002 -3.0398e+000 -1.4861e-001 -4.9478e+000 +3.2376e-001 -2.3932e+000 -2.5360e+000 -3.4027e+000 -1.5396e+000 -1.0339e+000 +1.1071e+000 +8.5686e-001 -5.8794e-001 -3.5852e+000 +3.5074e-001 +1.2699e-001 -2.7038e-001 +1.8566e+000 +7.5621e-001 -1.8226e+000 -2.1282e-001
6801 +6.062649553e+001 +6.062649553e+001 +1.368964955e+002 +1.368964955e+002 -8.1941e-001 -3.4441e+000 -2.4871e+000 -3.5155e-001 -2.4984e+000 -3.2340e+000 -3.2419e+000 -1.4738e+000 -1.2585e+000 +5.2578e-001 +3.6419e+000 -5.2747e-001 -4.0361e+000 -5.9699e-001 -9.5997e-001 -5.7253e-001 +1.6154e+000 -2.6382e+000 -1.5941e+000 -3.8004e-001
8552 +3.977970324e+001 +3.977970324e+001 +1.160497032e+002 +1.160497032e+002 -4.6834e-001 -2.2233e+000 -1.6041e+000 -1.2852e-001 -1.0981e+000 -2.9599e+000 -1.0413e+000 -7.1276e-001 -1.7500e+000 -1.9007e-001 +3.0008e+000 -1.0517e+000 -2.3058e+000 +3.9599e-001 -2.2464e+000 -1.2271e+000 +2.5889e+000 -3.7942e+000 -2.0001e+000 +3.4513e-001
12223 +2.465411386e+001 +2.465411386e+001 +1.009241139e+002 +1.009241139e+002 -1.7091e-001 -1.6824e+000 -7.8561e-001 +9.8157e-001 -1.0281e+000 -3.1783e+000 -1.7262e+000 +5.1543e-001 -1.3038e+000 +1.3540e+000 +3.4748e+000 -1.1076e+000 -2.2401e+000 +2.6836e+000 -1.7118e+000 -1.5297e+000 +1.5773e+000 -5.5825e+000 -1.6704e+000 -1.5991e-001
21494 +1.574810438e+001 +1.574810438e+001 +9.201810438e+001 +9.201810438e+001 -1.0568e-001 -2.6744e+000 -1.0364e+000 +1.4001e+000 -1.1573e+000 -1.8741e+000 -1.8537e+000 +6.0278e-001 -1.4353e+000 +1.8767e+000 +2.8894e+000 -1.1099e+000 -2.4923e+000 +2.5489e+000 -2.3945e+000 -1.2411e+000 +3.4818e-001 -5.1975e+000 -1.3299e+000 -1.7413e+000
32077 +9.950355629e+000 +9.950355629e+000 +8.622035563e+001 +8.622035563e+001 -3.6582e-001 -2.4663e+000 -5.7907e-001 +9.9371e-001 -1.2784e+000 -1.5818e+000 -2.0489e+000 +5.1453e-001 -1.4150e+000 +2.7345e+000 +2.5972e+000 -1.1655e+000 -2.7584e+000 +3.0473e+000 -2.8921e+000 -2.1099e+000 +5.4618e-001 -4.4497e+000 -4.9809e-001 -1.6400e+000
36821 +6.262062404e+000 +6.262062404e+000 +8.253206240e+001 +8.253206240e+001 -3.9270e-001 -2.4470e+000 -7.1322e-001 +1.0351e+000 -1.3811e+000 -1.5401e+000 -1.7226e+000 +8.4337e-001 -1.4650e+000 +3.2405e+000 +2.6442e+000 -1.2498e+000 -2.7676e+000 +3.5125e+000 -2.0411e+000 -2.0209e+000 +5.6202e-001 -2.9024e+000 +8.0527e-002 -1.7743e+000
38866 +3.977164841e+000 +3.977164841e+000 +8.024716484e+001 +8.024716484e+001 -4.2687e-001 -2.5969e+000 -5.2964e-001 +1.0434e+000 -1.4472e+000 -2.2325e+000 -6.7507e-001 +7.7183e-001 -1.4813e+000 +3.1733e+000 +2.6952e+000 -1.2085e+000 -2.3558e+000 +3.5879e+000 -2.4218e+000 -1.6671e+000 +6.5809e-001 -2.9737e+000 +7.7365e-002 -2.1281e+000
52348 +2.510521784e+000 +2.510521784e+000 +7.878052178e+001 +7.878052178e+001 -6.1837e-001 -2.8861e+000 -8.1541e-001 +1.0531e+000 -1.6658e+000 -1.6564e+000 -2.8985e-001 +1.4490e+000 -1.4682e+000 +2.7984e+000 +2.5840e+000 -1.7542e+000 -2.4566e+000 +3.3015e+000 -2.2352e+000 -1.5617e+000 +6.6368e-001 -3.6577e+000 +7.0325e-001 -2.2382e+000
57108 +1.584477636e+000 +1.584477636e+000 +7.785447764e+001 +7.785447764e+001 -7.6547e-001 -2.8827e+000 -9.5158e-001 +1.0530e+000 -1.8284e+000 -2.1248e+000 -7.1769e-001 +1.1861e+000 -1.3767e+000 +2.7685e+000 +2.6398e+000 -1.8712e+000 -2.6309e+000 +3.4503e+000 -2.2480e+000 -1.3707e+000 +6.6380e-001 -3.5800e+000 +6.6822e-001 -1.9771e+000
