% function evaluation | noise-free fitness - Fopt (7.135000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.078252987e+002 +5.078252987e+002 +5.791752987e+002 +5.791752987e+002 +1.4363e+001 +1.1691e+001 +7.8682e+000 +8.5582e+000 +1.3966e+001 +7.0374e+000 +1.0917e+001 +1.2770e+001 +1.2132e+001 +1.1449e+001 +1.2608e+001 +1.1761e+001 +1.2221e+001 +1.2567e+001 +9.1243e+000 +9.2368e+000 +1.2927e+001 +1.1190e+001 +6.7415e+000 +1.2788e+001
3 +2.981200047e+002 +2.981200047e+002 +3.694700047e+002 +3.694700047e+002 +8.3684e+000 +1.3228e+001 +1.2183e+001 +5.4636e+000 +7.7968e+000 +9.8690e+000 +6.5254e+000 +7.1629e+000 +1.4350e+001 +1.0329e+001 +5.6371e+000 +8.7024e+000 +1.3159e+001 +9.4223e+000 +7.4260e+000 +7.1846e+000 +5.6062e+000 +5.1064e+000 +8.4182e+000 +8.6432e+000
23 +2.291296779e+002 +2.291296779e+002 +3.004796779e+002 +3.004796779e+002 +9.7715e+000 +5.3450e+000 +6.6608e+000 +5.7108e+000 +6.0944e+000 +1.0237e+001 +7.6358e+000 +1.2121e+001 +1.0589e+001 +8.0239e+000 +1.0018e+001 +9.0715e+000 +1.3239e+001 +1.1748e+001 +6.2290e+000 +5.4843e+000 +7.5599e+000 +5.9638e+000 +8.5422e+000 +5.9341e+000
426 +1.584240051e+002 +1.584240051e+002 +2.297740051e+002 +2.297740051e+002 +6.2192e+000 +6.2427e+000 +2.7320e+000 +4.9776e+000 +1.0304e+001 +1.1177e+001 +7.7213e+000 +8.0494e+000 +8.9017e+000 +8.9434e+000 +2.6679e+000 +9.3834e+000 +4.6457e+000 +3.9512e+000 +8.4540e+000 +9.8761e+000 +7.7894e+000 +7.4353e+000 +9.7878e+000 +7.8493e-001
1433 +9.151544025e+001 +9.151544025e+001 +1.628654402e+002 +1.628654402e+002 +4.4932e+000 +5.5856e+000 +5.0523e+000 +6.2069e+000 +7.3267e+000 +7.4005e+000 +8.7750e+000 +4.1432e+000 +6.0409e+000 +6.4981e+000 +5.0702e+000 +6.5715e+000 +4.2912e+000 +2.0843e+000 +8.6262e+000 +8.1376e+000 +9.6402e+000 +5.4689e+000 +6.6680e+000 +3.5628e+000
2101 +5.712175154e+001 +5.712175154e+001 +1.284717515e+002 +1.284717515e+002 +4.5981e+000 +6.2136e+000 +5.0806e+000 +5.2202e+000 +6.6127e+000 +7.3436e+000 +7.8303e+000 +4.7262e+000 +5.8391e+000 +7.2025e+000 +4.9944e+000 +5.7653e+000 +4.2949e+000 +2.0973e-001 +8.4789e+000 +8.2384e+000 +1.0125e+001 +5.0095e+000 +7.2313e+000 +2.9580e+000
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.599287334e+002 +3.599287334e+002 +4.708733413e+000 +4.708733413e+000 +1.3369e+001 +1.2562e+001 +9.5704e+000 +6.8701e+000 +5.2074e+000 +9.1265e+000 +1.1493e+001 +1.1562e+001 +6.5122e+000 +1.2368e+001 +1.1936e+001 +6.7189e+000 +8.0540e+000 +1.3637e+001 +7.1994e+000 +1.0596e+001 +5.6466e+000 +1.4395e+001 +5.6521e+000 +7.4014e+000
13 +2.383513154e+002 +2.383513154e+002 -1.168686846e+002 -1.168686846e+002 +1.0898e+001 +6.7603e+000 +1.0284e+001 +8.1533e+000 +6.5048e+000 +9.9892e+000 +6.1288e+000 +8.4497e+000 +1.1666e+001 +7.6530e+000 +7.6529e+000 +8.4614e+000 +8.6187e+000 +9.1289e+000 +6.0993e+000 +1.0202e+001 +6.0078e+000 +1.1005e+001 +1.0241e+001 +1.1645e+001
892 +1.378577175e+002 +1.378577175e+002 -2.173622825e+002 -2.173622825e+002 +8.0862e+000 +6.6765e+000 +4.2878e+000 +1.2988e+001 +5.1147e+000 +7.6829e-001 +8.5709e+000 +4.8212e+000 +6.1455e+000 +9.1435e+000 +1.0430e+001 +6.1830e+000 +8.0516e+000 +4.8360e+000 +6.0713e+000 +6.4252e+000 +5.8433e+000 +7.1862e+000 +6.7052e+000 +5.1549e+000
1187 +9.593571354e+001 +9.593571354e+001 -2.592842865e+002 -2.592842865e+002 +8.5958e+000 +5.4238e+000 +6.7495e+000 +8.3202e+000 +5.6262e+000 -1.0003e+000 +4.6406e+000 +6.3479e+000 +6.2470e+000 +9.4477e+000 +8.5987e+000 +4.5623e+000 +9.0517e+000 +4.8761e+000 +5.2205e+000 +9.1657e+000 +4.5686e+000 +9.5081e+000 +5.0907e+000 +5.1829e+000
2379 +6.000697793e+001 +6.000697793e+001 -2.952130221e+002 -2.952130221e+002 +5.3201e+000 +5.2389e+000 +6.6333e+000 +6.3338e+000 +5.6463e+000 +8.6170e-001 +6.0569e+000 +3.8361e+000 +6.9800e+000 +5.7542e+000 +7.7095e+000 +4.7139e+000 +7.0639e+000 +3.0020e+000 +1.7409e+000 +8.5519e+000 +3.7887e+000 +9.5996e+000 +7.3856e+000 +4.9360e+000
4921 +3.945706712e+001 +3.945706712e+001 -3.157629329e+002 -3.157629329e+002 +4.8792e+000 +4.7473e+000 +7.0441e+000 +5.7955e+000 +5.4743e+000 +7.7179e-001 +5.8217e+000 +3.9204e+000 +6.9647e+000 +5.6229e+000 +7.5377e+000 +4.3763e+000 +6.8617e+000 +2.8371e+000 +2.3781e+000 +8.4007e+000 +3.5514e+000 +9.5222e+000 +7.5851e+000 +4.9101e+000
% function evaluation | noise-free fitness - Fopt (9.917000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.854456747e+002 +3.854456747e+002 +4.846156747e+002 +4.846156747e+002 +8.3641e+000 +8.0899e+000 +1.2797e+001 +1.2751e+001 +1.1803e+001 +9.0557e+000 +9.3954e+000 +1.3408e+001 +6.1789e+000 +9.1718e+000 +1.3365e+001 +5.0769e+000 +1.0137e+001 +8.8276e+000 +9.9107e+000 +8.1160e+000 +1.0013e+001 +7.0867e+000 +1.4026e+001 +5.4823e+000
16 +2.509072601e+002 +2.509072601e+002 +3.500772601e+002 +3.500772601e+002 +1.0693e+001 +9.4265e+000 +7.5916e+000 +9.5044e+000 +1.2142e+001 +7.1082e+000 +8.9479e+000 +9.6646e+000 +5.6362e+000 +5.8947e+000 +1.1055e+001 +1.3287e+001 +5.6338e+000 +1.0136e+001 +9.7845e+000 +7.6687e+000 +5.4666e+000 +7.2981e+000 +1.1225e+001 +5.4504e+000
546 +1.561538138e+002 +1.561538138e+002 +2.553238138e+002 +2.553238138e+002 +4.8151e+000 +3.5703e+000 +5.6712e+000 +6.7704e+000 +5.4831e+000 +1.0376e+001 +5.7068e+000 +1.0410e+001 +5.3177e+000 +1.0725e+001 +8.9172e+000 -6.1895e-001 +7.0215e+000 +5.6912e+000 +8.5521e+000 +6.8560e+000 +1.0439e+001 +1.0576e+001 +2.7157e+000 +9.1867e+000
1078 +9.878340320e+001 +9.878340320e+001 +1.979534032e+002 +1.979534032e+002 +1.6592e+000 +7.8054e+000 +2.4563e+000 +4.8007e+000 +6.5501e+000 +6.8773e+000 +7.4699e+000 +2.1327e+000 +1.4957e+000 +7.6514e+000 +9.0014e+000 +1.8524e+000 +3.4535e+000 +6.0056e+000 +5.7728e+000 +4.2328e+000 +4.9760e+000 +9.8834e+000 +8.8285e+000 +7.8390e+000
1905 +5.938568790e+001 +5.938568790e+001 +1.585556879e+002 +1.585556879e+002 +2.3299e+000 +5.8666e+000 +4.4507e+000 +2.2287e+000 +5.8510e+000 +6.6118e+000 +2.8766e+000 +8.1678e+000 +3.7521e-001 -5.4518e-001 +5.9676e+000 +3.3684e+000 +5.3119e+000 +4.9748e+000 +7.3541e+000 +5.1407e+000 +5.1179e+000 +8.1493e+000 +4.6640e+000 +6.0045e+000
2494 +3.639709245e+001 +3.639709245e+001 +1.355670924e+002 +1.355670924e+002 +4.1632e+000 +5.3681e+000 +4.4006e+000 +1.2131e+000 +5.7274e+000 +6.6079e+000 +3.4730e+000 +8.0849e+000 +1.6387e+000 +1.5606e-001 +5.7340e+000 +4.6527e+000 +5.1523e+000 +4.7684e+000 +6.8184e+000 +6.2920e+000 +4.4782e+000 +7.2742e+000 +4.1405e+000 +6.4915e+000
4119 +2.459814818e+001 +2.459814818e+001 +1.237681482e+002 +1.237681482e+002 +4.3256e+000 +5.5154e+000 +4.4723e+000 +1.3181e+000 +5.8124e+000 +6.4774e+000 +3.5489e+000 +7.9472e+000 +1.7454e+000 +1.1461e-001 +5.7106e+000 +4.9091e+000 +5.3391e+000 +4.7086e+000 +6.8644e+000 +6.3200e+000 +4.1393e+000 +7.1827e+000 +4.1417e+000 +6.3283e+000
% function evaluation | noise-free fitness - Fopt (-5.179100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.658430697e+002 +5.658430697e+002 +4.793306966e+001 +4.793306966e+001 +5.1091e+000 +1.3958e+001 +5.8126e+000 +1.2372e+001 +5.4571e+000 +1.4960e+001 +1.2251e+001 +1.4916e+001 +8.2003e+000 +1.3688e+001 +1.3049e+001 +9.9242e+000 +1.3733e+001 +5.8072e+000 +1.3227e+001 +6.4457e+000 +9.0046e+000 +1.4397e+001 +1.4341e+001 +8.5448e+000
