% function evaluation | noise-free fitness - Fopt (1.238300000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.769681495e+005 +2.769681495e+005 +2.770919795e+005 +2.770919795e+005 -1.2224e+000 -3.9425e+000 -3.1085e+000 +4.1437e+000 +2.2040e+000 +6.8749e-001 -4.6149e+000 +1.7992e+000 -2.2932e+000 -2.5939e+000 +2.3084e+000 -2.4793e+000 +1.7209e+000 -2.7620e+000 -1.1835e+000 -1.6564e+000 -4.1541e+000 +1.3919e+000 -1.9856e-001 -2.4920e+000
5 +2.125298232e+005 +2.125298232e+005 +2.126536532e+005 +2.126536532e+005 -1.3314e+000 -1.3877e+000 -1.4485e+000 -3.5632e+000 -1.9230e+000 -3.5950e-001 +4.9789e-001 +3.2111e+000 -1.8825e+000 +4.6211e+000 -8.5929e-001 +2.3220e+000 +2.1864e+000 -9.9185e-001 +4.5628e+000 +3.6118e+000 -6.3163e-001 -7.2964e-001 +5.4116e-001 +4.6630e+000
23 +9.867206360e+004 +9.867206360e+004 +9.879589360e+004 +9.879589360e+004 -1.4302e+000 +2.7398e+000 +1.7778e-003 +1.5047e-001 +4.1652e+000 +5.4804e-001 -2.5470e+000 -6.3391e-001 +1.3089e+000 -2.5185e+000 +3.6417e+000 -1.9540e+000 -7.0659e-001 +2.1215e-001 -1.2923e+000 +4.6926e+000 -4.1672e-002 +2.7125e+000 -2.9418e+000 +6.8355e-001
123 +2.953972600e+004 +2.953972600e+004 +2.966355600e+004 +2.966355600e+004 +9.4377e-001 +8.1212e-001 +2.8441e-001 +1.5215e-001 +1.4716e+000 -2.0713e-001 -9.5061e-001 +4.4711e-001 -5.6360e-001 -1.5020e+000 +9.6969e-001 -1.2957e+000 -2.4163e+000 -1.1735e+000 +9.8094e-001 +2.8561e+000 +4.2474e-001 +2.8655e+000 +1.0954e+000 +2.1989e+000
280 +1.426723336e+004 +1.426723336e+004 +1.439106336e+004 +1.439106336e+004 -2.1530e+000 +5.9598e-001 +1.4728e+000 -2.8549e+000 -1.0448e+000 +2.0231e+000 -1.4890e+000 +2.2968e+000 -9.9368e-002 -2.9154e-001 +2.8653e-001 -1.1252e+000 -3.2169e-001 -5.5925e-001 -1.2320e+000 +1.5973e+000 -1.0609e+000 -6.6216e-001 +3.9871e-001 -1.2671e+000
813 +6.443114083e+003 +6.443114083e+003 +6.566944083e+003 +6.566944083e+003 -2.3793e-001 -1.4310e-001 -8.2973e-002 -1.8108e+000 +2.8079e-001 +1.3439e+000 -1.2457e+000 +5.4986e-001 +2.1443e+000 -1.7450e+000 +1.5615e+000 -6.5552e-001 -2.5688e-001 -1.6766e+000 -2.7052e-001 +1.4696e+000 -4.2347e-001 +1.8992e+000 -4.5487e-001 -6.5762e-001
972 +5.201362976e+003 +5.201362976e+003 +5.325192976e+003 +5.325192976e+003 +6.6460e-001 -2.2464e-001 +1.1570e-001 -2.0664e-001 -7.7432e-001 +1.4393e+000 -1.8218e+000 +7.5874e-001 +1.5797e+000 -1.3103e+000 +1.0705e+000 +8.1070e-002 -3.6383e-001 -1.6072e+000 +9.5542e-001 +3.5611e-001 -8.1102e-001 +1.4265e+000 -1.2220e+000 -1.1264e+000
1048 +3.898203115e+003 +3.898203115e+003 +4.022033115e+003 +4.022033115e+003 +6.8996e-001 -1.8920e-001 +4.2226e-001 -2.1722e+000 -8.3872e-001 +3.8039e-001 -1.2541e+000 +1.1517e+000 +1.5185e+000 -1.2298e+000 +1.5866e+000 +5.7566e-001 -2.1643e-001 -6.6757e-001 -1.8514e-001 +2.5021e+000 +9.1884e-001 +1.5180e-001 -1.7066e+000 +7.2290e-001
1245 +1.332377781e+003 +1.332377781e+003 +1.456207781e+003 +1.456207781e+003 +2.2078e-001 +8.7441e-001 -3.7043e-001 -8.3353e-001 -4.8987e-001 +1.7125e-001 -4.9520e-001 +4.0694e-001 +9.4900e-001 -1.4540e+000 -4.4061e-001 +2.0180e-001 -4.0209e-001 -1.9537e-001 -1.0107e+000 +3.5240e-001 -4.9551e-001 +6.8698e-001 +7.9523e-001 -3.0737e-001
1577 +9.555654165e+002 +9.555654165e+002 +1.079395416e+003 +1.079395416e+003 +8.3472e-001 +1.9206e-001 -4.2761e-001 -5.0763e-001 -4.9360e-001 +3.9186e-001 -5.6134e-001 -2.1091e-001 +3.7353e-001 -1.3053e+000 +2.2166e-001 +1.2256e-001 -3.8200e-001 +4.7913e-001 -3.4590e-001 -1.9875e-001 -2.4669e-002 +9.5734e-001 +6.3811e-001 +3.0111e-001
