% function evaluation | noise-free fitness - Fopt (1.026100000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +9.620230756e+002 +9.620230756e+002 +1.064633076e+003 +1.064633076e+003 +3.6433e+000 -3.6443e+000 +7.3642e-001 -2.1578e+000 +5.3893e-001 +4.5550e+000 -3.2980e+000 +4.4839e+000 +1.9542e+000 -3.1588e+000 -3.1142e+000 +4.8748e+000 +1.7797e+000 +1.3359e+000 +4.5340e+000 -9.8723e-001 -2.0702e+000 -9.6196e-001 +4.8315e+000 +1.4338e+000
9 +5.352342066e+002 +5.352342066e+002 +6.378442066e+002 +6.378442066e+002 -2.4256e+000 -3.9208e+000 -3.0433e+000 -1.4410e+000 +3.1873e+000 +3.4126e+000 +7.4321e-001 -3.2125e+000 +2.8801e+000 -1.0189e+000 +1.0040e+000 -1.0738e+000 +1.6066e+000 -9.3331e-001 +1.3761e+000 -9.4905e-001 +1.4776e+000 -1.0803e+000 -4.0975e+000 -1.9920e+000
490 +3.662829868e+002 +3.662829868e+002 +4.688929868e+002 +4.688929868e+002 -1.0135e+000 -3.8383e+000 -4.4813e-001 -1.0700e+000 -5.4233e-001 +1.2557e+000 -8.4303e-001 -1.5805e+000 +1.9021e+000 +5.1489e-002 +3.6482e-001 +6.5762e-001 -2.1958e-002 -2.0456e+000 +1.8684e+000 +2.5212e+000 +4.7886e+000 -3.4039e+000 -1.1062e+000 -7.3899e-001
1621 +2.277812963e+002 +2.277812963e+002 +3.303912963e+002 +3.303912963e+002 -5.4322e-001 -2.5539e+000 -9.9818e-001 -2.2340e+000 +7.9214e-001 +1.8852e-001 +6.0908e-001 +1.5861e+000 +1.7528e+000 -8.1136e-002 +1.6158e+000 -4.1213e-001 +9.7679e-001 -6.1337e-002 +1.3820e+000 +6.8343e-001 +1.0877e+000 +4.6741e-002 -1.9000e+000 -2.3922e+000
85975 +1.373499513e+002 +1.373499513e+002 +2.399599513e+002 +2.399599513e+002 -1.3175e+000 -2.1513e-001 +2.6698e+000 -1.5537e+000 +1.2900e+000 +9.9532e-001 +1.2303e+000 +4.0596e-001 +1.5109e+000 -1.5761e+000 +9.8409e-001 +1.2650e+000 +1.6335e+000 -1.7265e+000 +1.5009e+000 +7.1575e-001 +2.1532e-001 -1.4301e-001 -1.6357e+000 -1.5225e+000
% function evaluation | noise-free fitness - Fopt (9.330000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +8.543782351e+002 +8.543782351e+002 +9.476782351e+002 +9.476782351e+002 -4.8775e+000 +7.3022e-001 +3.9820e+000 -1.6261e+000 -1.3818e+000 +8.2607e-001 +4.5497e+000 +1.6163e+000 -1.1556e+000 -4.6729e+000 -8.5965e-001 +3.5925e+000 -3.1785e+000 +4.5265e+000 -7.2610e-001 +3.7057e-001 +2.9291e+000 +4.3485e+000 +7.9223e-001 -3.4119e+000
9 +5.538596967e+002 +5.538596967e+002 +6.471596967e+002 +6.471596967e+002 +2.9877e-001 +3.2520e+000 -3.6054e+000 +4.9990e-001 -3.6206e+000 +1.0815e+000 -1.3311e+000 -1.5029e+000 -1.7139e+000 -2.1668e+000 -2.1107e+000 +4.9822e+000 +7.0784e-001 +3.4262e+000 +1.6425e+000 -1.0720e+000 -3.4806e+000 +2.2408e+000 +2.6103e-001 -4.8325e+000
325 +3.739750317e+002 +3.739750317e+002 +4.672750317e+002 +4.672750317e+002 -2.0588e+000 +1.6789e-001 +4.0174e+000 +2.1875e+000 +9.4509e-001 -2.5006e-001 +2.6880e+000 +1.2215e+000 -5.7890e-001 +1.0677e+000 -1.1130e+000 -2.2246e+000 -2.0500e+000 +2.8899e-001 -9.4920e-002 +1.8776e+000 +4.2261e-001 -3.3731e+000 +1.0294e+000 +1.8217e+000
1122 +2.086646914e+002 +2.086646914e+002 +3.019646914e+002 +3.019646914e+002 -1.4282e+000 +1.0677e+000 +3.3569e+000 +1.5212e+000 +9.6190e-001 +2.5033e-001 +1.9236e+000 +1.2895e-002 +1.1890e+000 +1.0885e+000 -1.1869e+000 -2.3122e+000 -3.0317e+000 -3.9592e-002 +8.6092e-001 +1.8690e+000 +4.7107e-001 -2.8183e+000 +6.0748e-001 +2.2910e+000
