% function evaluation | noise-free fitness - Fopt (2.997000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.795113039e+003 +2.795113039e+003 +2.825083039e+003 +2.825083039e+003 +3.2531e+000 +2.4734e+000 -1.1092e-001 +1.9853e+000 -4.2516e+000 +3.4081e+000 +8.9781e-002 +1.2502e+000 -2.4644e+000 -3.1238e+000 +3.5838e+000 -2.0525e+000 +1.0801e+000 +2.2587e+000 -7.0187e-001 -3.5006e+000 -4.6797e+000 +2.0700e+000 +2.5890e+000 +1.3702e+000
4 +2.472859960e+003 +2.472859960e+003 +2.502829960e+003 +2.502829960e+003 -2.0233e-001 +1.3364e-001 +3.9188e+000 +5.2329e-001 +2.0443e+000 -9.3164e-001 +8.9907e-002 -5.2276e-001 -3.0915e+000 +2.6566e+000 -1.3882e+000 +8.1894e-001 +1.4110e+000 +2.5369e+000 +2.0219e+000 -2.1887e+000 -4.6581e+000 +1.6429e+000 -2.3877e+000 -2.4735e+000
551 +1.583935250e+003 +1.583935250e+003 +1.613905250e+003 +1.613905250e+003 -5.1648e+000 +6.2171e-001 -7.0651e+000 -1.1651e+000 +6.7200e+000 +5.5829e+000 -3.1436e+000 -4.5021e+000 +3.2646e+000 -3.0300e+000 -1.8017e+000 -2.4214e+000 +4.7858e+000 +3.7826e-001 +1.4350e+000 +7.4728e-001 -3.0592e+000 -9.9967e-001 +1.5287e-001 -3.1572e+000
1128 +8.269411031e+002 +8.269411031e+002 +8.569111031e+002 +8.569111031e+002 -5.1043e-001 -2.6143e+000 -3.9376e+000 -3.1160e+000 +5.7624e+000 +3.0775e+000 -4.7011e+000 -2.8957e+000 +1.0176e+000 -2.2315e+000 -5.6870e-001 -3.3940e+000 +2.8708e+000 +2.5332e+000 -1.4687e+000 +2.6641e+000 -4.3924e+000 -3.9080e-001 +1.2670e+000 -2.0648e+000
1586 +6.107648584e+002 +6.107648584e+002 +6.407348584e+002 +6.407348584e+002 -4.6178e-001 -1.5229e+000 -2.7159e+000 -2.0589e+000 +4.1589e+000 +2.7468e+000 -5.1633e+000 -2.7411e+000 -1.8961e-001 -7.2440e-001 +1.3963e+000 -9.9989e-001 +4.2813e+000 +2.7995e+000 -1.3974e+000 +3.5808e+000 -4.6108e+000 +5.0777e-001 +1.0537e+000 -3.5422e+000
1823 +3.860990831e+002 +3.860990831e+002 +4.160690831e+002 +4.160690831e+002 +6.9365e-001 -2.7456e+000 -1.9631e+000 -2.0106e+000 +3.5191e+000 +2.6789e+000 -5.0293e+000 -3.4095e+000 +7.6837e-001 -1.8736e+000 +9.9718e-001 -1.4576e+000 +4.1394e+000 +2.6058e+000 -1.3276e+000 +3.2221e+000 -3.8701e+000 +1.1160e-001 +1.4543e+000 -3.7953e+000
2390 +2.306109523e+002 +2.306109523e+002 +2.605809523e+002 +2.605809523e+002 +1.4025e+000 -1.9832e+000 -3.2080e+000 -2.0840e+000 +3.1817e+000 +2.8254e+000 -4.5677e+000 -3.5026e+000 +2.2612e-001 -2.2212e+000 +2.3456e-001 -1.1997e+000 +3.0714e+000 +2.3371e+000 -1.4110e+000 +3.2136e+000 -4.0843e+000 -4.6441e-002 +2.1332e+000 -4.0475e+000
3059 +1.521861739e+002 +1.521861739e+002 +1.821561739e+002 +1.821561739e+002 +1.8299e+000 -2.1023e+000 -3.3735e+000 -2.1999e+000 +2.9692e+000 +2.5477e+000 -4.3114e+000 -3.4752e+000 +7.4991e-002 -1.9946e+000 +5.1822e-001 -9.8048e-001 +3.5665e+000 +2.2946e+000 -1.2799e+000 +3.1502e+000 -3.2902e+000 -4.6140e-002 +2.1683e+000 -3.7977e+000
3780 +9.874162647e+001 +9.874162647e+001 +1.287116265e+002 +1.287116265e+002 +1.2752e+000 -1.7996e+000 -3.3428e+000 -2.2297e+000 +2.9725e+000 +2.7246e+000 -4.4028e+000 -3.5229e+000 +2.2984e-001 -2.0044e+000 +7.5727e-001 -1.0987e+000 +3.7747e+000 +2.2547e+000 -1.1388e+000 +2.6227e+000 -3.0924e+000 -1.4798e-001 +1.9450e+000 -3.6507e+000
4813 +6.177038089e+001 +6.177038089e+001 +9.174038089e+001 +9.174038089e+001 +1.2947e+000 -1.8300e+000 -3.4860e+000 -2.1384e+000 +2.9623e+000 +2.8860e+000 -4.4193e+000 -3.6075e+000 +7.6477e-002 -1.9399e+000 +6.8663e-001 -1.0411e+000 +3.7318e+000 +2.0946e+000 -1.3382e+000 +2.7951e+000 -3.1945e+000 -1.2658e-001 +1.6322e+000 -3.7715e+000
