% function evaluation | noise-free fitness - Fopt (7.948000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.614750217e+002 +3.614750217e+002 +4.409550217e+002 +4.409550217e+002 +1.9101e+000 -2.8491e+000 +1.6111e+000 -4.3835e+000 +3.0186e+000 +4.1876e+000 +4.0787e+000 -5.7038e-001 -2.6142e+000 +4.1292e+000 +1.7455e+000 -1.1434e+000 -1.2202e+000 +4.8791e+000 -4.8388e+000 -1.6621e+000 -4.2622e+000 -4.2401e+000 +6.1202e-002 +3.9558e+000
5 +2.432018940e+002 +2.432018940e+002 +3.226818940e+002 +3.226818940e+002 +2.5395e+000 +1.4021e-001 -1.8726e+000 +4.1684e+000 +4.1928e-001 +4.8767e+000 -2.8975e+000 -4.4225e-001 +4.3906e+000 -2.6474e+000 +4.0953e+000 +1.8868e+000 -4.7433e+000 +3.3224e-001 -1.5877e-001 -2.2897e+000 -2.6041e+000 -1.2319e+000 +1.0029e+000 +2.7569e+000
17 +1.477233607e+002 +1.477233607e+002 +2.272033607e+002 +2.272033607e+002 -1.8778e+000 -2.8450e+000 -3.0874e+000 +1.3770e+000 +8.8436e-001 -7.3035e-001 +3.2375e+000 -2.7575e+000 -1.0632e-001 -3.9993e+000 -4.9174e-001 -3.5824e+000 -4.8512e+000 -1.1375e+000 +4.5587e+000 +2.9519e+000 -3.0333e+000 -3.0943e+000 +4.7582e-001 -8.8709e-001
96 +6.327861066e+001 +6.327861066e+001 +1.427586107e+002 +1.427586107e+002 -1.0952e+000 -1.4511e+000 -1.6172e-001 -1.1830e-001 -1.4799e+000 +1.7053e+000 +4.0351e-001 -7.3637e-001 -1.5654e+000 -3.0175e+000 -1.0508e+000 -3.5036e-001 +1.1871e-001 +2.5825e+000 +3.4711e+000 +2.6759e-001 -3.9628e+000 -2.6986e+000 +5.0683e+000 +2.2169e+000
291 +5.707800398e+001 +5.707800398e+001 +1.365580040e+002 +1.365580040e+002 +1.4132e+000 -2.0671e+000 -1.9337e+000 +1.9078e+000 -4.4293e-001 -7.0214e-001 -2.8438e+000 +1.4034e+000 -3.7843e+000 -2.8444e+000 -2.6806e+000 +2.5509e+000 +1.4400e+000 +2.6747e+000 +2.5786e+000 +3.9440e+000 -2.9513e+000 -1.0932e+000 +4.3047e+000 -4.5873e-002
570 +3.809902356e+001 +3.809902356e+001 +1.175790236e+002 +1.175790236e+002 -1.4016e+000 -3.7416e+000 -1.8265e+000 -6.7703e-002 -3.4557e+000 -1.6858e+000 +1.7802e+000 +2.4337e-001 -1.9238e+000 -3.6373e+000 -3.6012e+000 +2.7327e+000 +7.3740e-001 +2.2809e+000 +3.2791e+000 +4.7789e+000 -4.4783e-001 -4.1381e+000 +4.3635e+000 +8.6351e-001
982 +2.090524096e+001 +2.090524096e+001 +1.003852410e+002 +1.003852410e+002 -8.1889e-001 -2.6574e+000 -2.8449e-001 +2.5848e+000 -2.5108e+000 +1.1854e+000 +1.2392e-001 -1.4522e+000 -2.0430e+000 -2.4846e+000 -2.7812e+000 +3.1355e+000 +5.7407e-001 +4.7443e-001 +3.3047e+000 +3.9892e+000 +5.7867e-001 -2.8945e+000 +4.5795e+000 -2.3346e-001
1333 +1.424842596e+001 +1.424842596e+001 +9.372842596e+001 +9.372842596e+001 -5.9051e-001 -8.6174e-001 -8.5384e-001 +1.8272e+000 -4.0479e+000 -1.5483e+000 -9.5917e-001 +1.4901e+000 -2.5511e+000 -2.3003e+000 -2.8563e+000 +1.5745e+000 +7.9229e-001 +2.1249e-001 +4.3302e+000 +2.4048e+000 +7.1608e-001 -3.6924e+000 +2.9124e+000 +6.7401e-001
1484 +9.409503084e+000 +9.409503084e+000 +8.888950308e+001 +8.888950308e+001 -2.3958e-001 -1.1744e+000 +7.5742e-001 +1.1811e+000 -2.6360e+000 +3.5917e-001 -2.4575e-001 -1.0954e-001 -2.0257e+000 -2.8063e+000 -3.7464e+000 +1.6600e+000 -3.7048e-002 +6.8836e-002 +3.8759e+000 +4.2143e+000 +5.5468e-001 -2.8453e+000 +3.2918e+000 +6.8776e-001
1692 +6.263972352e+000 +6.263972352e+000 +8.574397235e+001 +8.574397235e+001 -5.5764e-001 -8.6966e-001 -1.0922e+000 +1.8141e+000 -3.7482e+000 +2.7000e-001 -5.1709e-001 -6.0530e-001 -2.0155e+000 -3.4536e+000 -3.7704e+000 +1.5596e+000 +2.5580e-001 -8.4570e-001 +4.0426e+000 +3.5224e+000 -4.2269e-001 -3.8060e+000 +3.3943e+000 +1.5447e+000
