% function evaluation | noise-free fitness - Fopt (7.135000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.062073473e+002 +4.062073473e+002 +4.775573473e+002 +4.775573473e+002 +8.0509e+000 +1.1068e+001 +1.0274e+001 +1.3418e+001 +7.1673e+000 +1.2225e+001 +6.8430e+000 +1.0040e+001 +1.0768e+001 +9.0034e+000 +1.3211e+001 +1.4445e+001 +1.3041e+001 +7.6731e+000 +8.1500e+000 +1.3064e+001 +9.3513e+000 +1.0991e+001 +1.1891e+001 +5.9197e+000
3 +3.324949286e+002 +3.324949286e+002 +4.038449286e+002 +4.038449286e+002 +9.8068e+000 +5.0177e+000 +6.8415e+000 +9.3420e+000 +1.0085e+001 +7.9318e+000 +1.1199e+001 +6.5975e+000 +9.0588e+000 +1.2688e+001 +5.7818e+000 +5.3582e+000 +1.0986e+001 +6.7936e+000 +1.2213e+001 +1.3180e+001 +9.8792e+000 +8.0261e+000 +1.4900e+001 +1.3456e+001
30 +2.237035598e+002 +2.237035598e+002 +2.950535598e+002 +2.950535598e+002 +5.1510e+000 +1.3744e+001 +7.2983e+000 +5.3680e+000 +8.0691e+000 +7.6042e+000 +5.3489e+000 +5.8962e+000 +8.5812e+000 +5.4844e+000 +6.3960e+000 +1.2863e+001 +8.3203e+000 +6.1242e+000 +1.0243e+001 +7.9316e+000 +6.5913e+000 +1.3724e+001 +8.8713e+000 +8.5838e+000
669 +1.462382377e+002 +1.462382377e+002 +2.175882377e+002 +2.175882377e+002 +7.6067e+000 +5.5584e+000 +5.4454e-001 +7.0277e+000 +7.2013e+000 +5.7113e+000 +2.7359e+000 +6.6235e+000 +8.8871e+000 +7.6746e+000 +1.0747e+001 +4.5868e+000 +1.1731e+001 +8.0880e-001 +6.4621e+000 +2.7765e+000 +9.4532e+000 +1.4656e+000 +9.8787e+000 +8.0380e+000
1091 +9.346277332e+001 +9.346277332e+001 +1.648127733e+002 +1.648127733e+002 -8.0856e-002 -5.6006e-001 +4.8687e+000 +7.7947e+000 +6.2591e+000 +6.6473e+000 +7.5886e+000 -6.5774e-002 +3.3898e+000 +1.6853e-001 +3.3176e+000 +3.3495e+000 +1.1190e+001 +6.7383e+000 +3.2625e+000 -7.1442e+000 +5.8259e+000 +6.9715e-001 +4.0561e+000 +7.1837e+000
1400 +5.045840350e+001 +5.045840350e+001 +1.218084035e+002 +1.218084035e+002 +3.8709e+000 -3.6010e+000 +9.2244e+000 +6.7485e+000 +4.5561e+000 +3.8702e+000 +8.1863e+000 +4.4863e+000 +6.4252e+000 +4.2306e+000 +5.1494e+000 +4.6243e+000 +4.1882e+000 +8.8082e-001 +3.0660e+000 +3.9436e+000 +5.3264e+000 +2.2205e-001 -3.2827e+000 +6.3115e+000
4604 +3.294957225e+001 +3.294957225e+001 +1.042995723e+002 +1.042995723e+002 +8.3886e-001 +7.7190e-001 +2.7210e+000 +5.8064e+000 -6.8702e-001 -1.0528e+000 -1.4292e+000 +4.4627e+000 +8.0949e+000 +3.8898e+000 +2.0587e+000 -3.1285e+000 +5.9791e+000 +4.0070e-001 -9.0995e-001 -5.0949e+000 +3.1245e+000 +5.6996e+000 +4.0296e+000 +3.1537e+000
% function evaluation | noise-free fitness - Fopt (-3.552200000000e+002) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +3.676506638e+002 +3.676506638e+002 +1.243066376e+001 +1.243066376e+001 +1.2948e+001 +9.2332e+000 +1.2348e+001 +9.0518e+000 +1.3884e+001 +5.4144e+000 +8.1908e+000 +1.4015e+001 +5.8462e+000 +1.1437e+001 +5.6552e+000 +1.1954e+001 +1.1475e+001 +1.2132e+001 +1.2101e+001 +7.1167e+000 +5.0285e+000 +1.0111e+001 +5.4890e+000 +9.2369e+000
61 +2.442622310e+002 +2.442622310e+002 -1.109577690e+002 -1.109577690e+002 +7.2750e+000 +8.9823e+000 +6.4065e+000 +9.6876e+000 +7.4740e+000 +5.8762e+000 +1.1993e+001 +9.3572e+000 +9.6164e+000 +1.1933e+001 +1.0917e+001 +6.6203e+000 +6.3141e+000 +1.4579e+001 +6.5606e+000 +7.2369e+000 +5.6685e+000 +6.9881e+000 +1.0328e+001 +5.1647e+000
