% function evaluation | noise-free fitness - Fopt (7.948000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +2.155324408e+002 +2.155324408e+002 +2.950124408e+002 +2.950124408e+002 -3.7710e+000 +2.1296e+000 -4.3722e+000 +2.1738e+000 -4.7351e+000 +4.3311e+000 -1.0045e+000 +2.9972e+000 +4.7755e+000 -5.2590e-001 +1.0913e+000 +3.0442e+000 +3.0063e+000 -8.8378e-001 -1.2339e-001 -7.9699e-001 -3.0834e+000 -9.0255e-003 +5.1812e-001 -2.3749e+000
48 +8.391640979e+001 +8.391640979e+001 +1.633964098e+002 +1.633964098e+002 -1.4069e+000 -2.0691e+000 -1.2319e+000 +1.5290e+000 +1.5228e+000 +1.7089e+000 -3.7894e+000 -7.3737e-003 -2.9217e+000 -2.4556e+000 -2.7428e+000 +2.3184e+000 +4.2235e+000 -4.7576e+000 +1.0290e+000 +1.4906e+000 -2.1737e-001 -2.2851e+000 +2.6138e+000 +6.5119e-001
165 +5.566699297e+001 +5.566699297e+001 +1.351469930e+002 +1.351469930e+002 -1.6198e+000 -1.1278e+000 -2.1801e+000 +2.8969e+000 +3.6609e-001 -2.0430e-001 -1.9699e+000 +1.8153e+000 -4.6154e+000 -3.5705e+000 -3.9438e+000 +2.1575e+000 +2.2815e+000 -9.8244e-001 +3.7088e+000 +2.0106e+000 -2.0910e+000 -1.2975e+000 +4.5502e-001 -1.1834e+000
451 +3.766623902e+001 +3.766623902e+001 +1.171462390e+002 +1.171462390e+002 -2.1843e+000 -1.0596e+000 -2.3199e+000 +2.4581e+000 +2.1831e-002 -9.4657e-001 -7.9263e-001 +9.5318e-001 -2.4492e+000 -3.3684e+000 -4.1946e+000 +2.0337e+000 +9.7926e-001 -1.0904e+000 +3.5373e+000 +2.3070e+000 -2.3303e+000 -2.2815e+000 -3.2693e-001 +1.6053e-001
835 +2.374905841e+001 +2.374905841e+001 +1.032290584e+002 +1.032290584e+002 -1.8839e+000 -4.4322e-001 -1.3962e+000 +2.2468e+000 +3.2796e-001 -1.3776e+000 +3.7433e-001 +9.0623e-001 -2.2346e+000 -1.3907e+000 -4.7388e+000 +1.9068e+000 +1.1132e+000 -7.2126e-001 +3.7674e+000 +2.7665e+000 -2.1890e-002 -3.4355e+000 +2.7203e+000 +1.7803e+000
970 +1.524561613e+001 +1.524561613e+001 +9.472561613e+001 +9.472561613e+001 -2.1370e+000 -1.2683e+000 -1.0173e+000 +1.7765e+000 -1.8945e+000 +4.0457e-001 -4.4515e-001 +3.0775e-001 -3.0317e+000 -2.3054e+000 -4.4874e+000 +1.9210e+000 +1.8197e+000 +6.0035e-002 +2.9571e+000 +1.5441e+000 +5.2656e-001 -3.9550e+000 +2.3797e+000 +2.9131e+000
1192 +9.400999065e+000 +9.400999065e+000 +8.888099906e+001 +8.888099906e+001 -4.1603e-001 -1.5081e+000 -1.7955e+000 +2.2084e+000 -2.1839e+000 +6.8163e-002 -3.5739e-002 +3.8754e-001 -2.4528e+000 -3.6443e+000 -4.4136e+000 +1.8538e+000 +2.2020e+000 +2.3286e-001 +2.2618e+000 +1.7335e+000 -1.5292e-001 -4.0719e+000 +2.2073e+000 +2.4029e+000
1380 +5.230744231e+000 +5.230744231e+000 +8.471074423e+001 +8.471074423e+001 -9.9282e-001 -7.4308e-001 -1.8083e+000 +1.8995e+000 -2.6901e+000 +6.2343e-001 +1.2943e-001 +6.8617e-001 -1.7017e+000 -2.9291e+000 -4.3714e+000 +2.0475e+000 +1.6089e+000 +3.8903e-002 +3.5211e+000 +2.2589e+000 +4.1414e-003 -3.2211e+000 +2.8792e+000 +1.7018e+000
1526 +3.620115245e+000 +3.620115245e+000 +8.310011525e+001 +8.310011525e+001 +6.7899e-001 -7.4348e-001 -1.2392e+000 +1.2646e+000 -2.5886e+000 -9.1268e-002 -4.3201e-003 +3.2688e-001 -1.7686e+000 -2.8505e+000 -4.4971e+000 +2.6720e+000 +1.5594e+000 +3.2137e-001 +3.2785e+000 +2.3794e+000 -3.0035e-001 -3.9967e+000 +2.8540e+000 +8.7504e-001
1528 +2.441511433e+000 +2.441511433e+000 +8.192151143e+001 +8.192151143e+001 +1.7629e-001 -2.6105e-001 -1.1769e+000 +1.9123e+000 -2.6116e+000 +2.2960e-001 +4.7182e-001 +1.6355e-001 -1.7139e+000 -2.6284e+000 -4.3211e+000 +2.0380e+000 +8.9976e-001 +7.9367e-002 +3.2274e+000 +2.5778e+000 -3.1681e-002 -3.7665e+000 +2.7258e+000 +1.6934e+000
