% function evaluation | noise-free fitness - Fopt (3.590000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +5.722799651e+005 +5.722799651e+005 +5.723158651e+005 +5.723158651e+005 +3.2105e+000 +1.7615e+000 +3.4303e-001 +4.8827e+000 +1.6705e+000 -2.6538e+000 +1.1941e+000 +3.0530e+000 +4.1383e-002 -1.7878e+000 -3.3690e+000 +2.1314e+000 +1.5871e+000 +1.8601e+000 -1.9536e+000 -1.8544e+000 +3.8844e+000 +4.2956e+000 -1.4550e+000 +3.7908e-002
128 +2.920882652e+005 +2.920882652e+005 +2.921241652e+005 +2.921241652e+005 -5.1264e-003 +2.8472e+000 +5.2721e+000 -2.9618e-001 -7.3153e-001 -3.5625e+000 +1.3525e+000 +3.6925e-001 -1.9321e+000 +1.2854e+000 -7.1087e+000 +1.8230e+000 +3.0672e-001 -5.0606e+000 +4.4274e+000 -5.7861e+000 +4.8582e+000 +5.6192e+000 -1.6793e-001 -4.5244e+000
145 +2.487638409e+005 +2.487638409e+005 +2.487997409e+005 +2.487997409e+005 +2.8208e-001 +4.4608e-001 +3.6524e+000 +4.1957e+000 +1.2648e+000 -5.1192e+000 +2.4745e+000 +6.1087e-001 +1.5549e+000 -9.0377e-001 -4.0649e+000 +1.6593e+000 +3.2663e+000 +4.1043e-001 +4.5019e+000 -6.0752e+000 +2.9524e+000 +8.1891e+000 +2.1319e+000 -5.9265e-001
225 +1.330794518e+005 +1.330794518e+005 +1.331153518e+005 +1.331153518e+005 -3.3711e+000 +4.4608e-001 +3.6524e+000 +4.1957e+000 -2.3893e+000 -4.1683e+000 +2.4745e+000 +6.1087e-001 +1.5549e+000 -9.0377e-001 -4.0649e+000 -2.8086e-001 +3.2663e+000 -6.3887e+000 +6.9756e+000 -7.1212e+000 +2.9524e+000 +1.2483e+001 +1.2783e+000 -5.9265e-001
284 +8.159558759e+004 +8.159558759e+004 +8.163148759e+004 +8.163148759e+004 -1.6470e+000 -5.6355e-001 +3.0217e+000 +4.1971e+000 -1.9757e+000 -7.3086e+000 +4.6785e+000 -1.0934e+000 +4.4058e+000 -2.7637e+000 -4.5205e+000 -8.0943e-002 +6.9086e+000 -8.7468e+000 +1.0844e+001 -8.5008e+000 +4.9485e+000 +1.2921e+001 +4.1474e+000 -2.5648e+000
396 +6.241138506e+004 +6.241138506e+004 +6.244728506e+004 +6.244728506e+004 -1.5857e+000 +2.0171e+000 +3.4230e+000 +5.6989e+000 +3.0595e+000 -7.5786e+000 +4.3037e+000 -1.4486e+000 +4.2679e+000 -4.5052e+000 -5.9307e+000 +5.2602e-001 +2.7347e+000 -4.0387e+000 +5.4752e+000 -1.0129e+001 +3.6096e+000 +1.3794e+001 +2.2959e+000 -2.0273e+000
412 +3.524238905e+004 +3.524238905e+004 +3.527828905e+004 +3.527828905e+004 -2.7599e+000 -1.1412e+000 +4.2481e-001 +7.8913e+000 -2.4687e+000 -1.0358e+001 +6.1403e+000 -4.1288e+000 +7.3010e+000 -6.9692e+000 -7.2035e+000 -2.3544e+000 +4.4328e+000 -1.1958e+001 +1.0523e+001 -1.3060e+001 +7.1636e+000 +2.0533e+001 +4.0982e+000 -4.1233e+000
438 +2.322092171e+004 +2.322092171e+004 +2.325682171e+004 +2.325682171e+004 -4.1857e+000 +1.4973e+000 +2.0934e+000 +1.1575e+001 -1.8646e-002 -1.2069e+001 +7.8189e+000 -7.3695e+000 +1.0303e+001 -8.6050e+000 -8.9589e+000 -1.9322e+000 +7.9761e+000 -1.4737e+001 +1.1598e+001 -1.5872e+001 +9.3677e+000 +2.2321e+001 +4.7904e+000 -5.3532e+000
479 +1.200085255e+004 +1.200085255e+004 +1.203675255e+004 +1.203675255e+004 -2.0659e+000 +7.6350e+000 +6.4450e+000 +3.7878e+000 -4.4511e+000 -1.1873e+001 +1.2738e+000 -1.9843e+000 +1.5710e+000 -3.7451e+000 -1.0510e+001 +1.3036e+000 +4.4099e+000 -1.0201e+001 +1.0150e+001 -1.2509e+001 +3.1460e+000 +1.6696e+001 +1.5285e+000 -5.2280e+000
481 +1.428334501e+003 +1.428334501e+003 +1.464234501e+003 +1.464234501e+003 -4.7051e+000 +4.8466e+000 +2.0611e+000 +5.3498e+000 -2.4167e+000 -1.3266e+001 +3.3098e+000 -1.7362e+000 +6.3801e+000 -5.8359e+000 -9.7516e+000 +1.4411e+000 +7.7273e+000 -1.1963e+001 +1.3705e+001 -1.3522e+001 +4.1842e+000 +2.1220e+001 +3.6349e+000 -3.9714e+000
