% function evaluation | noise-free fitness - Fopt (6.870000000000e+000) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +4.355905320e+002 +4.355905320e+002 +4.424605320e+002 +4.424605320e+002 +5.3297e+000 +6.6318e+000 +1.4043e+001 +1.0090e+001 +8.0610e+000 +8.6857e+000 +6.4441e+000 +1.1854e+001 +8.8716e+000 +8.2723e+000 +8.4983e+000 +1.3014e+001 +5.6357e+000 +7.2017e+000 +6.5746e+000 +8.5214e+000 +7.9680e+000 +1.1893e+001 +1.1980e+001 +8.2378e+000
180 +3.804466551e+002 +3.804466551e+002 +3.873166551e+002 +3.873166551e+002 +8.5057e+000 +9.1512e+000 +6.7286e+000 +6.0823e+000 +7.6964e+000 +9.0251e+000 +8.7239e+000 +7.7812e+000 +7.4555e+000 +6.3368e+000 +1.2798e+001 +1.3554e+001 +1.0878e+001 +4.3614e+000 +5.6863e+000 +8.8177e+000 +1.0515e+001 +8.8954e+000 +6.5667e+000 +1.2100e+001
449 +2.498855343e+002 +2.498855343e+002 +2.567555343e+002 +2.567555343e+002 +5.2638e+000 +7.7515e+000 +9.0867e+000 -1.6958e+000 +1.0497e+001 +5.2344e+000 +7.3811e+000 +5.5288e+000 +6.3357e+000 +6.5732e+000 +7.7017e+000 +8.6473e+000 +9.8808e+000 +4.8229e+000 +1.0671e+001 +7.3892e+000 +7.1854e+000 +8.2870e+000 +1.2585e+001 +6.1027e+000
744 +1.442688173e+002 +1.442688173e+002 +1.511388173e+002 +1.511388173e+002 +3.8229e+000 +3.1993e+000 +1.0228e+001 +1.7356e+000 +8.1794e-001 +7.6703e+000 +2.1133e+000 +1.2041e+001 +6.5062e+000 +5.2958e+000 +5.4474e+000 +3.7073e+000 +8.4615e+000 +1.6445e+000 +6.5111e+000 +9.0988e-002 +9.2562e+000 +9.1617e+000 +5.7456e+000 -2.5035e+000
919 +8.514387114e+001 +8.514387114e+001 +9.201387114e+001 +9.201387114e+001 +3.4559e+000 +3.2579e+000 +5.2970e+000 +2.1464e+000 +2.2702e+000 +6.5389e+000 +2.7318e+000 +9.3865e+000 -2.7612e+000 +5.7545e+000 +9.4442e+000 +7.8808e+000 +7.1238e+000 +4.8019e+000 +2.3818e-001 +6.4632e+000 +8.6850e+000 +1.2814e+000 +6.9978e+000 +1.5539e+000
1018 +6.013881338e+001 +6.013881338e+001 +6.700881338e+001 +6.700881338e+001 -7.5596e-001 +3.9159e+000 +8.3383e+000 -2.0671e+000 +2.4413e+000 +5.0731e+000 -2.5915e+000 -6.0745e-001 +9.5648e+000 +6.8103e+000 +7.8151e+000 +2.9067e+000 +3.2653e+000 +2.4177e+000 +6.9611e+000 +5.6358e+000 +6.2253e+000 -2.7767e-001 +5.5874e+000 +1.7989e+000
1165 +2.296810872e+001 +2.296810872e+001 +2.983810872e+001 +2.983810872e+001 +3.9843e+000 +1.1671e+000 +4.5359e+000 +4.3328e+000 +5.1228e-001 +5.8145e+000 +2.3306e+000 +5.3595e+000 +6.0218e+000 -5.7673e-001 +1.3316e+000 +4.7894e+000 +3.4340e-001 +3.2563e+000 +7.4330e-001 +1.7200e+000 +7.4591e+000 +4.1823e+000 +5.2114e+000 +3.2267e+000
1615 +1.030018729e+001 +1.030018729e+001 +1.717018729e+001 +1.717018729e+001 +3.9843e+000 +1.1671e+000 +5.7944e+000 +4.3328e+000 +5.1228e-001 +4.4442e+000 -1.3265e+000 -8.6194e-001 -6.3562e+000 -5.7673e-001 +1.3316e+000 +3.4661e+000 +3.4340e-001 +3.3346e+000 +7.4330e-001 +1.7200e+000 +3.8988e+000 +4.1823e+000 -1.9913e+000 -4.0299e-001
1980 +9.788814300e+000 +9.788814300e+000 +1.665881430e+001 +1.665881430e+001 +2.6186e+000 +1.4760e+000 +1.6155e+000 +5.5405e+000 +5.8015e-001 +3.5817e+000 +3.4941e+000 -1.1937e+000 -4.1045e+000 -5.6206e+000 +4.9923e+000 +4.5647e+000 +1.5150e+000 +2.5643e+000 -7.8521e-001 +1.7490e+000 +1.5923e+000 +2.3461e+000 +6.5391e-001 -3.6605e+000
2724 +5.466318616e+000 +5.466318616e+000 +1.233631862e+001 +1.233631862e+001 -6.8434e-001 +4.1386e+000 +4.8530e+000 +5.0711e+000 +5.4441e+000 +2.8876e+000 +3.9933e+000 -2.0404e+000 -1.8592e+000 +1.1170e-001 +2.5358e+000 +2.1198e+000 +3.7427e+000 -3.8531e+000 +4.4953e+000 +2.6685e+000 +2.2744e-001 -2.7948e+000 -3.6333e+000 +3.0658e-001
