% function evaluation | noise-free fitness - Fopt (7.627000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.251050022e+008 +1.251050022e+008 +1.251050785e+008 +1.251050785e+008 +8.8565e+000 +8.0931e+000 +6.5083e+000 +6.3744e+000 +1.3861e+001 +8.8341e+000 +1.1122e+001 +1.2193e+001 +1.2335e+001 +9.9086e+000 +1.0644e+001 +5.7999e+000 +1.2651e+001 +1.4653e+001 +6.5933e+000 +7.4784e+000 +6.5476e+000 +6.5755e+000 +1.0820e+001 +1.4319e+001
3 +7.565095464e+007 +7.565095464e+007 +7.565103091e+007 +7.565103091e+007 +7.0955e+000 +1.3745e+001 +9.0209e+000 +5.7697e+000 +1.4171e+001 +7.9953e+000 +9.7125e+000 +1.3306e+001 +1.2801e+001 +5.1023e+000 +9.1131e+000 +1.2168e+001 +9.2328e+000 +1.4870e+001 +9.6080e+000 +1.1456e+001 +1.0225e+001 +5.6010e+000 +1.2240e+001 +5.2115e+000
4 +1.043538495e+007 +1.043538495e+007 +1.043546122e+007 +1.043546122e+007 +6.5653e+000 +6.4169e+000 +1.4210e+001 +9.6350e+000 +5.7039e+000 +1.2758e+001 +1.2469e+001 +1.4064e+001 +1.2267e+001 +1.0155e+001 +6.4760e+000 +9.5518e+000 +7.2904e+000 +7.2898e+000 +5.7409e+000 +7.8961e+000 +6.0885e+000 +9.0556e+000 +1.2380e+001 +7.3817e+000
5 +8.615262942e+006 +8.615262942e+006 +8.615339212e+006 +8.615339212e+006 +5.9242e+000 +9.1002e+000 +1.2268e+001 +1.3556e+001 +7.6920e+000 +7.8042e+000 +9.8612e+000 +1.2269e+001 +1.3231e+001 +1.4189e+001 +5.6893e+000 +1.1347e+001 +1.0116e+001 +6.6951e+000 +1.1169e+001 +5.4717e+000 +1.2907e+001 +1.1588e+001 +6.1552e+000 +9.5424e+000
11 +5.189372666e+005 +5.189372666e+005 +5.190135366e+005 +5.190135366e+005 +8.0727e+000 +6.4314e+000 +1.1896e+001 +1.3047e+001 +5.8084e+000 +9.1770e+000 +1.0152e+001 +9.2770e+000 +5.1475e+000 +8.8388e+000 +6.0299e+000 +6.5246e+000 +5.2281e+000 +9.2071e+000 +1.3485e+001 +1.0330e+001 +1.0576e+001 +9.1665e+000 +9.8535e+000 +1.3768e+001
14 +1.880245216e+005 +1.880245216e+005 +1.881007916e+005 +1.881007916e+005 +1.2919e+001 +8.7110e+000 +1.4812e+001 +1.1797e+001 +9.7197e+000 +1.3410e+001 +8.5903e+000 +8.1940e+000 +7.4746e+000 +7.8912e+000 +1.1831e+001 +6.1286e+000 +8.4996e+000 +5.4099e+000 +1.1944e+001 +1.0314e+001 +5.8649e+000 +1.2444e+001 +7.6874e+000 +1.2839e+001
61 +5.834249077e+003 +5.834249077e+003 +5.910519077e+003 +5.910519077e+003 +1.0988e+001 +1.0962e+001 +1.0973e+001 +1.4389e+001 +9.6836e+000 +6.9744e+000 +1.3507e+001 +5.0814e+000 +5.4247e+000 +9.4846e+000 +1.0603e+001 +3.6026e+000 +1.2494e+001 +5.6272e+000 +9.1422e+000 +1.1826e+001 +6.8425e+000 +1.2641e+001 +1.1605e+001 +1.0566e+001
203 +2.764291677e+003 +2.764291677e+003 +2.840561677e+003 +2.840561677e+003 +1.2177e+001 +1.2020e+001 +1.0742e+001 +1.1653e+001 +1.1314e+001 +1.4139e+001 +1.4657e+001 +1.3483e+001 +4.7747e-001 +6.5115e+000 +6.7985e+000 +7.9408e+000 +5.2805e+000 +6.7309e+000 +8.6024e+000 +5.5560e+000 +1.0839e+001 +1.5828e+001 +1.1572e+001 +6.9314e+000
1435 +2.319970614e+003 +2.319970614e+003 +2.396240614e+003 +2.396240614e+003 +8.9497e+000 +9.6004e+000 +8.5636e+000 +9.0949e+000 +8.3584e+000 +1.2452e+001 +1.3407e+001 +1.2316e+001 -1.1327e+000 +4.0038e+000 +5.5059e+000 +8.2078e+000 +2.2035e+000 +5.9780e+000 +7.3960e+000 +3.3010e+000 +8.5928e+000 +1.4832e+001 +1.0411e+001 +3.8534e+000
1679 +1.420443192e+003 +1.420443192e+003 +1.496713192e+003 +1.496713192e+003 +5.8681e+000 +8.1992e+000 +7.5383e+000 +7.0180e+000 +9.3006e+000 +1.0629e+001 +1.0818e+001 +9.2175e+000 +9.8147e-001 +3.0659e+000 +4.2183e+000 +7.9253e+000 +1.0406e+000 +4.6848e+000 +6.3791e+000 +3.6036e+000 +6.1497e+000 +1.2284e+001 +9.3962e+000 +2.2717e+000
1808 +9.948306069e+002 +9.948306069e+002 +1.071100607e+003 +1.071100607e+003 +4.0270e+000 +6.2634e+000 +5.1046e+000 +6.1835e+000 +6.2642e+000 +7.7707e+000 +6.7332e+000 +1.2478e+001 -3.3650e+000 +8.0455e-001 +3.8521e+000 +7.0176e+000 -1.5353e+000 +5.1923e+000 +2.0994e+000 -1.2059e+000 +5.5892e+000 +1.2084e+001 +8.4206e+000 +4.3703e-001
