% function evaluation | noise-free fitness - Fopt (2.997000000000e+001) | best noise-free fitness - Fopt | measured fitness | best measured fitness | x1 | x2...
1 +1.058387050e+004 +1.058387050e+004 +1.061384050e+004 +1.061384050e+004 +6.2608e+000 +7.6861e+000 +7.9919e+000 +1.3914e+001 +7.7909e+000 +1.0252e+001 +9.4854e+000 +8.3251e+000 +1.0934e+001 +1.4708e+001 +1.1481e+001 +1.2354e+001 +1.0496e+001 +1.1827e+001 +1.1330e+001 +7.5131e+000 +1.3621e+001 +1.4740e+001 +1.1044e+001 +1.2989e+001
3 +9.951312112e+003 +9.951312112e+003 +9.981282112e+003 +9.981282112e+003 +5.1668e+000 +1.4571e+001 +6.4588e+000 +1.0573e+001 +1.2521e+001 +6.2477e+000 +7.4597e+000 +1.3344e+001 +8.6965e+000 +7.5290e+000 +1.0510e+001 +1.3692e+001 +7.7955e+000 +1.4168e+001 +6.1062e+000 +1.4970e+001 +1.0356e+001 +1.0395e+001 +8.9138e+000 +6.7199e+000
521 +6.240864645e+003 +6.240864645e+003 +6.270834645e+003 +6.270834645e+003 +5.8220e+000 +7.7244e+000 +9.7785e-001 +4.4483e+000 +8.4469e+000 +3.1593e+000 +3.2168e+000 +5.7872e+000 +7.9539e+000 +7.8452e+000 +5.7110e+000 +9.3012e+000 +8.2436e+000 +1.1072e+001 +3.1587e+000 +6.1336e+000 +3.2605e+000 +4.6496e+000 +5.9127e+000 +6.4188e+000
1097 +3.949375619e+003 +3.949375619e+003 +3.979345619e+003 +3.979345619e+003 +6.7266e-001 +5.9378e+000 +1.9560e+000 +4.2227e+000 +4.1400e+000 +2.2871e+000 -6.2301e+000 +2.1243e+000 +5.3143e+000 +2.5442e+000 +4.2199e+000 +5.7702e+000 +1.1752e+001 +3.0475e+000 +4.0575e+000 +2.0324e+000 +5.4423e+000 +5.0559e+000 +2.6480e+000 -8.3181e-001
1432 +2.477138821e+003 +2.477138821e+003 +2.507108821e+003 +2.507108821e+003 +1.4102e+000 +4.8359e+000 +8.4986e-001 +3.2040e+000 +1.8468e+000 +1.7800e+000 -4.4352e+000 -5.5510e+000 +5.5420e+000 +9.2209e-001 +3.8090e+000 +4.3027e+000 +9.1586e+000 +4.1837e+000 +1.2232e-001 +6.6006e-001 +1.1870e+000 +3.4333e+000 -6.5477e-001 -4.4304e+000
1958 +1.582528096e+003 +1.582528096e+003 +1.612498096e+003 +1.612498096e+003 -2.0910e-001 +1.8326e+000 -1.1011e+000 +1.4525e+000 +1.5858e+000 +2.9246e+000 -3.7244e+000 -6.8385e+000 +3.1287e+000 -1.7468e+000 +3.6155e+000 +2.4836e+000 +8.8061e+000 +2.2693e+000 -3.0696e+000 +1.1402e-001 -9.5725e-001 +1.9088e+000 +2.0878e-001 -5.4305e+000
2728 +9.944557703e+002 +9.944557703e+002 +1.024425770e+003 +1.024425770e+003 -1.0104e-001 -1.2139e+000 -3.7103e+000 -8.8685e-001 +7.6162e-001 +2.5946e+000 -3.0928e+000 -6.2526e+000 +1.1473e+000 -2.8898e+000 +2.5011e+000 +1.3442e+000 +7.8606e+000 +2.2843e+000 -2.9283e+000 +7.1010e-001 -3.1602e+000 +1.6778e+000 +6.6232e-001 -4.4163e+000
3808 +6.287151782e+002 +6.287151782e+002 +6.586851782e+002 +6.586851782e+002 +4.9928e-001 -1.7231e+000 -3.6114e+000 -1.4264e+000 +1.4658e+000 +2.9191e+000 -3.0176e+000 -4.8478e+000 +1.3003e+000 -2.5515e+000 +2.4845e+000 +7.9914e-001 +6.3174e+000 +1.6844e+000 -1.8630e+000 +2.0817e+000 -3.7125e+000 +1.0967e+000 +2.7260e-001 -3.9979e+000
4903 +3.978503896e+002 +3.978503896e+002 +4.278203896e+002 +4.278203896e+002 +7.3893e-001 -1.5813e+000 -3.2673e+000 -1.9596e+000 +2.3005e+000 +3.0876e+000 -3.8680e+000 -5.0050e+000 +1.2663e+000 -2.4462e+000 +1.8591e+000 -4.1985e-001 +5.7286e+000 +2.4867e+000 -1.7535e+000 +2.4245e+000 -3.3741e+000 +6.2827e-001 +7.0195e-001 -3.7110e+000
5978 +2.466904553e+002 +2.466904553e+002 +2.766604553e+002 +2.766604553e+002 +6.7714e-001 -1.8304e+000 -3.3148e+000 -1.8879e+000 +2.8419e+000 +3.0128e+000 -3.9203e+000 -3.9791e+000 +1.0414e+000 -2.2892e+000 +1.6482e+000 -9.9424e-001 +4.9908e+000 +2.4069e+000 -1.6265e+000 +2.6299e+000 -3.3838e+000 +3.8011e-001 +1.2244e+000 -3.5756e+000
